zip_code,total,white,black,indigenous,asian,latino,other,multiracial,white_percent
92104,45202,22864,2932,86,2546,15108,36,1359,0.5058183266227159
92105,72848,9077,10175,4,12127,39484,120,1745,0.12460191082802548
92106,19080,14360,484,13,1140,2105,85,777,0.7526205450733753
92107,31148,23787,642,188,1194,4176,49,1072,0.7636766405547708
92108,22565,12022,1673,36,2106,5764,0,964,0.5327719920230445
92109,48417,37602,641,45,1830,6522,95,1486,0.7766280438688891
92110,29911,19099,1442,53,1946,6096,25,1188,0.6385276319748587
92111,49369,20428,2130,65,10042,14650,193,1700,0.4137819279304827
92113,55623,5259,6418,83,2019,41165,52,593,0.09454721967531417
92114,70039,6439,13775,229,16537,30698,35,2114,0.09193449363925812
92115,65853,25953,8109,76,9590,19664,125,2040,0.3941050521616327
92116,33767,19115,2481,167,1858,8774,6,1351,0.5660852311428317
92117,56173,32954,1136,198,6050,13455,123,2065,0.5866519502251971
92118,22484,17009,652,46,764,3395,35,562,0.7564935064935064
92119,23990,16482,927,43,1542,4295,27,662,0.6870362651104627
92120,29142,19306,1288,76,2238,5181,139,878,0.6624802690275204
92121,4655,2348,66,0,1530,533,5,170,0.5044038668098818
92122,48438,23640,824,199,15844,5553,413,1934,0.4880465750030967
92123,31216,14942,2523,181,5127,6423,12,1723,0.47866478728857
92124,32170,18467,1799,113,4356,5402,97,1795,0.5740441405035748
92126,82572,23186,3564,197,38156,11433,344,4894,0.28079736472411954
92127,48721,25135,674,202,14888,5272,0,2550,0.515896635947538
92128,51066,29735,1158,27,11574,5682,223,2436,0.5822856695257118
92129,54986,26559,1144,176,16665,6946,152,3038,0.48301385807296404
92130,55316,30830,1205,177,16430,3999,263,2403,0.5573432641550365
92131,34359,19616,724,25,8590,3733,53,1579,0.5709130067813383
92132,0,0,0,0,0,0,0,0,
92134,280,94,76,0,12,92,3,3,0.3357142857142857
92135,646,328,85,13,37,143,19,12,0.5077399380804953
92139,37040,4828,4825,33,9470,15590,57,1708,0.13034557235421165
92140,3669,2237,287,37,53,953,0,102,0.6097029163259744
92145,2389,1130,80,0,658,405,0,67,0.47300125575554625
92147,551,318,100,0,4,129,0,0,0.5771324863883848
92154,86811,10308,4634,161,10388,58821,57,1751,0.11874071258250682
92155,490,227,64,0,47,149,0,0,0.463265306122449
92173,31866,740,197,11,505,30341,0,72,0.02322224314316199
92201,65347,13956,1841,43,1144,47908,47,395,0.21356757004912238
92203,30744,15014,530,233,1197,13189,58,523,0.4883554514702056
92210,5049,4543,58,0,92,282,0,74,0.8997821350762527
92211,25339,19120,619,30,1097,3757,29,670,0.7545680571451123
92220,33014,12019,2511,1162,1541,15005,280,478,0.36405767250257465
92222,0,0,0,0,0,0,0,0,
92223,53914,22958,3710,483,3892,21476,205,1123,0.4258263159847164
92225,22149,5860,2299,57,438,12894,15,526,0.2645717639622556
92227,27255,3819,373,62,272,22151,60,414,0.14012107870115575
92230,3406,1320,94,212,63,1687,0,30,0.38755137991779215
92231,40019,527,83,22,247,39099,0,41,0.013168744846198056
92233,7618,482,1126,54,59,5748,0,99,0.06327119978997112
92234,53961,16325,1113,226,2964,32219,145,900,0.3025333110950501
92236,45090,647,213,36,73,44036,0,77,0.014349079618540697
92239,274,231,4,0,0,32,0,7,0.843065693430657
92240,34447,10543,2831,82,846,19147,96,883,0.3060643887711557
