zip_code,total,white,black,indigenous,asian,latino,other,multiracial,white_percent
89010,469,263,13,3,0,190,0,0,0.5607675906183369
89019,2068,1523,120,0,159,213,0,53,0.7364603481624759
89060,10692,7573,117,35,54,2514,2,389,0.7082865693976805
89061,5537,4008,184,52,49,859,0,385,0.723857684666787
89439,1244,1207,4,18,0,15,0,0,0.9702572347266881
90001,58974,371,5201,39,157,53002,108,87,0.006290907857700003
90002,53402,174,8788,201,738,43112,173,178,0.0032583049323995357
90003,74117,308,13496,161,184,59098,647,223,0.004155591834531889
90004,61105,12172,2322,106,15195,29287,141,1725,0.19919810162834464
90005,38885,3776,1802,41,12964,19214,44,1008,0.09710685354249711
90006,58560,2653,1794,193,10698,42591,124,384,0.04530396174863388
90007,42380,6983,4244,55,7635,22081,105,1251,0.16477111845210005
90008,31900,1850,20269,29,1117,7788,98,722,0.05799373040752351
90010,4108,668,249,20,2430,448,39,218,0.1626095423563778
90011,110750,825,7164,145,515,101144,186,694,0.0074492099322799096
90012,37268,6428,5271,202,13542,10660,152,967,0.17248041214983365
90013,13009,3682,3910,83,2202,2223,175,696,0.28303482204627567
90014,9126,3085,2011,39,1919,1684,57,331,0.3380451457374534
90015,23900,3636,1443,88,4202,13927,105,499,0.15213389121338913
90016,46340,4588,12416,0,2430,25309,357,1203,0.09900733707380233
90017,27832,2892,2823,0,4546,16887,21,554,0.10390916930152343
90018,52444,3371,14744,13,2834,30040,209,1161,0.06427808710243307
90019,62816,11286,10823,64,10939,26615,967,2038,0.1796676006113092
90020,39366,4384,2552,217,18341,13015,99,672,0.11136513742823756
90021,3285,713,533,31,193,1746,20,49,0.21704718417047184
90022,66168,1307,242,158,741,63518,96,98,0.019752750574295732
90023,46517,680,507,16,297,44780,122,115,0.014618311585011931
90024,52069,25783,1568,119,13686,7364,267,3196,0.49516987074842994
90025,47438,25308,1602,18,10755,6540,411,2778,0.5334963531346179
90026,67657,18959,2240,93,9633,34164,143,2307,0.280222297766676
90027,45996,26250,1157,7,5829,11039,206,1438,0.5707018001565354
90028,31385,13654,2814,99,3421,9625,243,1529,0.4350485900908077
90029,36126,9054,1221,51,5890,19163,33,659,0.25062282012954656
90031,39497,3152,754,46,10799,24484,11,251,0.07980352938197838
90032,47857,3511,949,139,5317,37217,163,554,0.0733643981026809
90033,49695,1188,878,31,2220,45089,72,194,0.023905825535768185
90034,56416,21985,5648,102,10953,14769,588,2345,0.3896944129325014
90035,27725,19725,1446,6,1836,3000,293,1404,0.7114517583408476
90036,38111,22289,2050,40,7701,4224,359,1395,0.5848442706830049
90037,67377,984,10786,107,750,53801,214,634,0.014604390222182644
