zip_code,total,white,black,indigenous,asian,latino,other,multiracial,white_percent,year
95005,6002,5434,0,0,99,384,18,67,0.9053648783738754,2011
95006,9176,7800,49,0,109,837,0,381,0.8500435919790759,2011
95007,604,586,0,0,0,18,0,0,0.9701986754966888,2011
95008,44419,26441,747,9,7817,7087,116,2109,0.5952632882325131,2011
95010,9109,6314,62,50,209,2196,0,220,0.6931606103853332,2011
95012,10278,1362,35,50,100,8596,0,71,0.1325160537069468,2011
95013,0,0,0,0,0,0,0,0,,2011
95014,59944,18907,195,121,36427,2584,331,1257,0.315411050313626,2011
95017,760,613,0,0,15,120,0,12,0.8065789473684211,2011
95018,8316,7057,65,133,255,683,11,111,0.8486050986050986,2011
95019,8417,1138,1,0,305,6905,9,57,0.1352025662350006,2011
95020,56708,20075,963,446,3412,30594,17,985,0.3540064893842138,2011
95023,49326,17871,417,165,1149,28731,146,847,0.3623038559785914,2011
95030,13477,11187,237,6,932,644,13,445,0.8300808785337983,2011
95032,24573,18692,329,157,2751,1445,11,1152,0.7606722825865788,2011
95033,9193,8152,6,55,348,401,36,195,0.8867616664853692,2011
95035,66437,10842,2168,225,38853,11317,384,2387,0.1631921971190752,2011
95037,45429,22336,1052,26,4869,15411,148,1372,0.4916683175944881,2011
95039,1134,267,0,0,13,854,0,0,0.2354497354497354,2011
95041,150,101,0,0,0,49,0,0,0.6733333333333333,2011
95043,524,368,2,4,5,140,0,5,0.7022900763358778,2011
95045,3633,1859,71,11,132,1476,4,80,0.5116983209468758,2011
95046,6346,2962,54,58,642,2501,0,129,0.4667507091080995,2011
95050,35088,14158,1036,207,7899,10789,94,877,0.4034997720018239,2011
95051,53844,20221,860,126,21491,8367,312,1793,0.3755478790580194,2011
95053,2369,1295,61,41,361,440,0,171,0.5466441536513297,2011
95054,22233,4919,812,1,13045,2485,173,728,0.221247694867989,2011
95060,46942,33205,1056,195,2313,8075,152,1883,0.7073622768522858,2011
95062,34933,24303,419,68,1397,7258,142,1287,0.6957032032748404,2011
95064,6020,3169,158,15,1021,1389,8,187,0.5264119601328904,2011
95065,8587,6408,108,3,498,1411,9,144,0.7462443228135553,2011
95066,14836,11693,193,0,1017,1135,0,727,0.7881504448638447,2011
95070,30215,15144,138,0,13088,882,74,889,0.5012080092669204,2011
95073,9828,7449,4,34,275,1487,11,553,0.7579365079365079,2011
95075,254,197,0,0,3,54,0,0,0.7755905511811023,2011
95076,80273,20317,290,195,2269,55980,129,1005,0.2530988003438267,2011
95110,17717,4015,559,0,1539,11170,53,348,0.2266185020037252,2011
95111,56572,5102,1748,96,18201,30383,55,709,0.0901859577175988,2011
95112,50940,13688,1495,304,11235,22701,100,1317,0.2687082842559874,2011
95113,713,320,59,12,253,62,0,7,0.4488078541374474,2011
95116,47858,3954,1081,120,11325,30874,86,312,0.0826194157716578,2011
95117,29924,11035,1265,113,6446,10167,106,675,0.3687675444459297,2011
95118,30455,16843,708,45,4240,7732,0,878,0.5530454769331801,2011
95119,10031,3991,280,0,1899,2923,15,690,0.3978666134981557,2011
95120,38552,22202,317,80,11421,2915,71,1489,0.5758974891056236,2011
95121,38094,3726,735,78,19520,12814,51,995,0.0978106788470625,2011
95122,52829,2007,813,280,17030,31740,59,560,0.0379904976433398,2011
95123,61994,27174,1976,129,11035,19267,244,2006,0.4383327418782463,2011
95124,47031,29953,1105,444,6562,7093,58,1777,0.636877804001616,2011
95125,51718,29114,1464,147,6010,13287,26,1626,0.5629374685796048,2011
95126,31343,12397,1370,49,3906,12250,155,1156,0.3955269119101554,2011
95127,65318,10458,1453,49,13246,38823,145,915,0.1601090051746838,2011
95128,34776,13959,1153,61,5562,12962,94,808,0.4013975155279503,2011
95129,38450,11624,480,89,22653,2544,48,996,0.3023146944083225,2011
95130,14265,6710,277,41,3705,2882,87,563,0.4703820539782685,2011
95131,28809,3848,1012,52,19897,2960,55,789,0.1335693706827727,2011
95132,40779,7329,944,42,24077,7257,58,829,0.1797248583829912,2011
95133,25772,2991,669,52,14566,6719,54,670,0.1160561850069843,2011
95134,15467,4188,1077,12,7229,2194,29,693,0.2707700265080494,2011
95135,20691,6654,242,0,10622,2463,59,651,0.3215890967087139,2011
95136,42382,15637,1354,70,12488,11289,124,1265,0.3689538011419942,2011
95138,20113,5821,739,0,8975,4212,33,323,0.2894148063441555,2011
95139,6515,2932,46,9,751,2538,55,184,0.4500383729854182,2011
95140,109,99,0,0,0,10,0,0,0.908256880733945,2011
95148,45384,5446,1818,111,25574,11249,22,976,0.119998237264234,2011
95202,5591,1404,896,126,473,2548,0,105,0.2511178680021463,2011
95203,15155,4823,1361,138,862,7610,63,282,0.3182448036951501,2011
95204,29342,12273,1591,78,2436,12188,28,706,0.4182741462749642,2011
95205,36019,6093,1941,75,3145,23968,75,692,0.1691607207307254,2011
95206,63292,5053,9865,304,11240,34578,16,1886,0.0798363142261265,2011
95207,47448,14613,5836,149,7254,17069,114,2060,0.3079792615073343,2011
95209,41533,14886,4081,70,9121,11527,27,1616,0.358413791442949,2011
95210,41066,5773,3970,242,14099,15056,21,1688,0.1405785808211172,2011
95211,1957,994,78,0,640,156,0,39,0.5079202861522739,2011
95212,24795,5941,2247,77,9442,5765,111,1154,0.2396047590239967,2011
95215,23088,8193,604,118,924,12620,44,561,0.3548596673596673,2011
95219,27370,12804,2080,150,5142,6037,30,1050,0.467811472415053,2011
95220,6721,4598,90,0,61,1906,9,57,0.6841243862520459,2011
95222,5055,4061,9,0,17,770,0,198,0.8033630069238378,2011
95223,3709,3363,0,10,0,305,0,31,0.9067133998382312,2011
95224,303,303,0,0,0,0,0,0,1.0,2011
95225,504,367,110,0,0,27,0,0,0.7281746031746031,2011
95226,297,297,0,0,0,0,0,0,1.0,2011
95227,937,661,0,0,124,152,0,0,0.7054429028815368,2011
95228,4247,3812,122,0,30,162,0,121,0.8975747586531669,2011
95230,564,381,30,7,0,104,0,42,0.675531914893617,2011
95231,5496,1731,473,10,226,2881,11,128,0.3149563318777292,2011
95232,264,149,0,13,42,11,0,49,0.5643939393939394,2011
95233,237,237,0,0,0,0,0,0,1.0,2011
95234,216,42,14,0,0,160,0,0,0.1944444444444444,2011
95236,3824,2417,11,190,0,1150,0,56,0.632060669456067,2011
95237,3321,2230,0,0,3,1009,11,68,0.671484492622704,2011
95240,46825,22746,807,234,2939,19032,145,900,0.4857661505605979,2011
95242,25033,18082,311,76,1291,4826,0,418,0.7223265289817441,2011
95245,2214,2015,2,26,0,132,0,39,0.9101174345076783,2011
95246,1291,1060,89,0,0,142,0,0,0.8210689388071263,2011
95247,4459,3974,16,23,50,209,0,187,0.89123121776183,2011
95248,227,122,71,0,0,34,0,0,0.5374449339207048,2011
95249,3769,2896,55,51,63,641,5,58,0.7683735738922791,2011
95250,35,35,0,0,0,0,0,0,1.0,2011
95251,979,949,0,0,0,30,0,0,0.9693564862104188,2011
95252,15154,12212,15,84,389,2033,80,330,0.8058598389864062,2011
95254,144,131,0,0,0,0,0,13,0.9097222222222222,2011
95255,2516,1911,0,299,0,188,0,113,0.7595389507154213,2011
95257,431,410,0,0,0,13,0,8,0.951276102088167,2011
95258,4163,2795,0,0,251,968,0,149,0.671390823925054,2011
95301,36199,14375,1762,102,2801,16008,95,902,0.3971104174148457,2011
95303,1049,472,2,2,35,520,0,14,0.449952335557674,2011
95304,17191,8562,1310,53,1414,4985,31,649,0.4980513059158862,2011
95305,82,82,0,0,0,0,0,0,1.0,2011
95306,933,681,0,0,0,160,0,92,0.729903536977492,2011
95307,43518,15000,989,290,2452,23573,119,811,0.3446849579484351,2011
95310,1779,1304,0,87,0,212,0,151,0.7329960652051715,2011
95311,2544,2311,1,0,0,176,0,44,0.9084119496855346,2011
95312,540,138,0,0,3,385,14,0,0.2555555555555555,2011
95313,1812,904,0,0,0,908,0,0,0.4988962472406181,2011
95314,0,0,0,0,0,0,0,0,,2011
95315,12340,3590,86,67,703,7726,8,44,0.2909238249594814,2011
95316,6581,4130,0,15,102,2227,0,107,0.6275641999696094,2011
95317,837,279,61,0,0,497,0,0,0.3333333333333333,2011
95318,520,353,37,0,31,99,0,0,0.6788461538461539,2011
95319,1428,684,0,3,14,674,0,53,0.4789915966386555,2011
95320,13044,8870,61,196,133,3699,0,85,0.6800061330880098,2011
95321,3423,3154,1,34,30,184,0,20,0.9214139643587496,2011
95322,10167,4576,50,32,0,5442,0,67,0.4500836038162683,2011
95323,1099,855,0,3,6,225,0,10,0.7779799818016379,2011
95324,6607,5770,13,0,70,650,0,104,0.8733161798092932,2011
95325,67,67,0,0,0,0,0,0,1.0,2011
95326,8561,4401,31,45,131,3660,10,267,0.5140754584744773,2011
95327,9891,6029,769,106,194,2498,49,221,0.6095440299261955,2011
95328,3749,1123,0,15,119,2444,0,48,0.2995465457455321,2011
95329,2538,1944,22,31,52,327,0,162,0.7659574468085106,2011
95330,17328,3696,933,89,4163,7812,22,457,0.2132963988919667,2011
95333,3094,1052,0,13,12,2000,5,12,0.3400129282482224,2011
95334,15777,2367,108,0,2429,10601,28,158,0.1500285225328009,2011
95335,750,731,0,0,0,19,0,0,0.9746666666666668,2011
95336,42331,22701,1265,204,1507,15265,33,1061,0.5362736528785051,2011
95337,30478,13754,1055,56,2775,11315,1,1377,0.4512763304678784,2011
95338,11713,9889,41,257,44,1037,0,432,0.844275591223427,2011
95340,32014,15495,1868,159,2116,11547,161,668,0.4840069969388392,2011
95341,33881,5723,1662,437,4138,21687,52,182,0.1689147309701602,2011
95345,198,124,5,0,0,12,0,36,0.6262626262626263,2011
95346,815,574,0,145,6,58,0,32,0.7042944785276074,2011
95348,29398,9569,1916,196,4057,12669,37,831,0.3254983332199469,2011
95350,50103,29189,1397,355,2121,14968,0,1631,0.5825798854360018,2011
95351,46354,9789,1296,228,3246,30986,26,767,0.2111791862622427,2011
95354,24643,11202,1066,172,795,10670,118,556,0.4545712778476646,2011
95355,59159,35468,2194,405,4147,14389,133,1914,0.5995368413935327,2011
95356,31669,17023,1042,186,3521,8125,90,1094,0.5375288136663614,2011
95357,11004,5890,206,11,276,4064,0,346,0.5352599054889131,2011
95358,30664,10881,738,101,1291,17085,58,494,0.3548460735716149,2011
95360,11408,3511,120,43,180,7371,0,183,0.3077664796633941,2011
95361,32328,23656,122,127,696,7033,8,393,0.7317495669388765,2011
95363,25235,7198,1619,81,926,14672,49,367,0.2852387556964533,2011
95364,0,0,0,0,0,0,0,0,,2011
95365,4882,184,23,0,51,4624,0,0,0.0376894715280622,2011
95366,16022,11498,150,36,746,3246,0,343,0.7176382474098115,2011
95367,22686,8729,768,122,834,11661,0,455,0.384774750947721,2011
95368,15128,7122,434,20,759,6481,15,297,0.4707826546800635,2011
95369,1436,727,0,11,10,662,0,23,0.5062674094707521,2011
95370,27767,23947,354,221,295,2016,377,529,0.8624266215291533,2011
95372,1744,1698,0,6,5,35,0,0,0.9736238532110092,2011
95374,1819,1074,0,9,42,627,0,67,0.5904343045629467,2011
95375,168,168,0,0,0,0,0,0,1.0,2011
95376,48593,17798,2684,137,4362,21154,130,2069,0.3662667462391702,2011
95377,29649,8997,1958,197,7504,9155,122,1373,0.3034503693210563,2011
95379,3986,3247,0,128,24,417,0,170,0.8146011038635224,2011
95380,39661,18916,422,322,1210,17840,267,598,0.4769420841632838,2011
95382,36863,22923,836,307,3018,8329,38,1189,0.6218430404470607,2011
95383,3885,3348,0,154,29,326,0,28,0.8617760617760618,2011
95385,366,104,10,6,0,246,0,0,0.2841530054644808,2011
95386,9802,5472,39,149,22,3953,0,148,0.5582534176698632,2011
95387,759,153,0,0,0,606,0,0,0.2015810276679842,2011
95388,14248,3123,186,0,1020,9864,0,55,0.2191886580572712,2011
95389,1015,815,73,0,69,58,0,0,0.8029556650246306,2011
95391,9066,2548,1199,35,2877,1632,118,364,0.2810500772115596,2011
95401,35290,18579,739,327,1911,12165,28,1293,0.5264664210824597,2011
95403,44676,27099,1132,487,2402,12150,91,1095,0.6065672844480258,2011
95404,38803,27440,714,142,1071,8319,59,1012,0.7071618173852537,2011
95405,20898,16333,252,99,935,2854,50,366,0.7815580438319456,2011
95407,39221,15693,1353,333,2253,18642,115,780,0.4001172841080033,2011
95409,26843,20799,371,192,772,4047,42,513,0.7748388779197556,2011
95410,884,824,0,0,14,31,0,15,0.9321266968325792,2011
95412,235,150,0,51,6,6,0,10,0.6382978723404256,2011
95415,1605,699,0,9,11,877,0,9,0.4355140186915888,2011
95417,123,81,0,0,4,38,0,0,0.6585365853658537,2011
95420,494,476,0,0,0,1,0,17,0.9635627530364372,2011
95421,1405,1206,14,0,22,105,2,56,0.8583629893238434,2011
95422,15403,9889,799,210,155,3630,135,585,0.6420177887424527,2011
95423,2949,2543,116,71,0,105,16,16,0.8623262122753476,2011
95425,10524,7132,15,24,385,2840,0,128,0.677689091600152,2011
95426,2287,1977,0,11,99,134,0,66,0.8644512461740271,2011
95427,266,213,0,9,0,44,0,0,0.8007518796992481,2011
95428,2458,1192,7,815,90,199,0,155,0.484947111472742,2011
95429,150,150,0,0,0,0,0,0,1.0,2011
95430,0,0,0,0,0,0,0,0,,2011
95431,435,340,22,15,2,56,0,0,0.7816091954022989,2011
95432,516,406,0,0,72,5,0,33,0.7868217054263565,2011
95435,193,193,0,0,0,0,0,0,1.0,2011
95436,5107,4181,6,0,118,637,0,95,0.8186802428039945,2011
95437,13992,10162,66,215,153,3070,11,276,0.7262721555174385,2011
95439,812,498,0,0,65,249,0,0,0.6133004926108374,2011
95441,2538,1160,7,26,29,1307,0,9,0.4570527974783294,2011
95442,3859,2941,45,3,49,494,0,327,0.762114537444934,2011
95443,219,219,0,0,0,0,0,0,1.0,2011
95444,905,576,0,0,0,329,0,0,0.63646408839779,2011
95445,1754,1307,0,1,22,416,0,8,0.7451539338654504,2011
95446,5004,4405,16,22,13,507,0,41,0.8802957633892886,2011
95448,17448,12019,145,216,96,4740,0,224,0.6888468592388812,2011
95449,1898,1035,0,255,0,540,7,61,0.5453108535300316,2011
95450,257,234,0,0,0,23,0,0,0.9105058365758756,2011
95451,11311,8739,82,141,157,2086,0,106,0.7726107329148616,2011
95452,801,653,0,0,26,93,0,29,0.815230961298377,2011
95453,11721,9085,134,277,150,1771,0,262,0.7751045132667861,2011
95454,2256,1764,14,213,13,233,0,19,0.7819148936170213,2011
95456,807,781,0,0,11,15,0,0,0.9677819083023544,2011
95457,3191,2454,20,208,52,401,0,56,0.7690379191476027,2011
95458,2493,1794,133,390,13,114,0,49,0.7196149217809867,2011
95459,444,256,0,3,0,178,0,7,0.5765765765765766,2011
95460,2698,2245,0,0,113,293,19,0,0.8320978502594515,2011
95461,3598,2460,84,53,0,782,0,219,0.6837131739855475,2011
95462,1277,1159,0,15,41,25,13,24,0.9075959279561472,2011
95463,0,0,0,0,0,0,0,0,,2011
95464,2183,1674,29,80,2,320,0,78,0.7668346312414109,2011
95465,2279,2088,0,0,0,161,0,30,0.916191311978938,2011
95466,910,380,37,0,8,440,0,45,0.4175824175824176,2011
95467,6243,4839,0,117,85,1069,0,126,0.7751081210956271,2011
95468,1282,793,0,179,4,300,0,6,0.6185647425897036,2011
95469,1890,1568,0,2,0,227,0,93,0.8296296296296296,2011
95470,5960,4809,25,323,23,506,51,223,0.8068791946308724,2011
95471,452,445,0,7,0,0,0,0,0.9845132743362832,2011
95472,29119,24433,226,255,686,2705,137,623,0.8390741440296714,2011
95476,36452,24008,110,356,1098,10253,10,555,0.6586195544826072,2011
95482,33119,20588,571,1120,697,9366,9,701,0.6216371267248407,2011
95485,2377,1857,17,61,11,362,0,69,0.7812368531762726,2011
95486,45,45,0,0,0,0,0,0,1.0,2011
95488,352,310,0,0,0,42,0,0,0.8806818181818182,2011
95490,12768,10153,8,281,209,1861,0,244,0.7951911027568922,2011
95492,28079,17571,132,321,784,8647,0,451,0.6257701485095623,2011
95493,166,156,0,0,0,10,0,0,0.9397590361445785,2011
95494,154,67,0,0,0,87,0,0,0.435064935064935,2011
95497,812,735,0,0,11,60,0,6,0.9051724137931034,2011
95501,23564,17682,437,954,936,2576,43,883,0.750381938550331,2011
95503,25003,20303,199,1056,566,2008,0,734,0.8120225572931248,2011
95511,306,293,0,0,0,0,0,13,0.9575163398692812,2011
95514,134,86,0,0,0,14,0,34,0.6417910447761194,2011
95519,18992,15893,35,771,217,1404,51,571,0.8368260320134794,2011
95521,20055,15208,463,927,541,2328,36,545,0.7583146347544253,2011
95524,2002,1723,0,92,16,159,0,7,0.8606393606393606,2011
95525,1681,1355,29,126,21,99,0,46,0.8060678167757287,2011
95526,517,402,0,6,2,65,0,15,0.7775628626692457,2011
95527,496,464,0,3,0,6,0,23,0.935483870967742,2011
95528,1071,830,0,34,0,173,0,29,0.7749766573295985,2011
95531,24605,16300,790,1037,818,4391,17,1055,0.662466978256452,2011
95536,3030,2614,0,56,3,266,0,91,0.8627062706270627,2011
95537,195,195,0,0,0,0,0,0,1.0,2011
95540,13464,10391,125,185,313,1875,0,530,0.7717617349970292,2011
95542,2105,1792,14,3,11,236,18,31,0.8513064133016627,2011
95543,652,530,5,0,0,115,0,0,0.8128834355828221,2011
95545,58,40,0,0,0,18,0,0,0.6896551724137931,2011
95546,3387,413,11,2404,316,132,0,76,0.1219368172423974,2011
95547,1108,930,15,22,52,77,0,12,0.8393501805054152,2011
95548,1685,692,89,224,50,315,12,239,0.4106824925816024,2011
95549,758,659,10,28,1,40,0,13,0.8693931398416886,2011
95550,242,220,0,0,0,22,0,0,0.9090909090909092,2011
95551,2002,1687,2,136,28,101,10,38,0.8426573426573427,2011
95552,554,507,0,7,0,7,0,9,0.9151624548736462,2011
95553,663,663,0,0,0,0,0,0,1.0,2011
95554,485,467,0,0,0,18,0,0,0.9628865979381444,2011
95555,360,292,0,19,0,27,0,22,0.8111111111111111,2011
95556,600,258,0,242,0,15,0,85,0.43,2011
95558,300,248,0,12,5,35,0,0,0.8266666666666667,2011
95559,130,130,0,0,0,0,0,0,1.0,2011
95560,1257,1041,44,5,0,131,0,0,0.8281622911694511,2011
95562,3378,2400,63,85,51,525,11,240,0.7104795737122558,2011
95563,631,476,0,75,49,0,12,19,0.7543581616481775,2011
95564,560,364,6,17,0,116,0,57,0.65,2011
95565,1150,908,72,4,0,111,0,52,0.7895652173913044,2011
95567,1619,1182,27,90,23,182,1,106,0.7300802964793082,2011
95568,118,80,5,13,1,6,0,13,0.6779661016949152,2011
95569,331,247,19,6,0,43,0,0,0.7462235649546828,2011
95570,2286,1844,1,203,30,90,5,106,0.8066491688538933,2011
95571,87,71,0,16,0,0,0,0,0.8160919540229885,2011
95573,1197,1031,0,0,0,46,0,109,0.8613199665831245,2011
95585,477,222,0,148,2,94,0,11,0.4654088050314465,2011
95587,27,27,0,0,0,0,0,0,1.0,2011
95589,1114,1060,0,0,2,42,0,10,0.9515260323159784,2011
95595,191,146,0,4,0,0,0,41,0.7643979057591623,2011
95601,213,213,0,0,0,0,0,0,1.0,2011
95602,18263,15464,47,108,408,1919,14,286,0.8467393089853803,2011
95603,28001,23400,313,163,577,2425,88,951,0.8356844398414343,2011
95604,0,0,0,0,0,0,0,0,,2011
95605,13039,6284,397,43,571,5506,11,172,0.4819387989876524,2011
95606,187,110,0,0,38,21,0,18,0.5882352941176471,2011
95607,364,319,0,0,0,45,0,0,0.8763736263736264,2011
95608,61399,45584,2839,494,3219,6713,52,2260,0.7424225150246747,2011
95610,43566,31803,1426,249,1092,7816,63,676,0.7299958683376946,2011
95612,1238,851,0,0,39,275,0,18,0.6873990306946688,2011
95614,4059,3839,38,9,37,87,0,49,0.94579945799458,2011
95615,1047,453,0,0,14,564,16,0,0.4326647564469914,2011
95616,48127,25641,839,291,12244,6391,67,2472,0.5327778585825005,2011
95618,26679,15968,441,73,5019,3753,18,1343,0.5985231830278496,2011
95619,5246,4262,4,85,39,813,0,43,0.8124285169653069,2011
95620,20272,10124,551,14,750,8068,0,610,0.4994080505130229,2011
95621,40944,30603,1062,208,1173,6438,182,997,0.7474355216881594,2011
95623,3685,3268,0,0,71,289,0,57,0.8868385345997286,2011
95624,58693,26325,5234,284,12487,10803,212,2333,0.4485202664712998,2011
95625,143,143,0,0,0,0,0,0,1.0,2011
95626,5832,4593,55,108,301,547,0,226,0.7875514403292181,2011
95627,3481,1432,14,0,57,1897,0,81,0.4113760413674232,2011
95628,39002,31232,636,121,1780,3768,46,1378,0.8007794472078354,2011
95629,1041,1001,0,0,40,0,0,0,0.9615754082612872,2011
95630,70520,46373,4662,292,9244,8054,273,1225,0.6575865002836074,2011
95631,6081,5335,0,77,97,290,0,247,0.8773228087485611,2011
95632,28909,16866,637,52,385,10287,115,439,0.5834169289840534,2011
95633,3399,2774,0,0,31,327,0,267,0.8161223889379229,2011
95634,2964,2604,3,45,0,259,0,50,0.8785425101214575,2011
95635,1250,1129,46,0,24,16,0,35,0.9032,2011
95636,923,853,0,0,8,62,0,0,0.924160346695558,2011
95637,473,216,172,0,11,55,0,19,0.4566596194503171,2011
95638,2059,1405,0,0,74,560,0,20,0.6823700825643516,2011
95639,206,55,0,0,7,144,0,0,0.2669902912621359,2011
95640,11152,7348,730,147,206,2504,3,209,0.6588952654232425,2011
95641,1674,935,9,0,115,536,0,79,0.5585424133811231,2011
95642,6330,5150,36,39,113,837,0,81,0.8135860979462876,2011
95645,1688,898,0,42,0,744,0,4,0.5319905213270142,2011
95646,123,57,0,0,4,62,0,0,0.4634146341463415,2011
95648,44892,31694,766,394,2438,8061,138,1335,0.7060055243695982,2011
95650,11596,10297,63,28,397,667,0,135,0.8879786133149362,2011
95651,460,433,0,0,8,2,0,17,0.941304347826087,2011
95652,946,280,166,0,253,231,0,16,0.2959830866807611,2011
95653,308,90,0,0,0,218,0,0,0.2922077922077922,2011
95655,4643,2046,494,33,766,782,0,328,0.4406633642041783,2011
95658,6553,5524,14,73,93,660,18,171,0.8429726842667481,2011
95659,759,445,2,0,75,225,4,8,0.5862977602108037,2011
95660,30695,15707,4278,191,1262,7722,95,1353,0.5117120052125753,2011
95661,30730,23241,358,1,2266,4226,66,572,0.7562967783924504,2011
95662,31712,26166,697,270,902,2839,46,743,0.8251135216952573,2011
95663,2738,2316,6,23,32,286,0,75,0.845872899926954,2011
95664,1032,918,0,0,47,67,0,0,0.8895348837209303,2011
95665,4971,4243,39,19,68,416,0,186,0.8535505934419634,2011
95666,5310,4757,29,211,0,178,20,115,0.8958568738229755,2011
95667,36713,30752,270,611,354,3937,0,706,0.8376324462724376,2011
95668,980,805,11,0,67,68,4,25,0.8214285714285714,2011
95669,2509,2072,0,188,6,182,16,45,0.8258270227182144,2011
95670,52757,29647,4031,384,5739,10240,56,2343,0.5619538639422257,2011
95672,5374,4377,0,0,681,181,0,135,0.814477112020841,2011
95673,14589,10064,526,72,812,2720,10,385,0.6898348070464049,2011
95674,796,578,22,0,3,180,0,13,0.7261306532663316,2011
95675,578,521,0,0,17,40,0,0,0.9013840830449829,2011
95677,23591,19072,285,335,1116,2068,41,645,0.8084438980967318,2011
95678,41215,28278,680,210,3247,7335,121,1116,0.6861094261797889,2011
95679,29,29,0,0,0,0,0,0,1.0,2011
95680,42,42,0,0,0,0,0,0,1.0,2011
95681,1444,1128,0,105,0,199,0,12,0.7811634349030471,2011
95682,28938,23449,126,60,632,3878,0,740,0.8103186122054047,2011
95683,7015,5544,396,4,286,588,57,140,0.7903064861012117,2011
95684,2918,2759,3,0,0,50,0,79,0.9455106237148732,2011
95685,4954,4113,0,194,119,511,0,17,0.8302381913605168,2011
95686,1020,396,6,3,8,602,0,5,0.388235294117647,2011
95687,65467,34861,9024,259,3292,13752,506,3379,0.5324972887103426,2011
95688,33595,21739,1049,139,2188,7323,241,737,0.6470903408245274,2011
95689,1088,1033,0,26,0,9,0,20,0.9494485294117648,2011
95690,1678,1015,0,19,223,311,14,90,0.6048867699642432,2011
95691,34310,16433,1985,373,3160,10058,145,1649,0.4789565724278636,2011
95692,5145,3254,138,66,241,1065,0,381,0.6324586977648202,2011
95693,5873,4124,75,33,380,953,55,253,0.7021964924229525,2011
95694,9764,4242,0,37,342,4850,23,250,0.4344530929946743,2011
95695,37712,20031,449,240,1128,15184,43,542,0.53115719134493,2011
95697,335,20,0,0,0,315,0,0,0.0597014925373134,2011
95698,164,34,0,0,58,72,0,0,0.2073170731707317,2011
95699,138,138,0,0,0,0,0,0,1.0,2011
95701,755,682,0,0,7,54,0,10,0.9033112582781456,2011
95703,1038,889,0,22,0,109,0,18,0.8564547206165704,2011
95709,4173,3754,7,0,14,309,0,89,0.8995926192187874,2011
95713,8855,7917,1,53,91,473,18,302,0.8940711462450592,2011
95714,354,350,0,0,0,4,0,0,0.9887005649717514,2011
95715,96,96,0,0,0,0,0,0,1.0,2011
95717,176,148,0,16,0,12,0,0,0.8409090909090909,2011
95720,72,70,0,0,0,2,0,0,0.9722222222222222,2011
95721,14,14,0,0,0,0,0,0,1.0,2011
95722,4397,3964,0,0,47,202,0,91,0.90152376620423,2011
95724,0,0,0,0,0,0,0,0,,2011
95726,9402,8282,0,90,54,722,12,242,0.8808764092746224,2011
95728,227,227,0,0,0,0,0,0,1.0,2011
95735,17,17,0,0,0,0,0,0,1.0,2011
95736,260,99,11,0,119,27,0,4,0.3807692307692307,2011
95742,7896,3257,438,0,2602,1162,29,408,0.4124873353596758,2011
95746,23220,19180,209,215,1434,1212,83,887,0.8260120585701981,2011
95747,49554,36142,948,227,4369,6337,146,1311,0.729345764216814,2011
95757,38705,10947,5416,160,12674,7152,106,1558,0.2828316754941222,2011
95758,59496,21060,6831,52,14270,12297,240,3722,0.353973376361436,2011
95762,39336,30990,711,24,3040,2738,27,1806,0.7878279438682123,2011
95765,32831,23894,572,99,3258,3794,19,1182,0.7277877615668119,2011
95776,21848,7990,240,138,2492,10435,202,324,0.3657085316733797,2011
95811,7096,3678,848,69,738,1383,5,375,0.5183201803833145,2011
95814,9155,4423,1365,47,1054,1904,47,225,0.4831239759694156,2011
95815,25727,8700,3303,196,2041,10364,69,752,0.338166128969565,2011
95816,16195,11365,729,140,776,2563,17,605,0.7017598024081506,2011
95817,13006,5381,2474,243,1037,2843,83,741,0.4137321236352452,2011
95818,20317,11700,1599,96,2804,3122,25,881,0.5758724221095635,2011
95819,16561,12458,567,195,944,1597,33,760,0.7522492603103678,2011
95820,33573,10402,3178,324,4282,13030,182,1618,0.3098323057218598,2011
95821,32860,21403,2412,203,1194,5968,115,1387,0.6513390139987827,2011
95822,41315,11902,6296,151,8537,11364,159,1631,0.2880793900520392,2011
95823,74609,12285,16805,381,16249,24826,82,2808,0.1646584192255626,2011
95824,31097,5231,2790,154,8503,13475,126,443,0.1682155834968003,2011
95825,30777,16191,3557,106,2378,6973,146,1186,0.526074666146798,2011
95826,37748,20678,4149,383,2695,7853,110,1779,0.5477906114231218,2011
95827,20223,10995,2227,168,2416,3246,31,950,0.5436878801364783,2011
95828,59409,13418,8032,465,16287,17321,233,2670,0.2258580349778653,2011
95829,25850,10149,3221,298,7321,3859,100,728,0.3926112185686654,2011
95830,856,660,5,0,96,76,0,19,0.7710280373831776,2011
95831,41345,16426,6083,59,10490,5597,84,2352,0.397291087193131,2011
95832,12556,1511,2300,62,4637,3204,93,426,0.1203408728894552,2011
95833,36997,12803,3892,172,3991,14166,297,1486,0.3460550855474768,2011
95834,23715,6730,3236,35,5831,6064,110,1291,0.283786632932743,2011
95835,35980,13388,4259,182,9827,6444,13,1410,0.3720956086714841,2011
95837,346,329,0,0,6,4,0,7,0.9508670520231214,2011
95838,35604,10225,5568,380,6415,10731,78,1865,0.2871868329401191,2011
95841,19143,12088,1869,288,807,3180,258,653,0.6314579741942224,2011
95842,31547,17643,3766,292,1786,6623,24,1364,0.5592607854946587,2011
95843,45549,26913,4543,72,4926,6028,41,2479,0.5908581966673253,2011
