zip_code,total,white,black,indigenous,asian,latino,other,multiracial,white_percent,year
90008,31900,1850,20269,29,1117,7788,98,722,0.0579937304075235,2020
90010,4108,668,249,20,2430,448,39,218,0.1626095423563778,2020
90011,110750,825,7164,145,515,101144,186,694,0.0074492099322799,2020
90012,37268,6428,5271,202,13542,10660,152,967,0.1724804121498336,2020
90013,13009,3682,3910,83,2202,2223,175,696,0.2830348220462756,2020
90014,9126,3085,2011,39,1919,1684,57,331,0.3380451457374534,2020
90015,23900,3636,1443,88,4202,13927,105,499,0.1521338912133891,2020
90016,46340,4588,12416,0,2430,25309,357,1203,0.0990073370738023,2020
90017,27832,2892,2823,0,4546,16887,21,554,0.1039091693015234,2020
90018,52444,3371,14744,13,2834,30040,209,1161,0.064278087102433,2020
90019,62816,11286,10823,64,10939,26615,967,2038,0.1796676006113092,2020
90020,39366,4384,2552,217,18341,13015,99,672,0.1113651374282375,2020
90021,3285,713,533,31,193,1746,20,49,0.2170471841704718,2020
90022,66168,1307,242,158,741,63518,96,98,0.0197527505742957,2020
90023,46517,680,507,16,297,44780,122,115,0.0146183115850119,2020
90024,52069,25783,1568,119,13686,7364,267,3196,0.4951698707484299,2020
90025,47438,25308,1602,18,10755,6540,411,2778,0.5334963531346179,2020
90026,67657,18959,2240,93,9633,34164,143,2307,0.280222297766676,2020
90027,45996,26250,1157,7,5829,11039,206,1438,0.5707018001565354,2020
90028,31385,13654,2814,99,3421,9625,243,1529,0.4350485900908077,2020
90029,36126,9054,1221,51,5890,19163,33,659,0.2506228201295465,2020
90031,39497,3152,754,46,10799,24484,11,251,0.0798035293819783,2020
90032,47857,3511,949,139,5317,37217,163,554,0.0733643981026809,2020
90033,49695,1188,878,31,2220,45089,72,194,0.0239058255357681,2020
90034,56416,21985,5648,102,10953,14769,588,2345,0.3896944129325014,2020
90035,27725,19725,1446,6,1836,3000,293,1404,0.7114517583408476,2020
90036,38111,22289,2050,40,7701,4224,359,1395,0.5848442706830049,2020
90037,67377,984,10786,107,750,53801,214,634,0.0146043902221826,2020
90038,28592,8869,1843,25,1815,14466,128,1446,0.3101916620033575,2020
90039,29966,12485,304,342,4694,10474,41,1359,0.4166388573716879,2020
90040,12363,304,85,93,112,11742,8,19,0.0245895009301949,2020
90041,29888,9291,663,63,8135,9983,243,1361,0.3108605460385439,2020
90042,60509,12733,1234,184,7802,36133,267,2139,0.2104315060569502,2020
90043,46358,2241,27816,63,652,13436,335,1685,0.0483411708874412,2020
90044,99980,1026,31085,198,543,66053,193,824,0.010262052410482,2020
90045,39795,20762,3978,103,5441,7361,146,1981,0.5217238346525945,2020
90046,49828,34402,2360,105,3158,7255,77,2435,0.6904150276952717,2020
90047,51057,957,28620,0,168,19097,209,1714,0.0187437569774957,2020
90048,21766,16160,942,16,1689,1755,14,1179,0.742442341266195,2020
90049,36610,28526,437,20,2945,3041,106,1535,0.7791860147500683,2020
90056,8058,958,5103,0,321,998,0,678,0.1188880615537354,2020
90057,49771,3413,2211,172,9269,33853,110,623,0.0685740692371059,2020
90058,3003,362,181,0,3,2395,42,11,0.1205461205461205,2020
90059,42311,450,11777,2,128,29139,83,732,0.0106355321311242,2020
90061,28755,365,8157,18,222,19267,172,546,0.0126934446183272,2020
90062,35908,880,9971,36,711,23515,392,403,0.0245070736326166,2020
90063,53846,1496,139,17,859,51202,57,42,0.0277829365226757,2020
90064,25988,15004,660,95,5316,3699,52,1116,0.5773433892565799,2020
90065,47389,12394,653,0,6758,26017,187,1380,0.2615374876026082,2020
90066,58851,29117,2866,183,8651,14913,392,2648,0.4947579480382661,2020
90067,2560,1813,53,0,500,122,34,38,0.708203125,2020
90068,21590,15833,1215,0,1102,2453,132,851,0.7333487725798981,2020
90069,20035,15398,493,10,1546,1650,114,824,0.7685550286997754,2020
90071,152,40,32,0,39,41,0,0,0.2631578947368421,2020
90073,962,429,187,0,94,214,0,38,0.4459459459459459,2020
90077,8328,6571,151,0,669,359,5,573,0.7890249759846302,2020
90079,0,0,0,0,0,0,0,0,,2020
90089,3740,1580,217,0,1193,642,8,79,0.4224598930481283,2020
90090,0,0,0,0,0,0,0,0,,2020
90094,9065,5552,251,0,1586,1031,0,645,0.612465526751241,2020
90095,0,0,0,0,0,0,0,0,,2020
90201,100512,3295,1635,152,529,94475,120,201,0.0327821553645335,2020
90210,19229,16174,264,12,931,1159,0,689,0.8411253835352852,2020
90211,9211,6226,310,0,1460,819,172,224,0.6759309521224622,2020
90212,11878,9126,160,39,1265,586,0,702,0.768311163495538,2020
90220,51042,987,15511,75,534,32792,558,550,0.0193370165745856,2020
90221,50928,433,10335,41,643,38811,108,476,0.0085021991831605,2020
90222,34547,479,8148,0,252,25439,0,209,0.0138651691897994,2020
90230,33135,12529,3059,0,4859,10631,240,1719,0.3781198128866757,2020
90232,14921,6913,807,8,3196,3221,0,776,0.463306748877421,2020
90240,26801,4458,700,0,1452,19712,15,464,0.1663370769747397,2020
90241,42759,6585,860,47,3401,31251,14,578,0.1540026661053813,2020
90242,41703,4543,1928,21,2819,31607,158,455,0.108937006929957,2020
90245,16575,10159,790,6,1645,2639,63,1273,0.6129110105580694,2020
90247,47507,2873,7672,44,11848,23853,327,875,0.0604752983770812,2020
90248,11425,944,1871,8,3800,4022,261,498,0.0826258205689278,2020
90249,26192,3587,7012,0,3880,10235,159,1036,0.1369502138057422,2020
90250,95115,11145,22850,94,6580,51406,395,2212,0.11717394732692,2020
90254,19147,14358,137,89,1167,2152,65,1179,0.7498824881182431,2020
90255,74390,931,517,94,377,72352,62,29,0.0125151230004032,2020
90260,34540,5681,2683,49,4462,20391,224,779,0.1644759698899826,2020
90262,69369,1532,6034,230,481,60625,85,206,0.0220847929190272,2020
90263,1813,831,120,0,392,355,0,106,0.4583563154991726,2020
90265,18028,13631,193,24,733,2088,99,1238,0.7561016197026847,2020
90266,35064,24985,143,71,5129,2847,74,1777,0.712554186630162,2020
90270,27127,232,81,8,123,26477,206,0,0.0085523648025952,2020
90272,21848,18220,73,19,1605,887,68,972,0.8339436103991212,2020
90274,24541,15697,682,7,5606,1568,19,962,0.6396234872254595,2020
90275,41731,20340,532,68,13521,4153,128,2879,0.4874074429081498,2020
90277,34494,22657,1139,42,3944,4433,97,2154,0.6568388705282078,2020
90278,40090,21949,1357,113,6895,6732,279,2729,0.5474931404340234,2020
90280,94905,2838,242,141,776,90487,45,192,0.0299035877983246,2020
90290,5200,4241,112,0,272,405,12,158,0.8155769230769231,2020
90291,27556,18625,1400,74,1179,5046,301,924,0.6758963565103788,2020
90292,23931,16706,1883,0,1989,1963,117,1221,0.6980903430696586,2020
90293,12915,8397,674,24,1327,1894,70,529,0.6501742160278746,2020
90301,39320,1565,11330,306,1051,23379,380,1066,0.0398016276703967,2020
90302,29367,1977,11710,36,714,13896,89,945,0.0673204617427725,2020
90303,23961,731,8845,49,341,13607,176,212,0.0305079086849463,2020
90304,26584,490,923,12,1291,23305,124,105,0.0184321396328618,2020
90305,15373,452,11631,0,361,2110,60,396,0.0294021986599882,2020
90401,7079,4940,616,9,586,592,0,336,0.6978386777793474,2020
90402,11637,8702,95,0,793,1405,144,498,0.7477872303858383,2020
90403,24359,18120,395,2,2103,2233,207,1272,0.7438729011864198,2020
90404,23107,10113,1807,94,3418,6430,79,1152,0.4376595836759424,2020
90405,27509,17585,845,75,2162,4359,404,2054,0.6392453378894181,2020
90501,42298,8348,1878,62,11058,19193,229,1440,0.1973615773795451,2020
90502,18527,2908,1221,18,6657,7118,237,357,0.156960112268581,2020
90503,44354,15343,1263,44,18614,6680,126,2120,0.3459214501510574,2020
90504,32703,8464,1130,42,13045,7922,121,1842,0.2588141760694737,2020
90505,36820,14671,950,264,13662,5253,57,1898,0.398451928299837,2020
90506,0,0,0,0,0,0,0,0,,2020
90601,30623,6091,292,255,2059,20899,443,582,0.1989027854880318,2020
90602,25426,4758,465,33,1215,18321,290,344,0.1871312829387241,2020
90603,20780,7267,226,12,1349,11514,170,242,0.349711260827719,2020
90604,40545,8666,245,177,2829,27646,271,689,0.2137378221728943,2020
90605,41162,6334,474,297,1958,30879,868,201,0.153879792041203,2020
90606,32631,3006,310,52,645,28362,34,204,0.0921209892433575,2020
90620,46228,14066,1078,68,13853,15450,98,1480,0.3042744656917885,2020
90621,35448,5030,1219,63,12843,15498,22,553,0.1418979914240577,2020
90623,15624,3619,690,12,7470,3135,9,689,0.2316308243727598,2020
90630,49378,18281,1495,50,18026,9206,278,1912,0.3702256065454251,2020
90631,68748,18624,1236,139,8827,38527,293,1095,0.2709024262524001,2020
90638,48704,15969,618,141,10095,20603,35,1215,0.3278786136662286,2020
90640,62873,4166,402,68,8137,49708,53,325,0.0662605569958487,2020
90650,104524,12276,5236,194,13579,70914,340,1346,0.1174467108032605,2020
90660,62507,3015,470,43,2205,56542,59,123,0.0482345977250547,2020
90670,16410,2087,642,38,1287,12118,73,154,0.1271785496648385,2020
90680,30807,6136,558,77,8465,14769,89,594,0.1991755120589476,2020
90701,16500,2502,769,50,6617,5933,126,431,0.1516363636363636,2020
90703,49633,6469,3944,45,29339,7104,194,2278,0.130336671166361,2020
90704,4201,2195,7,0,28,1898,0,72,0.5224946441323495,2020
90706,76339,11606,9159,129,9126,43349,348,2138,0.1520323818755813,2020
90710,28566,4853,3393,0,6558,12703,22,722,0.1698872785829307,2020
90712,30773,10888,3129,157,5384,10091,31,1074,0.3538166574594612,2020
90713,27905,12704,1268,26,3742,8086,64,1722,0.4552589141730873,2020
90715,20505,3588,1927,53,5477,8665,0,509,0.1749817117776152,2020
90716,14170,1193,322,16,1551,10962,0,126,0.0841919548341566,2020
90717,20919,7910,1203,46,3649,7253,21,759,0.3781251493857259,2020
90720,22998,13389,972,68,2789,4628,34,1068,0.582181059222541,2020
90723,53949,2911,4153,26,1877,44103,85,543,0.0539583680883797,2020
90731,60813,17386,3623,142,3206,34131,242,1998,0.2858928189696282,2020
90732,22561,10657,1112,4,2687,7542,41,461,0.472363813660742,2020
90740,24288,17381,498,55,2523,3004,27,744,0.715620882740448,2020
90742,617,538,0,0,12,67,0,0,0.8719611021069692,2020
90743,256,170,6,0,32,34,0,0,0.6640625,2020
90744,56450,2241,1384,31,1769,50202,17,591,0.0396988485385296,2020
90745,55567,4037,4109,117,19712,24364,6,2027,0.0726510338870192,2020
90746,27458,1501,16943,0,2613,4998,63,910,0.0546653070143491,2020
90747,0,0,0,0,0,0,0,0,,2020
90755,11458,3147,1313,0,2450,4183,18,324,0.2746552626985512,2020
90802,39165,14560,5764,89,3139,13575,403,1553,0.3717605004468275,2020
90803,32241,21531,949,35,2816,5291,43,1314,0.6678142737508141,2020
90804,38151,9980,4941,156,5383,16633,112,894,0.2615920945715708,2020
90805,95094,7149,17294,311,10140,57136,277,1789,0.0751782446842072,2020
90806,41280,4123,6794,136,7455,21761,48,679,0.0998788759689922,2020
90807,32699,12416,4304,0,5025,9570,180,1169,0.3797058014006544,2020
90808,39602,21751,2107,108,4253,9142,144,1990,0.5492399373769001,2020
90810,36657,1982,3321,38,8018,21058,11,1452,0.0540687999563521,2020
90813,56726,4956,6377,51,6274,37674,89,1183,0.0873673447801713,2020
90814,18714,9832,1724,32,1259,5431,0,371,0.5253820669017848,2020
90815,41854,22864,2868,210,5140,8950,57,1726,0.5462799254551536,2020
90822,133,99,16,0,4,14,0,0,0.7443609022556391,2020
90831,0,0,0,0,0,0,0,0,,2020
91001,36697,13139,8158,55,2047,11690,73,1483,0.3580401667711257,2020
91006,32526,6425,492,49,18575,5432,7,1362,0.1975342802680932,2020
91007,33827,7629,735,25,19534,4697,18,1132,0.2255299021491708,2020
91008,1079,572,10,0,336,131,0,30,0.5301204819277109,2020
91010,26516,5072,1740,69,3773,15407,74,365,0.1912807361593,2020
91011,20174,11250,135,0,5990,1985,42,772,0.5576484584118172,2020
91016,41582,13898,2420,60,5287,17936,97,1584,0.3342311577124717,2020
91020,8785,4031,91,0,1907,1816,0,887,0.45885031303358,2020
91024,10829,6712,472,8,1794,1406,73,364,0.6198171576322837,2020
91030,25478,10198,1018,47,8105,4838,78,1194,0.4002668969306853,2020
91040,20606,13088,143,37,2440,4276,80,542,0.6351548092788508,2020
91042,26617,16810,680,2,2177,6153,114,678,0.6315512642296277,2020
91046,191,162,0,0,0,5,0,0,0.8481675392670157,2020
91101,21920,8011,1045,0,5856,6252,49,675,0.3654653284671533,2020
91103,26837,5744,4321,40,2659,13365,77,631,0.2140328650743376,2020
91104,37784,14217,2668,65,3588,15104,99,1865,0.3762703789964006,2020
91105,12648,6944,561,26,2423,1958,73,663,0.5490196078431373,2020
91106,25205,8939,1708,49,5551,7626,103,1224,0.3546518547907161,2020
91107,33481,13167,1464,0,8291,9059,83,1343,0.3932678235417102,2020
91108,13175,3546,68,0,8405,916,8,207,0.269146110056926,2020
91201,22786,15360,328,131,1381,4695,8,867,0.6740981304309663,2020
91202,23399,15606,699,0,3051,3547,22,474,0.6669515791273132,2020
91203,15794,9113,283,76,2602,3102,17,548,0.5769912625047486,2020
91204,18950,9199,551,5,2559,6325,28,283,0.4854353562005277,2020
91205,37549,22593,592,0,4622,8985,116,577,0.6016937867852673,2020
91206,33781,21364,675,0,5819,4675,17,1217,0.6324265119445842,2020
91207,11318,8858,104,0,1092,901,0,363,0.7826471107969606,2020
91208,15146,10161,80,12,1783,1424,0,1686,0.6708701967516176,2020
91210,352,209,0,0,80,63,0,0,0.59375,2020
91214,31668,17240,120,13,8561,3903,50,1781,0.5443981306050272,2020
91301,26021,19327,558,5,1619,3417,254,811,0.7427462434187772,2020
91302,26961,21114,414,166,2574,1695,123,875,0.7831311894959386,2020
91303,31024,7901,802,48,3235,18235,122,678,0.2546738009283135,2020
91304,53637,18431,2340,35,8739,21938,276,1836,0.3436247366556668,2020
91306,50319,12575,2001,40,9224,24857,274,1288,0.2499056022575965,2020
91307,25794,14959,1164,47,4292,4221,122,989,0.5799410715670311,2020
91311,41811,18321,2891,86,6546,12054,150,1706,0.4381861232689962,2020
91316,30412,21220,627,6,2545,4535,64,1415,0.6977508878074444,2020
91320,44667,30347,556,0,4995,7092,85,1509,0.6794053775718092,2020
91321,34340,12463,949,87,2399,17187,41,1134,0.3629295282469423,2020
91324,30995,11081,1809,0,5849,11134,80,991,0.3575092756896273,2020
91325,34637,13164,2425,6,5500,12296,108,1119,0.3800560094696423,2020
91326,36126,14979,2866,91,11242,5421,129,1382,0.4146321209101478,2020
91330,3136,917,476,0,532,1044,8,159,0.2924107142857143,2020
91331,103683,4307,2542,248,5130,90299,382,689,0.0415400788943221,2020
91335,80937,22886,3399,166,10451,41784,466,1595,0.2827631367606904,2020
91340,37221,1293,506,185,937,34159,94,42,0.0347384540984927,2020
91342,94432,12283,3087,90,5465,71895,752,766,0.1300724330735344,2020
91343,65344,12854,2688,32,9058,39018,195,1383,0.1967127815866797,2020
91344,55694,24900,1606,82,9452,17805,523,1248,0.4470858620318167,2020
91345,18825,3390,271,7,1562,13015,157,273,0.1800796812749004,2020
91350,38611,19262,1866,71,4450,11407,153,1144,0.4988733780528865,2020
91351,30746,11483,1345,34,2014,14230,76,1560,0.3734794770051389,2020
91352,46027,9242,702,55,2272,33042,147,567,0.2007951854346362,2020
91354,33039,17362,1940,183,5530,6257,168,1294,0.5255001664699295,2020
91355,29371,17412,798,39,3300,6346,65,1399,0.5928296619114092,2020
91356,30700,20941,1781,7,1781,4405,97,1682,0.6821172638436482,2020
91360,42663,28564,557,147,2950,8941,173,1262,0.6695262874153247,2020
91361,19953,15784,386,15,1336,1690,0,742,0.7910589886232646,2020
91362,37085,25057,531,35,3490,6672,249,1037,0.6756640151004449,2020
91364,28395,18580,1903,51,2592,3914,241,1079,0.6543405529142454,2020
91367,45074,28223,2882,47,5631,6075,104,2053,0.6261481119936105,2020
91371,0,0,0,0,0,0,0,0,,2020
91377,13987,9328,131,0,2463,1233,66,753,0.6669049831986845,2020
91381,19675,8596,797,0,4815,3753,190,1524,0.4368996188055908,2020
91384,28833,12683,1591,26,2092,10840,223,1313,0.439877917663788,2020
91387,41145,16517,2147,36,4397,16266,96,1686,0.4014339530927208,2020
91390,19093,11673,425,120,1147,5182,15,531,0.6113758969255748,2020
91401,40405,17465,2215,34,2042,16826,245,1414,0.4322484840985026,2020
91402,70702,7265,2428,73,10531,49797,182,420,0.1027552261605046,2020
91403,25837,17570,1363,3,2064,3343,266,1228,0.6800325115144947,2020
91405,56821,13679,2343,82,4762,34612,323,1004,0.2407384593724151,2020
91406,54309,14558,2641,80,3890,31012,293,1817,0.2680587011360916,2020
91411,24893,8694,1618,0,1644,12278,42,617,0.3492548105893223,2020
91423,32968,23378,1776,15,1611,4191,91,1906,0.7091118660519291,2020
91436,16737,13930,240,12,913,1026,35,547,0.8322877457130907,2020
91501,19459,13411,423,37,1230,3143,690,525,0.6891926614933964,2020
91502,11218,5150,338,88,1959,3207,133,343,0.4590836156177572,2020
91504,27975,14687,1303,120,3173,6598,928,1134,0.5250044682752457,2020
91505,31139,16512,929,60,3720,7883,111,1902,0.530267510196217,2020
91506,17864,9634,321,126,2477,4593,64,633,0.5392969099865652,2020
91601,35312,15940,2676,40,3164,12052,146,1240,0.4514046216583597,2020
91602,20339,12777,834,40,2016,3681,32,919,0.628201976498353,2020
91604,34021,24235,1332,64,2530,3914,92,1787,0.7123541342112225,2020
91605,52345,14723,1372,0,4645,30885,86,634,0.2812685070207278,2020
91606,45003,16116,1933,13,1985,23695,45,1040,0.3581094593693754,2020
91607,31039,18635,2217,35,2261,6502,96,1287,0.6003737233802635,2020
91608,18,0,0,0,0,18,0,0,0.0,2020
91701,39954,18194,1915,40,4278,13982,82,1463,0.4553736797316914,2020
91702,61464,9913,1828,68,7406,40741,79,1329,0.1612814004945984,2020
91706,76581,2465,856,194,16399,56027,100,199,0.0321881406615217,2020
91708,4880,1480,1205,27,652,1179,0,337,0.3032786885245901,2020
91709,82800,23680,2940,206,30477,22740,86,2631,0.2859903381642512,2020
91710,90481,20499,4501,151,12532,49940,73,2233,0.2265558515047358,2020
91711,36217,18255,1687,76,5408,8579,223,1971,0.504045061711351,2020
91722,34951,5659,1085,49,4580,22651,116,761,0.1619123916340019,2020
91723,17664,3550,653,15,1472,11709,26,239,0.2009737318840579,2020
91724,27510,6321,1394,77,4278,14655,38,652,0.2297709923664122,2020
91730,74843,20296,9653,270,10310,30797,793,2489,0.2711810055716633,2020
91731,30313,1453,99,33,8454,19821,29,91,0.0479332299673407,2020
91732,61075,2144,462,196,19366,38297,108,298,0.0351043798608268,2020
91733,44908,1060,228,219,9867,32794,59,359,0.0236038122383539,2020
91737,24064,10647,1689,24,2673,8098,16,890,0.4424451462765957,2020
91739,39355,12850,3782,34,7380,13641,67,1582,0.3265150552661669,2020
91740,26099,9948,602,180,2860,11487,73,884,0.3811640292731522,2020
91741,26071,14350,273,0,3263,7231,58,843,0.5504200069042231,2020
91744,83396,3917,1189,379,11267,65808,171,511,0.0469686795529761,2020
91745,55394,6843,645,130,22271,24477,210,771,0.1235332346463515,2020
91746,29876,882,503,27,3470,24872,17,56,0.0295220243673851,2020
91748,46634,3108,575,166,29934,11926,112,606,0.0666466526568598,2020
91750,34468,15628,1450,53,3443,13041,60,784,0.4534060577927353,2020
91752,36087,8424,1710,18,2867,22147,22,826,0.2334358633302851,2020
91754,33343,1782,167,57,20383,10471,17,431,0.0534445010946825,2020
91755,27254,1236,76,90,19271,6135,95,184,0.0453511411169002,2020
91759,351,295,3,2,0,51,0,0,0.8404558404558404,2020
91761,60827,10330,3207,113,3728,42156,74,995,0.1698258996827067,2020
91762,63819,9909,2689,214,3934,45505,69,1482,0.1552672401635876,2020
91763,39557,4606,1667,160,4442,27724,121,718,0.1164395682180145,2020
91764,57265,7426,3680,395,3168,40127,157,2103,0.1296778136732733,2020
91765,46248,7791,1925,51,26804,8003,222,1395,0.1684613388687078,2020
91766,71189,5488,3356,91,9127,52101,167,848,0.0770905617440896,2020
91767,50493,6824,3459,99,4384,34637,218,862,0.1351474461806587,2020
91768,35634,4795,1709,83,2675,25817,28,491,0.1345624964921142,2020
91770,63177,2646,197,227,40912,18511,40,551,0.041882330594995,2020
91773,33703,15106,675,6,5156,11283,88,1177,0.4482093582173693,2020
91775,24517,5256,294,26,12706,5575,64,590,0.2143818574866419,2020
91776,38675,2860,180,26,24643,10103,173,636,0.0739495798319327,2020
91780,34854,4765,154,106,22287,6685,5,737,0.1367131462672864,2020
91784,26296,13063,1068,118,3361,7397,26,1263,0.4967675692120474,2020
91786,54165,17424,3661,85,3536,27367,217,1757,0.3216837441152035,2020
91789,43531,4083,1449,51,27842,8965,68,978,0.0937952263903884,2020
91790,44601,5156,1228,97,9629,27204,168,818,0.1156027891751306,2020
91791,33314,4698,1228,185,9216,17158,203,613,0.141021792639731,2020
91792,29806,1657,2503,25,12836,12136,42,557,0.0555928336576528,2020
91801,54161,5086,1422,296,28448,17607,102,965,0.0939052085448939,2020
91803,30093,2385,445,59,14946,11849,17,377,0.0792543116339348,2020
91901,17896,13723,251,209,667,2471,0,546,0.76681940098346,2020
91902,17760,6363,432,0,2736,7630,34,529,0.358277027027027,2020
91905,1665,1087,18,150,3,298,5,99,0.6528528528528529,2020
91906,4327,2321,86,210,8,1637,0,65,0.5363993529003929,2020
91910,74233,17010,2550,68,6825,45411,198,1878,0.2291433728934571,2020
91911,88593,11555,3677,99,7855,63863,33,1133,0.1304279119117763,2020
91913,51054,6666,3537,12,12158,26729,254,1633,0.1305676342695969,2020
91914,16889,3039,746,7,3221,8804,105,881,0.179939605660489,2020
91915,33991,5871,1529,0,8527,15675,32,2236,0.1727221911682504,2020
91916,1775,1448,7,28,0,227,8,57,0.8157746478873239,2020
91917,1048,213,15,0,144,404,0,45,0.2032442748091603,2020
91931,530,530,0,0,0,0,0,0,1.0,2020
91932,26323,8548,1360,133,1714,13542,0,1026,0.3247350226038065,2020
91934,785,289,0,34,0,381,0,81,0.3681528662420382,2020
91935,9270,6528,157,0,189,2291,0,105,0.7042071197411003,2020
91941,33126,19017,2700,23,1596,8065,77,1581,0.5740807824669444,2020
91942,40714,23245,2503,35,3136,9589,26,2004,0.5709338311146043,2020
91945,26923,7457,4360,47,1928,11532,17,1438,0.2769750770716487,2020
91948,115,115,0,0,0,0,0,0,1.0,2020
91950,62783,8129,2853,104,10538,39483,80,1293,0.1294777248618256,2020
91962,2652,1822,13,7,10,721,0,79,0.6870286576168929,2020
91963,479,230,0,0,0,249,0,0,0.4801670146137787,2020
91977,63267,18620,7862,145,5109,28357,43,2919,0.294308249166232,2020
91978,10949,4793,1427,36,693,3270,0,715,0.4377568727737693,2020
91980,0,0,0,0,0,0,0,0,,2020
92003,5123,3261,103,0,48,1558,0,153,0.6365410892055436,2020
92004,2284,1634,35,0,1,607,0,7,0.7154115586690017,2020
92007,11973,8761,54,0,301,2563,37,257,0.7317297252150672,2020
92008,27119,18902,160,43,977,5476,38,1523,0.6970021018474133,2020
92009,46849,35321,387,60,3827,5392,0,1795,0.7539328480864053,2020
92010,15600,9332,458,115,2752,2086,42,815,0.5982051282051282,2020
92011,24843,15776,132,24,2452,4802,159,1344,0.6350279756873164,2020
92014,13133,10883,157,0,807,791,0,461,0.8286758547171248,2020
92019,44397,30748,1067,93,1077,8756,207,2360,0.6925693177466946,2020
92020,57796,34938,2856,74,2521,14951,243,2116,0.6045055021108727,2020
92021,71183,41907,3673,242,2639,18709,151,3430,0.5887220263265105,2020
92024,50994,39345,158,53,2049,7449,22,1876,0.7715613601600189,2020
92025,52276,17231,1243,217,1947,29519,87,1954,0.3296158849185094,2020
92026,50461,23347,657,465,4158,19962,4,1661,0.4626741443887358,2020
92027,57225,19571,1199,0,3320,30926,0,1986,0.342000873743993,2020
92028,48736,25324,657,189,1227,19913,145,1186,0.5196158896913986,2020
92029,19361,11786,332,21,1401,4615,62,1064,0.608749548060534,2020
92036,2619,2055,98,2,2,347,0,115,0.7846506300114547,2020
92037,38261,27366,615,0,4323,4080,43,1810,0.715245288936515,2020
92040,45392,31800,684,746,1001,9422,39,1544,0.7005639760310187,2020
92054,40709,19783,1661,263,1550,15812,107,1248,0.4859613353312535,2020
92055,12783,7951,1115,171,494,2779,58,145,0.6219979660486584,2020
92056,53124,27617,1296,296,3914,17209,122,2449,0.5198591973495972,2020
92057,59190,23975,3561,101,5078,23401,42,2969,0.4050515289744889,2020
92058,47011,20639,3311,141,2074,18520,177,1681,0.4390249090638361,2020
92059,1578,274,17,536,48,665,0,20,0.173637515842839,2020
92060,457,381,0,0,0,0,0,76,0.8336980306345733,2020
92061,2273,646,11,735,32,843,0,6,0.2842058952925649,2020
92064,49768,31764,891,43,6061,8080,150,2465,0.6382414402829127,2020
92065,36460,23435,335,100,787,10551,65,1184,0.6427591881513988,2020
92066,350,334,10,0,0,6,0,0,0.9542857142857144,2020
92067,8968,6540,0,0,302,1668,0,458,0.7292595896520964,2020
92069,48048,17716,780,255,5208,22105,152,1751,0.3687146187146187,2020
92070,892,347,1,330,2,196,0,16,0.3890134529147982,2020
92071,57207,38604,1105,262,2571,11237,28,3283,0.6748125229429965,2020
92075,12691,8967,123,11,823,1907,0,860,0.7065637065637066,2020
92078,52810,28464,1045,235,4935,15790,49,2218,0.5389888278735088,2020
92081,30434,17273,1056,25,1551,9144,111,1252,0.5675560228691595,2020
92082,19636,10288,335,943,505,6633,156,759,0.5239356284375637,2020
92083,39276,10816,1172,64,1892,23674,21,1029,0.2753844587025155,2020
92084,50306,21296,1188,251,1099,24217,81,1652,0.4233292251421301,2020
92086,1259,883,25,126,48,168,0,9,0.7013502779984114,2020
92091,1311,896,0,0,269,18,0,128,0.6834477498093059,2020
92101,42423,24501,3134,186,3958,8721,54,1420,0.577540485114207,2020
92102,42413,10753,3703,120,2923,23772,68,999,0.2535307570791974,2020
92103,34246,23296,881,36,2453,6273,60,1197,0.6802546282777551,2020
92104,45601,23558,2967,113,2730,13873,32,2102,0.516611477818469,2020
92105,75990,10006,9717,22,13452,39848,125,2680,0.1316752204237399,2020
92106,20592,15031,464,20,992,2844,89,898,0.7299436674436675,2020
92107,31667,23461,889,209,893,4726,37,1313,0.7408658856222566,2020
92108,21013,11105,1450,28,2129,5219,28,1054,0.528482368057869,2020
92109,46777,34861,739,68,1776,7186,85,1836,0.7452594223656925,2020
92110,30047,18815,1400,83,2073,5850,20,1671,0.626185642493427,2020
92111,49874,21112,1688,100,9317,15803,167,1608,0.423306732967077,2020
92113,58231,5620,5984,53,2240,43416,52,748,0.0965121670587831,2020
92114,69858,6753,12837,201,15943,31132,74,2492,0.0966675255518337,2020
92115,63755,25921,6868,289,9186,18637,160,2301,0.4065720335659948,2020
92116,32361,17520,1565,52,1946,9964,55,1227,0.5413924167979975,2020
92117,58651,34461,1582,71,5923,14531,117,1897,0.5875603144021415,2020
92118,23426,17230,732,80,666,3944,48,709,0.7355075557073337,2020
92119,24915,17207,744,59,1868,3794,116,1063,0.6906281356612483,2020
92120,29764,19453,1476,47,1865,5457,215,1222,0.6535747883349012,2020
92121,4668,2417,43,0,1399,492,0,317,0.5177806341045416,2020
92122,47842,23549,723,184,15153,6183,428,1589,0.4922244053342252,2020
92123,34103,15851,2850,111,6268,7522,199,1264,0.4647978183737501,2020
92124,32754,18331,2111,51,4174,5949,78,1999,0.5596568358063138,2020
92126,83257,21529,3275,199,39598,13721,418,4112,0.2585848637351814,2020
92127,50092,24796,426,210,17572,3463,0,3625,0.4950091831030903,2020
92128,52225,29559,1487,14,12061,5878,266,2727,0.5659932982288176,2020
92129,56608,26439,1264,172,18347,6886,94,3172,0.467054126625212,2020
92130,56741,30673,537,213,17615,4443,251,2938,0.5405791226802489,2020
92131,34922,18440,668,24,9870,3437,102,2360,0.5280339041292023,2020
92132,0,0,0,0,0,0,0,0,,2020
