zip_code,total,white,black,indigenous,asian,latino,other,multiracial,white_percent
90732,22408,11412,922,11,2369,6741,36,849,0.5092823991431632
90740,24443,17713,331,26,2453,3011,52,817,0.7246655484187702
90742,705,582,0,23,37,52,0,11,0.825531914893617
90743,248,213,6,0,0,20,0,0,0.8588709677419355
90744,56779,2893,1084,132,1439,50746,17,421,0.05095193645537963
90745,57219,4166,4341,82,21080,24944,18,1277,0.07280798336216991
90746,26852,1883,16110,73,2012,4972,115,1573,0.07012513034410844
90747,0,0,0,0,0,0,0,0,
90755,11581,3724,1221,18,2996,3319,0,230,0.32156117779120974
90802,40226,14235,6209,179,3578,14558,58,1076,0.35387560284393177
90803,32116,22051,1318,24,2489,5157,19,970,0.6866048075725495
90804,40225,10135,4608,85,6049,18145,33,1055,0.2519577377252952
90805,96069,7727,18110,418,10043,56588,262,1560,0.08043177299649211
90806,42587,3783,6569,204,8558,22335,32,676,0.08882992462488552
90807,32395,12048,4816,113,5075,8718,142,1292,0.3719092452538972
90808,38487,21451,2185,223,3651,9215,84,1602,0.5573570296463741
90810,38769,2211,4867,47,8784,19765,146,1310,0.05703010136965101
90813,60935,4468,6455,60,8090,40169,51,1425,0.07332403380651514
90814,18175,9913,1691,42,1416,4396,14,690,0.5454195323246217
90815,40359,23545,2142,196,4995,7832,38,1557,0.5833890829802523
90822,143,55,18,0,18,14,0,38,0.38461538461538464
90831,0,0,0,0,0,0,0,0,
91001,37528,12982,9452,10,1992,11144,217,1680,0.3459283734811341
91006,33200,7552,305,75,19692,4471,21,992,0.2274698795180723
91007,34357,7616,561,121,21094,3989,131,817,0.22167243938644235
91008,1191,582,26,13,439,118,0,13,0.48866498740554154
91010,26265,5326,1918,53,4105,14211,76,561,0.2027793641728536
91011,20499,11747,39,0,6167,1779,76,691,0.5730523440167813
91016,42013,15122,1950,37,5740,17724,96,1261,0.359936210220646
91020,8551,3797,163,0,1806,2480,0,284,0.4440416325575956
91024,11061,7370,129,17,1230,1797,153,339,0.6663050357110568
91030,25940,10847,762,56,7529,5234,116,1376,0.4181572860447186
91040,20175,13134,347,18,1818,4311,153,394,0.6510037174721189
91042,26767,15598,452,67,1763,8031,40,674,0.5827324690850675
91046,160,104,0,0,33,0,0,0,0.65
91101,20719,8490,1382,11,4673,5570,92,465,0.4097688112360635
91103,28435,5487,4932,66,2126,15225,63,536,0.19296641462985756
91104,39178,15253,4104,2,3746,14778,150,1050,0.38932564194190616
91105,11907,6752,759,3,2114,1810,113,356,0.5670613924582178
91106,25479,9994,1444,45,5589,7403,81,889,0.39224459358687547
91107,32199,13393,1700,38,7720,8137,167,1024,0.41594459455262583
91108,13769,4678,174,0,7180,1340,10,346,0.3397487108722493
91201,23466,15700,461,89,2143,4595,27,425,0.6690530980993779
91202,23182,15258,434,18,3283,3433,42,714,0.6581830730739366
91203,14393,8631,225,0,2675,2514,0,348,0.5996665045508233
91204,18318,8542,592,9,2873,5931,0,371,0.4663172835462387
91205,37514,21946,686,0,4724,9355,72,694,0.5850082635815962
91206,34938,22153,486,18,6294,4795,44,1105,0.6340660598774973
91207,10288,7972,49,0,895,844,48,480,0.7748833592534993
91208,17128,11563,47,115,2764,2003,0,636,0.6750934142923868
91210,835,625,9,0,153,40,0,8,0.7485029940119761
91214,30991,17079,54,25,8901,3807,18,1091,0.5510954793327095
91301,26028,19662,746,0,2126,2804,51,610,0.7554172429691102
91302,26500,20479,168,62,2488,2071,51,1173,0.7727924528301887
91303,30380,5619,1053,67,3367,19715,132,425,0.18495720868992757
91304,53627,18739,2539,40,7847,23009,210,1196,0.3494321890092677
91306,49551,12137,1681,116,8414,25813,240,1045,0.24493955722387037
91307,27233,16917,881,249,4256,4058,33,836,0.6211948738662652
91311,40064,19112,1675,104,6416,11194,319,1205,0.4770367412140575
91316,30888,21722,1058,12,2521,4244,12,1319,0.7032504532504532
91320,45852,30980,425,36,5429,7639,27,1276,0.6756520980546105
91321,34510,13500,1274,107,2575,16002,29,1000,0.3911909591422776
91324,30101,11858,1736,3,5011,10821,63,570,0.39394040065114116
91325,34240,13057,2278,28,5858,11956,66,936,0.3813376168224299
91326,36804,16919,1076,162,11866,5386,29,1227,0.4597054667970873
91330,3306,921,453,0,614,1159,5,135,0.27858439201451907
91331,105696,4626,3059,88,5410,91825,304,372,0.043767029972752045
91335,79687,24498,3329,133,8996,40831,331,1531,0.3074278113117572
91340,35771,1459,793,98,362,32983,13,18,0.040787229878952225
91342,96177,12889,3633,278,4896,73220,175,1067,0.13401332959023468
91343,65964,12211,2360,45,9374,40323,221,1236,0.185116123946395
91344,53453,23563,2043,72,8726,17083,69,1821,0.4408171664827044
91345,19022,3621,348,43,1902,12867,57,184,0.19035853222584376
91350,37149,19792,1149,112,3765,10682,97,1546,0.5327734259334033
91351,32661,12962,1073,140,2778,14587,36,1083,0.3968647622546768
91352,47934,8762,547,66,2783,35275,76,406,0.18279300705136228
91354,31027,17226,1548,119,5333,5294,17,1408,0.5551938634092887
91355,31645,18771,893,19,3908,6569,92,1363,0.5931742771369884
