zip_code,total,white,black,indigenous,asian,latino,other,multiracial,white_percent
90095,0,0,0,0,0,0,0,0,
90201,102786,3570,766,104,822,97264,25,89,0.03473235654661141
90210,20957,17079,250,8,2020,976,118,506,0.8149544305005487
90211,8129,6178,129,9,912,607,0,285,0.759995079345553
90212,12915,10110,107,12,933,848,26,879,0.7828106852497096
90220,51271,1484,19067,60,665,29294,106,341,0.028944237483177624
90221,53922,588,10950,30,458,41464,0,379,0.010904640035606988
90222,32195,294,8729,140,151,22462,133,185,0.009131852772169591
90230,32692,12610,2708,23,5164,10800,304,1061,0.38572127737672823
90232,14810,7294,954,2,2363,3548,0,649,0.4925050641458474
90240,26426,3967,572,15,2248,19367,46,211,0.15011730871111784
90241,44815,6272,1052,28,2865,34013,116,439,0.1399531406895013
90242,41982,6375,2415,35,2591,30068,64,262,0.15185079319708447
90245,16901,11275,275,22,1259,3074,15,953,0.6671202887403113
90247,47706,3192,9061,59,11735,22540,210,841,0.06690982266381587
90248,10592,989,1712,17,3313,4324,40,174,0.09337235649546828
90249,26795,3486,7561,41,4245,9916,358,733,0.1300988990483299
90250,96987,10488,20416,85,6534,54079,411,4193,0.10813820408920784
90254,19726,16127,262,171,927,1562,103,574,0.8175504410422793
90255,75770,1142,244,65,573,73418,38,91,0.01507192820377458
90260,35569,6132,2807,41,4128,20918,139,946,0.1723973122662993
90262,71197,1647,6070,57,498,62637,62,98,0.023132997176847338
90263,1887,791,73,14,563,329,9,108,0.41918388977212506
90265,18394,14722,347,57,869,1652,5,735,0.800369685767098
90266,35573,26819,312,237,3392,2934,185,1687,0.7539144857054507
90270,27575,413,103,11,27,26997,12,12,0.014977334542157751
90272,23151,19326,283,28,1199,1077,8,1228,0.8347803550602566
90274,25503,15898,386,53,5951,2011,71,1124,0.6233776418460574
90275,42545,23033,916,18,11736,4241,179,2028,0.5413797155952521
90277,35204,25065,609,61,3249,4913,186,1110,0.7119929553459834
90278,40582,23085,1466,101,5847,7138,271,2656,0.5688482578483072
90280,95219,2943,690,0,470,90790,30,188,0.030907696993247146
90290,5974,5287,47,17,199,273,31,120,0.8850016739203214
90291,27277,18291,1393,36,1123,5308,45,1065,0.6705649448253107
90292,22482,16404,1444,0,1746,1835,378,576,0.7296503869762476
90293,12649,7920,643,35,1470,1831,91,659,0.626136453474583
90301,36429,1212,11050,59,433,22777,210,688,0.03327019682121387
90302,31064,1845,14620,25,349,13343,131,596,0.059393510172547
90303,25134,551,8660,5,255,14947,39,626,0.021922495424524548
90304,27008,765,936,7,617,24573,88,22,0.028324940758293837
90305,15777,440,12196,12,185,2413,114,308,0.027888698738670215
90401,7621,4747,548,12,741,1197,0,376,0.6228841359401653
90402,11410,9285,88,0,901,761,21,354,0.8137598597721297
90403,24539,18540,498,27,2278,2268,10,842,0.7555320102693671
90404,22201,10757,1503,14,2681,6305,45,881,0.4845277239763975
90405,28861,18812,1021,25,2682,4638,72,1611,0.6518138664633935
90501,43405,10489,2485,139,10227,18249,195,1333,0.24165418730560995
90502,17855,2617,1583,13,6176,6914,39,466,0.14656958835060208
90503,44562,18502,1188,111,17048,5074,156,2098,0.41519680445222384
90504,33609,9063,1003,78,12951,8402,127,1892,0.26965991252343124
90505,37242,17218,773,50,12710,4696,76,1611,0.46232747972718974
90506,0,0,0,0,0,0,0,0,
90601,34169,5925,327,65,2166,25305,83,298,0.17340279200444847
90602,26778,4589,379,46,1030,20462,60,179,0.17137202180894764
90603,20325,7684,186,0,897,11060,25,441,0.37805658056580566
90604,41371,9693,276,92,2138,28186,338,621,0.23429455415629305
90605,41305,6548,332,108,1639,31686,387,573,0.1585280232417383
90606,32499,2849,273,301,729,28166,4,147,0.0876642358226407
90620,46550,15194,818,55,13323,15350,62,1351,0.3264017185821697
90621,35168,5702,1538,181,10277,17078,0,248,0.16213603275705188
90623,15886,4290,918,107,7329,2665,0,443,0.2700490998363339
90630,49093,19963,2103,139,15477,9509,184,1590,0.40663638400586644
90631,68971,20790,618,162,8261,38027,105,969,0.3014310362326195
90638,49876,16997,956,55,9688,20666,80,1368,0.3407851471649691
90640,63461,5389,762,289,8080,48336,40,526,0.08491829627645325
90650,106360,12070,4191,412,13947,74182,305,916,0.1134825122226401
90660,63684,3440,453,250,1636,57673,22,196,0.05401670749324791
90670,16266,1408,571,51,1169,12796,198,73,0.08656092462805853
90680,30373,6041,701,210,7534,15296,10,539,0.19889375432127218
90701,16842,3357,408,0,6254,6372,35,388,0.1993231207695048
90703,50442,7751,4062,99,30192,6849,136,1280,0.15366163118036558
90704,3912,1156,8,8,11,2672,0,57,0.2955010224948875
90706,77687,12748,10109,140,9993,43069,276,1282,0.1640943787248832
90710,27914,5318,3513,8,5216,12226,12,1078,0.1905137207136204
90712,31722,11468,2912,90,4779,10412,209,1154,0.36151566736019164
90713,28833,14798,1064,25,3353,8148,38,884,0.5132313668366109
90715,20064,3540,1506,54,5974,8323,75,483,0.17643540669856458
90716,14383,923,687,14,1829,10807,40,83,0.06417298199263019
90717,21658,9280,817,22,3190,7216,78,1020,0.4284790839412688
90720,22413,13731,491,49,2742,4058,24,1259,0.6126355240262348
90723,54941,2634,5096,133,1406,44817,60,412,0.04794233814455507
90731,61046,18019,4672,56,2631,33079,170,2188,0.295170854765259
90732,21763,11560,655,30,2126,6274,51,1036,0.5311767679088361
90740,24296,18025,257,26,2142,3157,54,627,0.7418916694106026
90742,627,512,0,23,34,48,0,10,0.8165869218500797
90743,368,241,5,0,0,87,0,23,0.654891304347826
90744,57432,2662,824,165,1213,51949,16,408,0.04635046663880763
90745,57785,4596,3940,133,20350,25519,33,1922,0.07953621181967639
90746,26584,1591,14994,100,2073,5913,59,1479,0.059848028889557627
90747,0,0,0,0,0,0,0,0,
90755,11491,3000,1287,25,2428,4336,0,345,0.26107388390914626
90802,39873,13814,6339,177,3504,14808,44,883,0.34644997868231636
90803,31680,22181,1184,24,2062,5140,19,989,0.7001578282828282
90804,40751,10797,4820,44,4852,19058,21,1056,0.2649505533606537
90805,95808,7784,18788,337,10424,55387,328,1588,0.08124582498329994
90806,42312,3556,7208,283,7885,21824,29,1132,0.08404235205142749
90807,33217,11380,5244,96,5788,8777,131,1593,0.34259565884938437
90808,38637,21617,1933,228,3521,9505,89,1689,0.5594896084064498
90810,37422,2160,4462,166,8474,18655,189,1495,0.05772005772005772
90813,60997,3982,6380,28,8789,39537,38,2034,0.06528189910979229
90814,18760,10419,1516,53,1316,4825,16,600,0.5553837953091685
90815,39822,24018,1564,175,4635,7551,27,1707,0.6031339460599668
90822,148,47,19,0,20,23,0,39,0.31756756756756754
90831,0,0,0,0,0,0,0,0,
91001,37699,13008,9236,13,2308,10999,236,1894,0.3450489402901934
91006,32106,7716,316,90,17862,4978,28,1016,0.2403289104840217
91007,34619,8095,770,108,20852,3771,137,795,0.23383113319275542
91008,1203,662,29,13,329,151,0,19,0.5502909393183707
91010,26000,5383,2133,66,4190,13521,29,678,0.20703846153846153
91011,20679,12025,69,0,5966,1874,53,692,0.5815078098554088
91016,41901,15818,2718,50,5547,16179,90,1419,0.3775088900026252
91020,8448,4226,152,0,1837,1931,0,287,0.5002367424242424
91024,11067,7693,122,6,1199,1697,59,260,0.6951296647691335
91030,25905,10923,661,14,7614,5124,149,1386,0.42165605095541403
91040,19587,12406,354,19,1613,4625,89,481,0.633379282176954
91042,27164,15765,550,76,1876,7765,117,761,0.5803637166838462
91046,125,96,0,0,29,0,0,0,0.768
91101,20761,8466,1619,11,4499,5491,66,584,0.4077838254419344
91103,28124,5327,5346,36,1863,14999,81,441,0.1894111790641445
91104,38725,15922,3852,3,3790,13974,129,910,0.4111555842479019
91105,11728,6729,696,5,2006,1853,114,325,0.5737551159618008
91106,24875,9949,1447,28,5339,7001,140,948,0.39995979899497486
91107,32027,13346,1858,34,7617,8010,104,1050,0.41671090017797485
91108,13675,4658,167,0,7317,1193,9,308,0.3406215722120658
91201,23510,15683,334,18,2225,4669,18,551,0.6670778392173543
91202,23219,15483,387,75,3075,3392,43,764,0.6668245833153883
91203,14051,8245,126,0,2753,2480,0,447,0.5867909757312647
91204,17681,7714,531,8,3051,6073,0,304,0.4362875402974945
91205,37664,21487,778,6,5131,9427,106,700,0.5704917162276976
91206,34247,21814,351,18,5838,5056,18,1094,0.6369609016848191
91207,10071,7834,7,14,881,758,74,503,0.777877072783239
91208,17180,11769,37,122,3105,1684,0,463,0.6850407450523865
91210,886,667,8,0,144,59,0,8,0.7528216704288939
91214,30935,17079,120,101,9061,3520,35,1003,0.5520930984321966
91301,26007,19900,509,16,1570,3307,90,590,0.7651786057599878
91302,25906,19903,467,24,2644,1675,47,1136,0.768277619084382
91303,29668,5677,1308,33,3226,18868,39,468,0.1913509505190778
91304,52846,19240,2171,69,7469,22172,175,1507,0.3640767513151421
91306,49043,11926,1543,140,8126,25912,209,1129,0.2431743571967457
91307,26703,16666,817,235,3930,4038,34,980,0.6241246301913642
91311,38479,19091,1474,87,6898,9313,305,1253,0.49614075209854724
91316,29485,20587,1060,10,2359,4325,13,1131,0.6982194336103104
91320,45502,30123,419,27,5249,8415,7,1202,0.6620148564898246
91321,34664,13604,868,38,2708,16511,51,876,0.3924532656358181
91324,29689,11264,2218,2,4916,10580,60,610,0.37939977769544275
91325,33558,13544,2629,58,5345,10870,39,1011,0.4035997377674474
91326,36168,17238,1189,164,11637,4557,65,1167,0.4766091572660916
91330,3328,1022,402,0,629,1129,5,122,0.30709134615384615
91331,101536,4364,3204,121,5389,87635,315,508,0.0429798298140561
91335,80161,24137,3391,59,8922,41565,321,1598,0.30110652312221653
91340,35681,1537,765,136,331,32641,23,68,0.04307614696897508
91342,95222,12291,3446,340,5182,72845,166,900,0.12907731406607717
91343,64323,12837,2475,42,8388,38924,295,1197,0.19957091553565598
91344,53290,23573,2120,75,8321,17110,60,1952,0.4423531619440796
91345,18763,3335,308,58,1788,13005,102,167,0.1777434312210201
91350,37400,20549,1180,65,3504,10278,18,1802,0.5494385026737968
91351,33247,13496,871,115,2716,14952,63,1031,0.40593136222817094
91352,47079,8864,652,48,2769,34164,51,500,0.18827927526073196
91354,30058,16612,1806,0,5227,5081,67,1193,0.5526648479606094
91355,33129,19510,711,53,4200,6941,86,1503,0.5889100184128709
91356,29728,20362,1050,17,1848,5158,150,1143,0.6849434876210979
91360,43222,28662,332,109,3434,9410,21,1208,0.6631345148304104
91361,20808,16625,228,44,1172,2117,0,622,0.7989715494040753
91362,35862,25141,416,69,3351,5762,31,1062,0.7010484635547376
91364,27607,19159,1474,44,1891,3827,17,1195,0.6939906545441373
91367,42319,27830,1724,153,5852,4902,308,1537,0.657624234977197
91371,0,0,0,0,0,0,0,0,
91377,14885,11038,168,7,2019,1039,10,604,0.7415518978837756
91381,20790,11692,554,0,4461,3147,8,928,0.5623857623857624
91384,29676,13397,1626,15,1939,11238,42,1338,0.45144224288987733
91387,44106,17952,2837,61,5016,16376,66,1777,0.4070194531356278
91390,20546,13203,361,44,1581,4074,14,1237,0.6426068334468996
91401,41019,17201,2005,36,2282,18366,215,912,0.4193422560276945
91402,71765,5539,1725,88,11201,52641,46,475,0.07718247056364523
91403,24579,18027,1431,53,1786,2266,65,935,0.7334309776638593
91405,54356,13064,1970,63,4225,34059,223,690,0.24034145264552212
91406,55385,15275,2597,104,4510,31543,433,904,0.27579669585627875
91411,25290,9039,1082,22,1917,12613,99,518,0.35741399762752074
91423,34140,24170,1799,29,2293,4249,31,1509,0.70796719390744
91436,14353,12188,161,13,1165,649,19,139,0.8491604542604334
91501,20110,13719,487,97,1851,2854,154,948,0.6821979114868225
91502,12080,5453,438,0,1114,4615,232,228,0.4514072847682119
91504,26833,14452,529,40,4379,6316,407,700,0.5385905414974099
91505,30985,17375,880,78,2951,8257,188,1230,0.5607552041310312
91506,18125,10299,73,49,1934,4988,180,580,0.5682206896551724
91601,39318,16363,2863,109,3096,15269,224,1301,0.41617071061600286
91602,18615,12423,1304,10,1516,2621,33,652,0.6673650282030621
91604,30386,22526,1361,39,2199,2975,19,1184,0.741328243269927
91605,55377,14617,1804,162,4135,33841,87,666,0.26395434927858136
91606,45040,15489,1794,75,2457,24471,79,665,0.3438943161634103
91607,31405,18840,2162,33,1994,7437,84,805,0.5999044738099029
91608,0,0,0,0,0,0,0,0,
91701,40870,19064,2177,109,3430,14896,28,1136,0.46645461218497675
91702,61968,11169,1605,155,5710,41977,130,1113,0.18023818745158793
91706,77667,3015,1437,405,13387,58886,74,209,0.038819575881648576
91708,2893,643,340,25,737,873,0,275,0.22226062910473557
91709,77266,24699,3076,139,25502,21332,286,2194,0.31966194704009526
91710,87071,22924,4321,287,9578,46227,112,3461,0.26327939267953737
91711,36957,19251,1569,153,5630,9146,106,1059,0.5209026706713207
91722,35407,6710,714,126,3894,23419,39,497,0.18951054876154433
91723,19258,4771,852,68,1908,11200,135,324,0.24774119846297643
91724,26190,8064,787,14,3415,13311,44,555,0.30790378006872854
91730,68807,22480,8291,314,7613,27584,101,2061,0.3267109451073292
91731,30179,1350,117,31,8705,19738,0,124,0.044733092547798135
91732,62855,2716,321,51,18384,40835,55,268,0.04321056399649988
91733,44622,1398,50,130,9053,33788,30,112,0.031329837299986556
91737,25508,12094,2097,54,2999,7435,35,765,0.47412576446604987
91739,38681,12508,3209,2,7188,14719,123,932,0.3233628913420025
91740,26555,12167,814,89,2440,10010,104,909,0.4581811334965167
91741,25780,15920,307,67,2639,6019,34,747,0.6175329712955779
91744,86638,3810,930,111,8654,72492,212,390,0.04397608439714675
91745,54043,6996,514,94,21391,24319,192,489,0.1294524730307348
91746,31319,1150,294,57,3137,26403,121,148,0.03671892461445129
91748,46565,4504,422,120,27750,13052,19,616,0.09672500805325888
91750,34156,17586,1453,118,2525,11598,31,843,0.5148729359409767
91752,29801,7429,1872,13,1984,17755,6,697,0.24928693667997717
91754,33514,1514,125,36,20129,10908,71,608,0.045175150683296535
91755,27487,925,52,205,19452,6409,11,290,0.03365227198311929
91759,417,371,4,3,4,35,0,0,0.8896882494004796
91761,59933,9684,3451,113,3813,41667,166,956,0.16158043148182136
91762,58223,9721,3278,139,2571,41427,150,841,0.16696151005616336
91763,37786,5674,1239,51,3797,26396,137,394,0.15016143545228391
91764,54303,7892,3338,67,2787,39005,46,838,0.1453326703865348
91765,47493,9886,1934,214,24639,9178,139,1071,0.20815699155665046
91766,72100,6018,3362,189,7650,53305,206,1224,0.08346740638002774
91767,49483,7745,4137,258,4027,32539,15,541,0.1565184002586747
91768,36365,4575,2448,8,2340,25998,218,659,0.12580778220816718
91770,63552,2780,138,84,37579,22313,8,537,0.04374370594159114
91773,34222,15799,944,105,4661,11426,53,1102,0.4616620887148618
91775,25389,5385,299,33,12682,6448,120,416,0.2120997282287605
91776,37843,2904,216,27,24553,9671,41,261,0.07673810215891974
91780,35674,6090,330,29,20502,7941,8,656,0.17071256377193475
91784,25999,15200,773,87,3084,6125,60,670,0.5846378706873341
91786,52951,18962,3552,70,3521,25331,258,1191,0.358104662801458
91789,43973,5844,1161,87,26264,9483,66,971,0.1328997339276374
91790,46374,5802,1070,141,9410,28867,0,1035,0.12511320998835554
91791,33484,5743,1436,17,8750,17079,52,407,0.17151475331501612
91792,29493,2095,1648,7,12279,12970,0,436,0.0710338046316075
91801,55265,5094,1266,205,27790,20118,39,721,0.09217407038812991
91803,29502,2607,228,54,14928,11171,8,432,0.0883668903803132
91901,18586,14097,257,245,332,3220,151,264,0.7584741203056063
91902,19429,6551,726,14,2053,9344,0,649,0.3371763858150188
91905,1539,850,93,330,6,186,0,18,0.5523066926575698
91906,3565,2177,75,213,34,1020,0,46,0.6106591865357643
91910,76027,18087,2687,87,7434,45531,116,1723,0.23790232417430648
91911,84241,12813,2449,61,6566,60952,39,907,0.15209933405348938
91913,47494,7516,3140,0,13776,20887,63,1898,0.158251568619194
91914,16865,3237,836,4,3800,7736,48,1127,0.1919359620515861
91915,30679,5431,1770,24,6354,15031,385,1623,0.17702663059421755
91916,1542,1274,13,6,0,222,0,27,0.8261997405966277
91917,937,206,42,0,4,653,0,0,0.2198505869797225
91931,474,397,0,0,0,77,0,0,0.8375527426160337
91932,26801,8770,816,135,2333,13566,0,986,0.32722659602253645
91934,274,107,0,0,56,111,0,0,0.3905109489051095
91935,8347,5634,141,78,204,1899,320,65,0.6749730442074997
91941,33077,20071,2371,111,1109,7262,153,1792,0.6067962632645041
91942,39795,23075,2300,119,2295,10125,27,1687,0.5798467144113583
91945,26673,8789,3165,43,1689,11860,12,923,0.32950924155513067
91948,13,13,0,0,0,0,0,0,1.0
91950,62078,6323,2544,130,11402,40580,37,815,0.10185572988820517
91962,2190,1893,2,40,44,155,0,56,0.8643835616438356
91963,988,412,0,0,0,576,0,0,0.41700404858299595
91977,62065,18736,7129,122,5111,28112,42,1832,0.30187706436800127
91978,9804,4691,1030,22,576,3081,0,382,0.47847817217462263
91980,595,0,0,0,0,595,0,0,0.0
92003,4905,3098,130,19,298,1157,7,196,0.6316004077471967
92004,2520,1661,121,0,87,585,0,66,0.6591269841269841
92007,11929,10278,41,27,443,897,95,148,0.8615977869058596
92008,26968,20019,221,79,1243,4780,19,568,0.7423242361317116
92009,44330,33428,605,38,3773,4537,231,1643,0.754071734716896
92010,15551,11256,143,10,1267,2490,0,385,0.7238119735065269
92011,24899,17746,229,0,2112,3998,173,601,0.7127193863207357
92014,13665,11047,66,0,1126,952,8,446,0.8084156604463959
92019,43200,28119,1251,175,1330,10497,8,1749,0.6509027777777778
92020,58554,34917,3136,165,2270,14584,258,2311,0.596321344400041
92021,69552,40606,3308,228,1763,19769,104,3276,0.5838221762134805
92024,50246,38811,367,106,2837,6956,93,1040,0.7724196951001074
92025,53742,20176,977,255,2213,28894,6,1111,0.3754233188195452
92026,49327,25251,901,45,4096,17647,100,1177,0.5119103128104283
92027,56899,21125,1247,24,3830,29042,166,1304,0.3712719028453927
92028,48468,27805,1019,113,1343,17145,80,947,0.5736774779235785
92029,18758,12647,343,12,1107,3966,0,638,0.6742189998933789
92036,2700,2286,6,59,27,316,0,6,0.8466666666666667
92037,38659,29643,462,114,3911,3351,126,1006,0.766781344576942
92040,43191,31757,885,566,974,7495,47,1111,0.7352689217661087
92054,42523,22590,1601,278,1497,14897,20,1419,0.531241916139501
92055,12926,8227,1242,187,408,2593,23,140,0.6364691319820517
92056,53920,29394,2132,176,3602,16686,35,1358,0.5451409495548961
92057,57125,25191,3376,87,5254,20724,99,2065,0.44098030634573304
92058,46463,22598,3837,367,2032,15382,30,1768,0.48636549512515337
92059,1177,185,25,356,55,494,0,55,0.15717926932880205
92060,79,70,0,0,0,9,0,0,0.8860759493670886
92061,2046,491,3,836,35,615,0,64,0.23998044965786902
92064,49763,32043,687,231,5730,8988,70,1987,0.6439121435604767
92065,37633,26019,581,148,674,9117,42,1014,0.6913878776605639
92066,530,318,12,126,0,68,0,6,0.6
92067,9127,7938,136,0,111,801,0,141,0.8697271830831599
92069,48682,19092,1486,42,4408,22024,16,1317,0.39217780699231747
92070,1034,622,0,217,71,117,0,7,0.6015473887814313
92071,56682,39696,1101,150,2385,10345,14,2786,0.7003281465015349
92075,12548,10026,25,0,363,1668,0,450,0.7990117947083201
92078,48009,28709,1298,233,3635,11908,42,1809,0.5979920431585745
92081,28976,17605,624,57,2728,7066,15,867,0.6075717835450027
92082,18722,12443,90,927,385,4449,19,404,0.6646191646191646
92083,37367,12507,1183,89,1333,21384,49,690,0.3347070944951428
92084,50915,22671,1367,67,1329,24834,15,610,0.4452715309830109
92086,1672,1177,30,88,58,269,0,50,0.7039473684210527
92091,1473,1261,0,0,138,74,0,0,0.8560760353021045
92101,36857,22273,2889,78,2955,7390,72,1095,0.6043085438315653
92102,44778,9004,4334,146,2609,27187,152,952,0.20108088793604
92103,33873,23494,1309,93,2125,5790,30,984,0.6935907655064506
92104,45788,22338,2998,90,2679,15812,24,1462,0.4878570804577619
92105,72724,8486,10001,67,13030,39471,61,1501,0.11668775094879269
92106,18864,13550,663,33,1129,2917,0,572,0.7182994062765055
92107,29292,22846,404,14,829,4275,157,705,0.7799399153352451
92108,20899,11983,1723,29,2044,4344,83,679,0.5733767165893104
92109,48430,38545,431,242,1378,6680,109,935,0.795890976667355
92110,28508,18574,923,121,2025,5749,23,1002,0.6515364108320472
92111,48380,20381,2271,76,10212,13352,161,1831,0.4212691194708557
92113,57887,5543,6070,396,2523,42761,28,534,0.09575552369271166
92114,69688,6526,13200,130,17173,29822,18,2508,0.09364596487200091
92115,64410,24437,8748,172,8702,20009,108,2003,0.37939760906691505
92116,32920,19015,2273,112,1759,8458,57,1246,0.5776123936816525
92117,54489,32477,1018,156,5568,13009,120,1827,0.5960285562223568
92118,23473,17869,678,89,598,3509,35,646,0.7612576151322796
92119,23456,16548,645,12,1320,4133,50,710,0.7054911323328786
92120,28518,18613,1345,84,2305,5427,18,682,0.6526755031909671
92121,4588,2066,52,0,1679,678,13,98,0.45030514385353093
92122,47314,23169,1299,201,15709,5052,60,1775,0.4896859280551211
92123,30202,14769,2501,83,4438,6347,17,1729,0.48900735050658894
92124,31061,18171,1981,62,3883,4916,24,1687,0.5850101413347928
92126,80685,23358,3395,158,37401,10993,168,4649,0.28949618888269196
92127,43588,22263,417,76,13664,4703,0,2422,0.5107598421583922
92128,49522,29984,1072,32,11264,4795,109,2198,0.6054682767254957
92129,55780,27880,1717,101,16551,6527,129,2687,0.4998207242739333
92130,51757,29272,1000,176,14536,4107,195,2471,0.5655660103947292
92131,34425,20084,683,21,8676,3464,33,1436,0.5834132171387073
92132,0,0,0,0,0,0,0,0,
92134,216,114,27,0,0,52,6,7,0.5277777777777778
92135,851,568,112,6,49,108,0,5,0.6674500587544065
92139,36720,4740,3990,27,10556,15145,49,1576,0.12908496732026145
92140,3112,1864,309,30,68,756,0,85,0.5989717223650386
92145,2096,963,77,0,619,330,0,41,0.4594465648854962
92147,569,375,101,0,15,69,0,0,0.6590509666080844
92154,88016,10778,4312,196,10923,59201,27,2044,0.12245500818033085
92155,528,228,90,3,54,140,0,0,0.4318181818181818
92173,32416,913,221,0,432,30659,0,185,0.028165103652517277
92201,64436,12310,1923,101,1264,48337,27,427,0.19104227450493513
92203,29768,14304,650,242,773,13280,18,501,0.4805159903251814
92210,4987,4413,63,0,291,145,0,75,0.8849007419290155
92211,24623,19609,392,0,818,3055,0,698,0.7963692482638184
92220,33101,13301,2445,1199,1456,14090,113,469,0.40183076039998794
92222,0,0,0,0,0,0,0,0,
92223,49804,22308,2322,337,3608,19883,124,1142,0.4479158300538109
92225,22242,6457,2569,50,418,12314,7,366,0.2903066271018793
92227,27120,4086,367,52,264,22048,21,257,0.1506637168141593
92230,4088,1339,68,216,0,2402,0,59,0.3275440313111546
92231,40070,705,13,0,369,38947,0,36,0.01759421013226853
92233,7770,573,1125,17,69,5884,12,82,0.07374517374517374
92234,53253,16639,1264,95,2225,32213,108,676,0.3124518806452219
92236,44124,748,281,21,46,42985,15,28,0.016952225546188016
92239,196,99,0,0,0,91,0,6,0.5051020408163265
92240,35684,11272,2214,75,767,20288,116,799,0.3158838695213541
92241,9212,4870,163,10,68,4007,43,33,0.5286582718193661
92242,1332,1057,0,47,0,184,0,44,0.7935435435435435
