"B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Not Hispanic or Latino","Margin of Error!!Total!!Not Hispanic or Latino","Estimate!!Total!!Not Hispanic or Latino!!White alone","Margin of Error!!Total!!Not Hispanic or Latino!!White alone","Estimate!!Total!!Not Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Not Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Not Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Not Hispanic or Latino!!Asian alone","Estimate!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Not Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Not Hispanic or Latino!!Some other race alone","Estimate!!Total!!Not Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Estimate!!Total!!Hispanic or Latino","Margin of Error!!Total!!Hispanic or Latino","Estimate!!Total!!Hispanic or Latino!!White alone","Margin of Error!!Total!!Hispanic or Latino!!White alone","Estimate!!Total!!Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Hispanic or Latino!!Asian alone","Estimate!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Hispanic or Latino!!Some other race alone","Estimate!!Total!!Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","id","Geographic Area Name"
"319","101","183","59","150","50","0","12","29","31","0","12","0","12","0","12","4","6","0","12","4","6","136","80","97","60","0","12","0","12","0","12","0","12","39","51","0","12","0","12","0","12","8600000US89010","ZCTA5 89010"
"1892","619","1672","577","1368","582","96","83","0","12","190","103","0","12","0","12","18","28","0","12","18","28","220","185","90","57","0","12","0","12","0","12","0","12","104","133","26","40","26","40","0","12","8600000US89019","ZCTA5 89019"
"10281","957","8543","872","7756","796","508","283","37","46","69","85","17","30","48","74","108","76","0","19","108","76","1738","517","1257","454","0","19","0","19","0","19","0","19","469","346","12","20","0","19","12","20","8600000US89060","ZCTA5 89060"
"4669","653","4143","647","3342","583","181","131","144","137","302","171","69","114","0","12","105","82","0","12","105","82","526","221","445","238","0","12","0","12","0","12","0","12","72","74","9","18","0","12","9","18","8600000US89061","ZCTA5 89061"
"1687","269","1627","289","1607","291","0","12","0","12","0","12","0","12","0","12","20","32","0","12","20","32","60","70","44","67","0","12","0","12","0","12","0","12","16","27","0","12","0","12","0","12","8600000US89439","ZCTA5 89439"
"54760","1782","5193","603","471","209","4475","559","28","33","70","38","0","29","12","18","137","77","35","39","102","72","49567","1866","32415","1878","183","101","207","215","8","12","0","29","16207","1523","547","209","457","198","90","72","8600000US90001","ZCTA5 90001"
"49475","2258","13501","1133","437","224","12770","1171","65","52","67","51","12","15","7","11","143","96","37","58","106","108","35974","2400","25946","2138","122","94","126","100","0","26","23","36","9361","1275","396","159","300","148","96","60","8600000US90002","ZCTA5 90002"
"66200","2326","17800","1294","449","235","16725","1277","121","117","102","97","19","33","70","56","314","217","13","19","301","215","48400","2336","17536","1679","265","136","426","240","1","2","16","22","29499","2085","657","258","366","190","291","186","8600000US90003","ZCTA5 90003"
"62760","1578","30488","1232","11326","696","1887","410","113","79","15536","996","140","194","520","290","966","267","85","86","881","265","32272","1644","9839","1116","85","87","275","179","105","110","0","29","21433","1403","535","195","420","161","115","86","8600000US90004","ZCTA5 90004"
"39548","1536","17968","986","3062","405","1698","335","99","49","12514","917","244","232","147","121","204","101","18","31","186","91","21580","1348","5134","788","267","167","169","134","70","87","0","26","15617","1361","323","116","190","103","133","72","8600000US90005","ZCTA5 90005"
"59498","1606","15342","951","2269","484","1719","335","63","50","10741","789","280","271","21","32","249","92","30","28","219","88","44156","1679","10811","1038","190","118","300","215","8","37","0","29","32006","1777","841","307","599","270","242","155","8600000US90006","ZCTA5 90006"
"43173","1852","20410","1247","7853","665","4211","568","54","67","7308","787","146","161","286","136","552","150","31","38","521","145","22763","1656","6846","857","70","45","103","82","90","59","0","26","15002","1612","652","245","526","246","126","57","8600000US90007","ZCTA5 90007"
"33280","1704","25659","1604","870","244","22633","1642","41","47","835","246","128","148","294","179","858","321","40","40","818","311","7621","1009","2814","837","234","154","30","40","0","26","0","26","4431","716","112","72","85","66","27","45","8600000US90008","ZCTA5 90008"
"4133","541","3725","513","583","160","60","52","77","112","2929","484","0","12","0","12","76","102","0","12","76","102","408","201","230","162","0","12","0","12","0","12","0","12","167","113","11","18","0","12","11","18","8600000US90010","ZCTA5 90010"
"100882","2472","9528","928","655","194","7402","828","85","61","576","160","157","163","330","225","323","147","36","41","287","142","91354","2687","27506","2183","239","132","356","189","48","53","0","29","62038","2881","1167","293","1019","274","148","96","8600000US90011","ZCTA5 90011"
"29528","1157","21447","1041","4820","484","3206","423","42","42","12553","861","297","233","17","23","512","212","121","154","391","144","8081","666","3655","512","55","38","19","29","43","40","0","23","4051","552","258","98","121","60","137","84","8600000US90012","ZCTA5 90012"
"10256","884","8338","806","2779","431","3503","795","29","34","1514","291","0","19","145","181","368","169","13","30","355","161","1918","390","564","186","6","14","86","80","55","65","0","19","1086","344","121","77","85","68","36","37","8600000US90013","ZCTA5 90013"
"6008","639","4869","545","2338","472","1466","486","28","32","878","158","32","49","47","61","80","74","34","56","46","46","1139","285","428","183","0","17","8","16","27","38","0","17","519","192","157","139","103","122","54","74","8600000US90014","ZCTA5 90014"
"18358","980","5777","616","2205","466","1079","367","16","17","2369","369","0","19","0","19","108","87","0","19","108","87","12581","971","4005","697","101","74","173","164","5","11","18","29","8112","991","167","91","108","70","59","58","8600000US90015","ZCTA5 90015"
"47273","1634","22596","1116","2147","465","18159","1064","97","108","1178","309","20","23","234","143","761","208","214","154","547","153","24677","1448","9599","1108","354","203","404","276","37","41","0","26","13541","1377","742","322","622","286","120","98","8600000US90016","ZCTA5 90016"
"23755","1101","6963","578","2669","405","1044","225","70","63","3011","409","135","185","0","23","34","31","0","23","34","31","16792","1078","3735","633","113","52","546","309","9","14","0","23","11877","1090","512","265","495","262","17","18","8600000US90017","ZCTA5 90017"
"48498","1709","20956","1289","2063","356","15783","1087","22","19","1733","435","65","112","630","286","660","278","85","63","575","269","27542","1576","6420","925","388","190","452","327","0","26","0","26","19479","1560","803","317","685","304","118","77","8600000US90018","ZCTA5 90018"
"65408","1730","35739","1391","9742","859","14219","881","60","48","9612","847","55","70","245","176","1806","473","61","48","1745","468","29669","1630","15046","1487","113","65","373","390","98","71","0","29","13506","1282","533","200","316","127","217","145","8600000US90019","ZCTA5 90019"
"39866","1366","25758","1112","4426","559","2199","473","156","119","18160","976","54","66","135","126","628","251","65","102","563","217","14108","1208","4887","829","235","185","10","15","30","49","7","11","8757","1061","182","158","130","114","52","109","8600000US90020","ZCTA5 90020"
"2940","617","1537","341","621","155","692","265","0","12","138","92","0","12","0","12","86","162","0","12","86","162","1403","440","484","289","72","112","0","12","0","12","0","12","769","317","78","99","10","16","68","97","8600000US90021","ZCTA5 90021"
"70147","2431","1609","289","867","201","168","92","61","71","457","164","0","29","11","17","45","34","6","10","39","33","68538","2443","47404","2048","90","57","376","209","124","99","44","66","19428","1862","1072","269","668","250","404","218","8600000US90022","ZCTA5 90022"
"45126","1409","1515","370","843","323","290","151","35","32","310","146","0","26","0","26","37","32","10","15","27","29","43611","1409","19070","1782","67","95","300","182","32","52","0","26","23333","1914","809","282","425","191","384","229","8600000US90023","ZCTA5 90023"
"50964","2439","46359","2140","29333","1363","1351","252","83","90","13541","1539","49","42","202","158","1800","362","156","123","1644","328","4605","754","2091","514","42","35","33","33","111","76","0","29","1964","458","364","176","153","78","211","167","8600000US90024","ZCTA5 90024"
"43555","1535","35808","1384","23497","1082","1202","429","15","24","9043","833","175","243","25","31","1851","357","14","17","1837","357","7747","1049","3176","581","25","23","84","73","28","44","0","26","4237","1064","197","140","64","61","133","104","8600000US90025","ZCTA5 90025"
"68726","1762","28870","1169","14866","985","1865","476","179","169","10834","758","35","33","174","140","917","242","56","70","861","233","39856","1662","28819","1616","162","125","175","109","163","102","0","29","9566","1045","971","326","677","291","294","149","8600000US90026","ZCTA5 90026"
"45942","1262","35817","1149","27261","1017","1287","319","34","28","6081","723","0","26","232","138","922","258","46","39","876","252","10125","858","3634","649","56","50","205","191","80","71","0","26","5607","794","543","189","359","158","184","94","8600000US90027","ZCTA5 90027"
"28151","1184","18839","978","14074","934","1604","383","236","154","2219","493","11","20","68","76","627","199","49","58","578","188","9312","804","2446","495","225","145","138","109","45","36","33","53","6009","789","416","162","344","140","72","56","8600000US90028","ZCTA5 90028"
"40208","1259","15986","895","8355","740","1146","291","29","29","5754","701","0","26","116","84","586","221","49","56","537","209","24222","1353","8300","1040","181","166","105","89","27","33","0","26","14884","1307","725","292","483","268","242","104","8600000US90029","ZCTA5 90029"
"40052","1394","13062","840","1936","402","370","158","83","95","10294","852","91","96","104","77","184","101","0","26","184","101","26990","1444","12259","1422","123","79","147","101","62","74","0","26","13528","1510","871","314","674","303","197","125","8600000US90031","ZCTA5 90031"
"47784","1470","9037","813","2737","414","803","376","49","55","5179","712","55","68","44","58","170","82","21","23","149","80","38747","1348","24105","1564","100","90","372","210","102","76","0","26","13212","1239","856","279","460","214","396","168","8600000US90032","ZCTA5 90032"
"49049","1684","4324","558","839","221","588","216","44","47","2631","418","65","58","69","60","88","52","1","3","87","52","44725","1631","24255","1523","81","67","298","208","58","58","57","42","19257","1436","719","204","515","188","204","97","8600000US90033","ZCTA5 90033"
"58703","1573","41659","1537","22956","1254","5150","824","72","48","10724","899","136","111","169","137","2452","518","649","329","1803","361","17044","1126","12264","1213","232","223","80","55","105","73","55","71","3483","753","825","330","378","165","447","306","8600000US90034","ZCTA5 90034"
"30999","1260","27692","1287","20634","1335","2950","616","114","77","2602","525","19","24","164","203","1209","362","32","40","1177","354","3307","485","1330","362","14","24","71","109","0","26","9","15","1632","451","251","107","166","92","85","57","8600000US90035","ZCTA5 90035"
"36101","1198","32950","1228","21746","940","1901","484","114","124","7712","904","98","144","69","54","1310","372","112","94","1198","359","3151","654","1272","391","31","35","12","19","23","36","0","26","1601","408","212","111","182","107","30","30","8600000US90036","ZCTA5 90036"
"61845","2079","14485","1122","930","351","12399","1051","36","31","494","155","0","29","197","119","429","221","56","42","373","220","47360","2148","9911","1293","112","71","125","126","8","12","0","29","36598","2060","606","225","506","206","100","79","8600000US90037","ZCTA5 90037"
"29836","1187","12273","873","8039","709","1555","328","18","26","1827","412","102","131","57","53","675","220","93","82","582","206","17563","1128","3725","683","188","154","73","56","18","23","0","23","12959","1118","600","274","433","242","167","117","8600000US90038","ZCTA5 90038"
"27049","978","16592","857","10435","840","610","298","14","21","4671","508","72","63","23","24","767","255","92","106","675","219","10457","779","5453","753","51","69","67","69","54","59","0","23","4441","718","391","177","245","143","146","86","8600000US90039","ZCTA5 90039"
"12696","452","486","150","217","91","69","59","10","16","120","123","15","23","21","31","34","32","0","19","34","32","12210","472","8447","790","0","19","86","95","0","19","0","19","3183","645","494","238","365","210","129","81","8600000US90040","ZCTA5 90040"
"28203","1232","17027","1028","8268","642","388","189","137","108","7443","755","70","77","43","56","678","184","31","33","647","182","11176","1039","7432","1082","90","132","103","78","150","119","0","23","2808","613","593","209","376","164","217","117","8600000US90041","ZCTA5 90041"
"60623","1726","19520","923","8766","715","1673","382","54","36","8107","795","19","26","26","27","875","286","33","31","842","282","41103","1832","24267","1640","103","69","267","153","108","72","12","24","15128","1484","1218","388","519","195","699","309","8600000US90042","ZCTA5 90042"
"43527","1564","30829","1259","1445","351","27052","1168","53","51","604","253","34","45","303","236","1338","328","117","88","1221","304","12698","1078","5410","931","614","223","43","72","52","69","40","54","6201","944","338","189","321","186","17","20","8600000US90043","ZCTA5 90043"
"87590","2429","35291","1738","920","293","32284","1674","25","25","700","325","120","97","259","146","983","372","219","148","764","359","52299","2338","21588","1789","412","203","170","109","0","29","28","31","28875","2355","1226","331","774","257","452","231","8600000US90044","ZCTA5 90044"
"40272","1274","33170","1104","20561","882","5679","704","125","86","4858","625","121","73","110","71","1716","363","95","87","1621","352","7102","769","4524","679","106","88","76","70","75","88","0","26","1738","395","583","280","104","63","479","280","8600000US90045","ZCTA5 90045"
"50499","1416","45177","1443","38104","1503","1952","466","145","149","2751","482","63","60","146","121","2016","432","199","155","1817","391","5322","827","2486","431","87","70","50","51","52","43","0","29","1816","519","831","357","605","353","226","119","8600000US90046","ZCTA5 90046"
"47533","2075","33641","1506","368","111","32184","1510","28","25","301","246","41","40","101","86","618","250","90","83","528","243","13892","1592","6719","1163","372","223","67","66","0","26","0","26","6437","1138","297","196","138","137","159","134","8600000US90047","ZCTA5 90047"
"21316","934","19703","929","16598","956","406","158","12","14","2160","458","6","12","13","18","508","172","139","92","369","137","1613","366","961","299","31","43","0","23","33","46","0","23","479","181","109","103","53","80","56","67","8600000US90048","ZCTA5 90048"
"35310","1223","33060","1184","28300","1109","248","141","24","27","3441","626","17","18","129","108","901","250","20","29","881","249","2250","426","1805","396","6","9","0","26","0","26","0","26","263","103","176","86","65","50","111","58","8600000US90049","ZCTA5 90049"
"8536","622","8234","659","1065","357","6704","692","63","97","129","109","70","87","0","17","203","107","0","17","203","107","302","189","0","17","124","98","15","25","0","17","0","17","123","140","40","46","24","35","16","25","8600000US90056","ZCTA5 90056"
"45392","1403","14126","993","2353","304","2177","367","112","88","9212","837","47","53","59","47","166","85","0","26","166","85","31266","1513","8377","1013","105","73","228","143","0","26","7","14","22185","1582","364","153","267","130","97","72","8600000US90057","ZCTA5 90057"
"2980","495","539","252","65","34","297","173","0","12","177","152","0","12","0","12","0","12","0","12","0","12","2441","456","1093","339","66","51","0","12","0","12","0","12","1259","476","23","27","14","16","9","13","8600000US90058","ZCTA5 90058"
"41831","1968","14867","1323","394","177","13642","1261","167","160","275","173","49","73","219","277","121","67","22","28","99","63","26964","1697","16022","1784","77","71","11","17","0","26","0","26","9872","1440","982","382","585","243","397","279","8600000US90059","ZCTA5 90059"
"27457","1356","10313","867","482","179","9664","828","0","23","11","19","0","23","43","68","113","87","10","16","103","85","17144","1450","9949","1350","359","207","131","131","0","23","0","23","6228","1126","477","240","360","223","117","89","8600000US90061","ZCTA5 90061"
"32450","1641","12826","1157","446","158","11299","1075","6","14","278","119","42","48","453","303","302","172","39","37","263","164","19624","1537","4576","820","272","139","215","228","0","26","22","34","14080","1421","459","230","396","215","63","76","8600000US90062","ZCTA5 90062"
"54160","1876","1419","339","555","188","68","43","22","20","550","199","51","42","64","61","109","70","9","14","100","68","52741","1885","23879","1934","162","114","192","176","42","43","10","13","27784","1906","672","219","384","180","288","140","8600000US90063","ZCTA5 90063"
"26103","1102","22314","1098","15881","1025","781","268","43","42","4651","537","11","25","148","145","799","194","61","59","738","188","3789","536","2879","504","22","36","38","52","15","24","0","23","617","249","218","150","190","146","28","34","8600000US90064","ZCTA5 90064"
"45242","1630","16262","1079","8950","833","701","242","55","47","5703","757","31","39","97","106","725","214","90","70","635","207","28980","1497","11862","1023","259","189","178","158","191","132","70","103","15822","1668","598","198","331","155","267","153","8600000US90065","ZCTA5 90065"
"59031","1774","40733","1421","27515","1287","2777","562","131","85","8262","937","50","53","198","95","1800","381","66","43","1734","380","18298","1701","9878","1581","128","91","224","168","101","94","0","29","6833","1137","1134","380","669","330","465","192","8600000US90066","ZCTA5 90066"
"2312","368","2255","362","1877","347","6","11","0","12","270","134","28","44","21","14","53","63","0","12","53","63","57","44","43","38","0","12","0","12","0","12","0","12","0","12","14","23","14","23","0","12","8600000US90067","ZCTA5 90067"
"22043","890","19958","838","16438","859","1114","352","99","90","1365","337","0","23","37","32","905","296","25","40","880","298","2085","362","1058","297","0","23","29","48","47","47","0","23","544","220","407","206","299","175","108","96","8600000US90068","ZCTA5 90068"
"20731","1008","18193","1028","15481","1032","829","307","0","23","869","267","0","23","91","64","923","317","35","55","888","316","2538","476","1171","296","21","35","27","43","13","20","0","23","712","280","594","314","516","294","78","73","8600000US90069","ZCTA5 90069"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","8600000US90071","ZCTA5 90071"
"773","268","647","249","220","101","357","180","0","12","28","38","1","4","8","19","33","49","0","12","33","49","126","80","74","71","0","12","0","12","0","12","0","12","52","49","0","12","0","12","0","12","8600000US90073","ZCTA5 90073"
"8506","574","8079","555","7171","539","81","65","0","17","545","257","0","17","20","32","262","106","13","17","249","102","427","240","324","228","32","49","0","17","0","17","0","17","15","22","56","67","37","58","19","30","8600000US90077","ZCTA5 90077"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","8600000US90079","ZCTA5 90079"
"3276","517","2921","493","1614","349","75","46","5","9","1058","168","0","12","27","32","142","58","30","34","112","41","355","121","114","69","0","12","0","12","0","12","0","12","151","67","90","55","72","49","18","25","8600000US90089","ZCTA5 90089"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","8600000US90090","ZCTA5 90090"
"5852","557","5624","558","2833","439","686","282","0","17","1763","533","0","17","14","23","328","221","0","17","328","221","228","125","211","119","17","30","0","17","0","17","0","17","0","17","0","17","0","17","0","17","8600000US90094","ZCTA5 90094"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","8600000US90095","ZCTA5 90095"
"101932","159","4982","627","3472","572","673","263","68","52","435","186","181","191","52","45","101","69","0","29","101","69","96950","632","63422","1838","534","225","172","101","18","18","0","29","31412","1645","1392","355","839","260","553","206","8600000US90201","ZCTA5 90201"
"21548","895","20145","907","18177","931","375","164","33","40","916","274","0","23","44","31","600","237","48","40","552","237","1403","399","764","306","0","23","0","23","0","23","0","23","478","205","161","158","154","158","7","11","8600000US90210","ZCTA5 90210"
"7748","487","7259","511","5917","579","195","151","9","14","869","282","11","17","0","17","258","210","0","17","258","210","489","349","184","100","0","17","0","17","0","17","0","17","231","316","74","75","74","75","0","17","8600000US90211","ZCTA5 90211"
"12510","603","11847","605","9495","752","389","235","0","19","1200","359","36","56","0","19","727","312","49","86","678","306","663","274","490","228","0","19","16","25","0","19","0","19","129","105","28","31","15","24","13","20","8600000US90212","ZCTA5 90212"
"49810","1472","20852","1051","1165","297","18033","1048","141","95","479","217","221","277","142","92","671","292","50","47","621","294","28958","1466","14301","1620","375","233","134","140","0","26","0","26","13309","1457","839","311","627","284","212","143","8600000US90220","ZCTA5 90220"
"52446","1572","12075","865","744","305","10674","831","52","45","228","177","70","85","71","57","236","135","17","28","219","133","40371","1495","20560","1924","132","81","237","241","21","33","16","25","18408","1443","997","362","580","247","417","258","8600000US90221","ZCTA5 90221"
"31893","1660","10046","736","218","112","8926","734","30","33","47","45","71","131","198","172","556","335","14","13","542","332","21847","1530","12997","1445","81","51","96","103","117","163","0","26","7835","1168","721","364","410","302","311","229","8600000US90222","ZCTA5 90222"
"32335","1204","21668","991","12909","905","2937","716","0","26","4558","701","23","28","175","161","1066","352","203","169","863","310","10667","1096","6545","911","86","76","221","205","15","20","0","26","3389","986","411","176","227","113","184","141","8600000US90230","ZCTA5 90230"
"15454","868","10777","720","6873","763","1328","425","0","19","1884","311","13","22","36","55","643","193","0","19","643","193","4677","876","3779","912","78","88","2","4","29","34","0","19","692","336","97","72","59","51","38","50","8600000US90232","ZCTA5 90232"
"25411","921","7531","738","4877","504","577","347","0","23","1904","479","0","23","10","14","163","133","27","34","136","129","17880","963","13830","1216","11","18","0","23","29","32","0","23","3667","969","343","200","173","134","170","150","8600000US90240","ZCTA5 90240"
"43776","1429","13090","949","7640","714","1543","471","12","15","3467","702","9","15","14","18","405","172","34","27","371","170","30686","1477","17848","1572","91","92","36","33","0","26","0","26","12078","1591","633","251","508","220","125","95","8600000US90241","ZCTA5 90241"
"43147","1342","11598","1118","6589","1010","2105","507","85","115","2433","460","47","47","34","29","305","153","66","85","239","112","31549","1607","16532","2034","85","81","124","125","16","26","15","24","13991","1906","786","271","464","199","322","189","8600000US90242","ZCTA5 90242"
"16760","39","13752","422","11318","597","187","97","47","59","1195","211","199","267","7","12","799","269","0","19","799","269","3008","422","2333","440","0","19","42","28","68","79","33","52","271","135","261","217","199","212","62","54","8600000US90245","ZCTA5 90245"
"47361","1225","25903","994","3109","423","8807","833","52","49","12615","917","458","375","66","82","796","230","50","68","746","221","21458","1272","7187","995","161","101","130","105","142","85","0","26","13121","1584","717","254","517","218","200","100","8600000US90247","ZCTA5 90247"
"9822","788","5901","632","994","179","1391","413","12","20","3015","451","14","19","0","17","475","154","0","17","475","154","3921","632","1907","397","46","50","82","130","107","98","0","17","1732","491","47","45","41","44","6","9","8600000US90248","ZCTA5 90248"
"26800","1064","17325","979","4013","546","7428","754","0","23","4668","533","49","41","246","256","921","324","0","23","921","324","9475","973","3404","595","223","229","14","19","78","63","90","99","5380","875","286","162","177","156","109","71","8600000US90249","ZCTA5 90249"
"93994","1143","44605","1590","12573","1063","21902","1332","66","57","6519","928","913","427","359","203","2273","522","95","93","2178","498","49389","1665","33461","1830","598","243","184","126","166","102","0","29","12623","1371","2357","615","687","269","1670","561","8600000US90250","ZCTA5 90250"
"19605","24","17807","342","15427","522","118","116","109","127","1202","338","15","22","98","67","838","255","0","19","838","255","1798","343","1453","350","0","19","0","19","0","19","0","19","231","184","114","97","50","48","64","80","8600000US90254","ZCTA5 90254"
"76620","1237","1795","354","951","260","129","61","41","41","512","189","45","53","63","35","54","49","8","12","46","47","74825","1223","54569","1524","264","213","413","237","9","14","12","17","18607","1393","951","297","583","194","368","192","8600000US90255","ZCTA5 90255"
"35508","631","13961","924","5968","622","2568","582","18","23","3750","471","280","253","37","48","1340","455","61","56","1279","453","21547","933","12300","1056","78","76","227","176","270","308","0","26","7313","1210","1359","535","645","337","714","362","8600000US90260","ZCTA5 90260"
"70137","150","8368","721","1394","220","5918","660","9","21","576","204","7","12","157","135","307","140","49","52","258","134","61769","724","24073","1766","323","168","337","221","25","28","0","29","36096","1780","915","270","586","238","329","159","8600000US90262","ZCTA5 90262"
"1899","220","1584","177","975","145","64","40","11","15","422","103","6","8","11","21","95","72","0","12","95","72","315","95","134","57","0","12","0","12","8","11","0","12","124","54","49","42","18","22","31","35","8600000US90263","ZCTA5 90263"
"17630","509","16284","542","14272","682","334","185","17","22","958","327","0","19","4","8","699","249","0","19","699","249","1346","334","757","262","0","19","24","33","26","30","0","19","426","202","113","98","59","70","54","67","8600000US90265","ZCTA5 90265"
"35324","36","32212","499","27350","733","219","125","81","77","3173","494","13","22","79","79","1297","350","6","9","1291","348","3112","496","1882","387","0","26","20","23","40","59","30","51","374","190","766","384","620","354","146","153","8600000US90266","ZCTA5 90266"
"27527","56","629","179","438","177","91","75","0","23","57","54","18","27","15","23","10","15","0","23","10","15","26898","191","20121","839","40","52","55","52","11","17","0","23","6253","829","418","248","331","219","87","73","8600000US90270","ZCTA5 90270"
"22779","864","21586","918","19697","915","254","189","82","60","1013","246","17","26","0","23","523","218","0","23","523","218","1193","359","1037","303","0","23","2","4","21","32","0","23","49","40","84","103","17","28","67","99","8600000US90272","ZCTA5 90272"
"25339","304","24210","413","17391","703","711","325","52","49","5050","528","0","23","63","40","943","252","90","80","853","251","1129","284","722","208","63","76","11","16","62","83","0","23","135","76","136","86","49","39","87","61","8600000US90274","ZCTA5 90274"
"42051","80","38572","665","23772","996","1023","396","103","93","11552","919","67","94","424","323","1631","447","142","144","1489","409","3479","661","2503","576","33","38","0","26","16","20","0","26","603","278","324","141","158","118","166","124","8600000US90275","ZCTA5 90275"
"34635","1013","29486","995","23862","1054","692","296","61","62","3698","479","0","26","95","73","1078","346","15","25","1063","343","5149","841","3257","654","51","50","61","68","59","63","0","26","1168","451","553","262","308","205","245","171","8600000US90277","ZCTA5 90277"
"40574","871","33340","1163","23626","1029","1496","541","74","55","5831","697","101","83","197","108","2015","467","65","59","1950","466","7234","952","4865","857","21","32","14","22","133","102","17","27","1518","530","666","339","348","253","318","201","8600000US90278","ZCTA5 90278"
"95000","51","4015","468","2558","354","453","181","7","11","703","290","35","51","69","56","190","114","13","17","177","116","90985","467","42583","2095","295","163","406","226","59","52","21","22","46370","2047","1251","380","826","302","425","206","8600000US90280","ZCTA5 90280"
"7093","858","6440","829","6009","845","39","46","20","31","178","117","15","23","0","17","179","137","0","17","179","137","653","304","459","266","0","17","0","17","0","17","0","17","184","188","10","17","10","17","0","17","8600000US90290","ZCTA5 90290"
"27253","935","21990","891","18212","921","1405","407","38","32","1292","293","83","90","46","43","914","268","20","24","894","265","5263","573","3526","462","102","72","45","66","20","28","0","23","1300","458","270","149","192","136","78","59","8600000US90291","ZCTA5 90291"
"21536","1327","19378","1146","15441","1107","1161","426","21","29","1766","438","100","112","161","212","728","324","0","23","728","324","2158","597","1627","573","0","23","43","62","31","38","0","23","360","195","97","82","40","38","57","73","8600000US90292","ZCTA5 90292"
"12403","694","10686","656","7787","691","934","388","19","22","1486","382","0","19","0","19","460","151","0","19","460","151","1717","447","1075","391","0","19","0","19","0","19","0","19","492","278","150","118","80","93","70","67","8600000US90293","ZCTA5 90293"
"36798","1179","13997","832","1519","286","11238","762","12","20","543","186","48","60","149","125","488","196","24","26","464","192","22801","1224","11391","1166","327","193","123","124","46","64","8","17","10293","1344","613","216","411","208","202","127","8600000US90301","ZCTA5 90301"
"30502","1195","17449","1066","1510","347","14857","1048","14","23","355","183","73","64","65","75","575","240","47","67","528","243","13053","1288","7255","1271","277","156","175","153","0","26","0","26","5028","1085","318","175","259","158","59","84","8600000US90302","ZCTA5 90302"
