"GEO_ID","P005001","P005002","P005003","P005004","P005005","P005006","P005007","P005008","P005009","P005010","P005011","P005012","P005013","P005014","P005015","P005016","P005017","NAME"
"id","Total","Total!!Not Hispanic or Latino","Total!!Not Hispanic or Latino!!White alone","Total!!Not Hispanic or Latino!!Black or African American alone","Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Total!!Not Hispanic or Latino!!Asian alone","Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Total!!Not Hispanic or Latino!!Some Other Race alone","Total!!Not Hispanic or Latino!!Two or More Races","Total!!Hispanic or Latino","Total!!Hispanic or Latino!!White alone","Total!!Hispanic or Latino!!Black or African American alone","Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Total!!Hispanic or Latino!!Asian alone","Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Total!!Hispanic or Latino!!Some Other Race alone","Total!!Hispanic or Latino!!Two or More Races","Geographic Area Name"
"8600000US93664","585","546","532","0","4","5","0","0","5","39","29","0","0","0","0","8","2","ZCTA5 93664"
"8600000US93665","472","106","52","43","0","5","4","0","2","366","132","0","4","0","3","224","3","ZCTA5 93665"
"8600000US93666","692","58","47","0","0","6","0","0","5","634","211","0","3","0","0","403","17","ZCTA5 93666"
"8600000US93667","2604","2335","2016","11","202","8","5","4","89","269","134","1","36","3","0","56","39","ZCTA5 93667"
"8600000US93668","1118","267","248","2","3","9","0","0","5","851","457","7","10","0","0","346","31","ZCTA5 93668"
"8600000US93669","295","256","229","0","7","0","0","0","20","39","25","0","3","0","0","5","6","ZCTA5 93669"
"8600000US93673","713","162","136","0","16","5","2","0","3","551","166","1","6","1","0","357","20","ZCTA5 93673"
"8600000US93675","3721","3107","2845","35","56","58","1","0","112","614","329","1","37","3","1","184","59","ZCTA5 93675"
"8600000US93701","12529","3296","1094","654","119","1254","4","19","152","9233","3440","88","242","33","7","4969","454","ZCTA5 93701"
"8600000US93702","48607","12339","3397","1785","295","6280","17","71","494","36268","14333","295","859","165","9","18916","1691","ZCTA5 93702"
"8600000US93703","31868","13151","5978","1958","224","4434","26","56","475","18717","6828","233","492","116","19","10079","950","ZCTA5 93703"
"8600000US93704","27156","16755","13399","1177","162","1267","36","73","641","10401","4094","148","185","47","7","5100","820","ZCTA5 93704"
"8600000US93705","36703","16949","10356","3432","276","2031","64","38","752","19754","8279","298","501","98","13","9335","1230","ZCTA5 93705"
"8600000US93706","41087","16193","4618","6967","202","3741","32","60","573","24894","10243","342","728","117","4","12307","1153","ZCTA5 93706"
"8600000US93710","30202","20324","14101","2359","211","2726","69","44","814","9878","4611","176","229","107","14","3977","764","ZCTA5 93710"
"8600000US93711","36731","28480","23206","1608","154","2506","33","77","896","8251","4007","122","127","84","5","3252","654","ZCTA5 93711"
"8600000US93720","45191","36366","27465","1544","195","5674","60","110","1318","8825","5006","126","172","113","9","2553","846","ZCTA5 93720"
"8600000US93721","6959","2806","1561","845","58","240","5","13","84","4153","2760","20","71","5","1","1191","105","ZCTA5 93721"
"8600000US93722","76448","42629","22751","7107","507","10005","127","189","1943","33819","14338","517","786","285","47","15351","2495","ZCTA5 93722"
"8600000US93723","9547","5748","3382","357","62","1683","11","21","232","3799","1677","22","83","34","4","1787","192","ZCTA5 93723"
"8600000US93725","24979","8119","3272","1261","131","3110","42","42","261","16860","6899","113","375","92","6","8676","699","ZCTA5 93725"
"8600000US93726","40705","22055","12336","3210","346","5040","82","86","955","18650","7143","257","440","124","11","9553","1122","ZCTA5 93726"
"8600000US93727","71820","41037","19688","4287","400","14934","101","144","1483","30783","13090","421","646","265","50","14500","1811","ZCTA5 93727"
"8600000US93728","15743","7061","5214","755","153","599","14","33","293","8682","3315","131","285","54","4","4275","618","ZCTA5 93728"
"8600000US93730","9941","8546","6617","156","34","1461","6","27","245","1395","820","15","29","10","1","391","129","ZCTA5 93730"
"8600000US93901","26863","13120","10246","557","98","1395","113","52","659","13743","5341","92","249","175","9","6976","901","ZCTA5 93901"
"8600000US93905","61087","4569","2169","337","114","1473","73","90","313","56518","23326","322","638","124","47","29932","2129","ZCTA5 93905"
"8600000US93906","59461","18665","10501","1295","219","5221","172","76","1181","40796","16173","210","566","437","40","21178","2192","ZCTA5 93906"
"8600000US93907","21726","11768","9200","310","89","1404","78","41","646","9958","3942","59","138","119","7","5011","682","ZCTA5 93907"
"8600000US93908","13043","10406","9085","102","42","773","20","18","366","2637","1289","17","31","22","1","1081","196","ZCTA5 93908"
"8600000US93920","1369","1011","963","3","6","15","2","7","15","358","208","3","4","0","0","127","16","ZCTA5 93920"
"8600000US93921","3281","3145","2974","10","1","98","5","4","53","136","96","1","1","5","0","23","10","ZCTA5 93921"
"8600000US93923","12073","11420","10609","54","22","463","15","20","237","653","434","1","7","4","2","151","54","ZCTA5 93923"
"8600000US93924","6279","5730","5414","29","17","108","11","20","131","549","321","7","19","1","0","167","34","ZCTA5 93924"
"8600000US93925","1671","242","220","3","2","7","0","2","8","1429","457","3","11","4","0","938","16","ZCTA5 93925"
"8600000US93926","8726","1056","787","27","12","136","9","6","79","7670","2922","60","129","57","7","4195","300","ZCTA5 93926"
"8600000US93927","17547","1887","1368","139","56","154","12","21","137","15660","5261","49","840","29","1","8901","579","ZCTA5 93927"
"8600000US93928","506","423","315","47","4","37","3","3","14","83","41","11","1","0","0","29","1","ZCTA5 93928"
"8600000US93930","15866","3160","2636","73","61","233","9","28","120","12706","5503","113","323","11","1","6157","598","ZCTA5 93930"
"8600000US93932","592","426","388","10","7","3","0","0","18","166","80","0","0","0","0","83","3","ZCTA5 93932"
"8600000US93933","22406","16431","8469","1653","79","4057","538","49","1586","5975","2095","92","93","121","38","2887","649","ZCTA5 93933"
"8600000US93940","31615","27473","22759","773","116","2464","95","62","1204","4142","2178","48","55","52","2","1406","401","ZCTA5 93940"
"8600000US93943","6","6","4","0","0","1","0","0","1","0","0","0","0","0","0","0","0","ZCTA5 93943"
"8600000US93950","15046","13431","11769","191","53","860","41","25","492","1615","943","8","25","13","8","444","174","ZCTA5 93950"
"8600000US93953","4509","4342","3804","42","9","385","3","23","76","167","116","1","1","2","0","34","13","ZCTA5 93953"
"8600000US93954","302","76","47","0","1","7","0","0","21","226","89","0","4","0","0","129","4","ZCTA5 93954"
"8600000US93955","33359","18889","10891","2616","107","3113","512","51","1599","14470","5310","180","243","109","18","7589","1021","ZCTA5 93955"
"8600000US93960","27080","7892","3836","2868","138","690","98","86","176","19188","9483","81","240","85","6","8658","635","ZCTA5 93960"
"8600000US93962","673","480","438","0","7","25","0","4","6","193","45","0","6","1","0","126","15","ZCTA5 93962"
"8600000US94002","25992","22952","15898","403","44","5117","181","97","1212","3040","1657","21","28","51","18","891","374","ZCTA5 94002"
"8600000US94005","4282","3570","2165","80","10","1059","39","20","197","712","413","0","11","25","2","162","99","ZCTA5 94005"
"8600000US94010","40737","36341","25172","368","37","9044","152","193","1375","4396","2351","35","45","86","10","1369","500","ZCTA5 94010"
"8600000US94014","47014","30922","4988","1444","78","22745","348","168","1151","16092","6715","181","198","271","29","7450","1248","ZCTA5 94014"
"8600000US94015","60927","51047","10724","1982","45","35616","454","337","1889","9880","3898","173","124","348","27","4228","1082","ZCTA5 94015"
"8600000US94019","18424","12946","11653","106","39","691","13","29","415","5478","2489","32","87","20","1","2570","279","ZCTA5 94019"
"8600000US94020","1559","1427","1292","16","2","41","12","4","60","132","82","1","0","0","0","21","28","ZCTA5 94020"
"8600000US94021","192","162","145","1","0","6","0","0","10","30","24","1","0","0","0","0","5","ZCTA5 94021"
"8600000US94022","18500","17890","12691","92","5","4353","37","45","667","610","445","4","25","11","2","72","51","ZCTA5 94022"
"8600000US94024","22385","21500","14859","103","19","5518","27","72","902","885","644","7","8","13","3","96","114","ZCTA5 94024"
"8600000US94025","40526","32811","25275","1581","55","3889","488","88","1435","7715","3500","78","133","34","20","3522","428","ZCTA5 94025"
"8600000US94027","7089","6808","5535","72","5","936","45","18","197","281","170","3","2","1","0","80","25","ZCTA5 94027"
"8600000US94028","6534","6227","5658","24","6","385","2","11","141","307","184","0","4","0","0","81","38","ZCTA5 94028"
"8600000US94030","21536","18981","8740","158","11","9155","197","46","674","2555","1441","21","22","50","17","730","274","ZCTA5 94030"
"8600000US94037","2913","2585","2310","15","9","139","1","6","105","328","180","1","12","3","0","92","40","ZCTA5 94037"
"8600000US94038","3040","2152","1915","22","5","115","9","10","76","888","321","2","38","0","0","475","52","ZCTA5 94038"
"8600000US94040","32996","26143","15289","527","54","8908","109","101","1155","6853","3031","72","89","67","9","3160","425","ZCTA5 94040"
"8600000US94041","13292","9998","6295","259","27","2824","56","33","504","3294","1669","38","41","40","6","1310","190","ZCTA5 94041"
"8600000US94043","28358","22402","12848","808","42","7309","210","105","1080","5956","2795","59","95","63","9","2440","495","ZCTA5 94043"
"8600000US94044","37296","31045","20753","902","124","7045","285","155","1781","6251","3465","74","83","185","30","1553","861","ZCTA5 94044"
"8600000US94060","1554","752","701","4","4","13","3","3","24","802","284","12","4","1","0","472","29","ZCTA5 94060"
"8600000US94061","36245","22206","17681","712","79","2244","323","111","1056","14039","5863","92","175","70","23","7002","814","ZCTA5 94061"
"8600000US94062","25876","22118","19207","264","25","1706","91","65","760","3758","1927","22","35","37","6","1351","380","ZCTA5 94062"
"8600000US94063","30949","8976","5564","724","80","1444","508","113","543","21973","8658","164","255","62","52","11605","1177","ZCTA5 94063"
"8600000US94065","11359","10486","5631","193","10","4049","22","60","521","873","507","18","11","16","0","203","118","ZCTA5 94065"
"8600000US94066","41130","29108","14779","841","89","10232","1348","260","1559","12022","5572","101","157","195","35","4818","1144","ZCTA5 94066"
"8600000US94070","29166","26249","21372","214","32","3315","70","110","1136","2917","1760","19","33","34","3","722","346","ZCTA5 94070"
"8600000US94074","214","194","175","1","1","12","0","2","3","20","13","0","0","0","0","6","1","ZCTA5 94074"
"8600000US94080","63975","42238","14107","1479","139","23053","1067","293","2100","21737","9785","146","257","376","55","9348","1770","ZCTA5 94080"
"8600000US94085","21247","13435","5004","373","44","7227","178","40","569","7812","3466","48","69","55","17","3700","457","ZCTA5 94085"
"8600000US94086","45697","35970","14021","1043","114","19090","166","153","1383","9727","4145","79","142","119","8","4526","708","ZCTA5 94086"
"8600000US94087","54293","49386","23108","746","74","23294","125","132","1907","4907","2501","31","85","95","14","1699","482","ZCTA5 94087"
"8600000US94089","19245","14967","6265","389","60","7483","128","59","583","4278","1800","46","79","39","5","2012","297","ZCTA5 94089"
"8600000US94102","31176","25283","11806","4174","170","7845","113","116","1059","5893","2341","169","136","77","10","2750","410","ZCTA5 94102"
"8600000US94103","27170","21229","10241","2822","225","6887","86","93","875","5941","2555","158","215","79","20","2318","596","ZCTA5 94103"
"8600000US94104","406","375","132","12","1","226","0","0","4","31","8","0","1","0","0","20","2","ZCTA5 94104"
"8600000US94105","5846","5499","3074","124","15","2027","19","16","224","347","239","7","3","11","0","59","28","ZCTA5 94105"
"8600000US94107","26599","23838","14409","1706","69","6389","147","128","990","2761","1344","86","44","58","7","970","252","ZCTA5 94107"
"8600000US94108","13768","12955","4425","239","21","7933","23","25","289","813","435","17","4","28","0","244","85","ZCTA5 94108"
"8600000US94109","55984","49862","30255","2108","182","15150","90","191","1886","6122","3034","110","84","120","8","2196","570","ZCTA5 94109"
"8600000US94110","69333","42738","29125","2251","190","8615","190","202","2165","26595","11420","296","528","227","27","11832","2265","ZCTA5 94110"
"8600000US94111","3713","3520","2016","82","3","1350","2","4","63","193","124","0","0","3","0","44","22","ZCTA5 94111"
"8600000US94112","79407","56249","12008","3090","111","38982","259","191","1608","23158","8970","223","350","374","31","11289","1921","ZCTA5 94112"
"8600000US94114","31124","28188","23031","566","68","3177","37","137","1172","2936","1726","34","71","41","4","757","303","ZCTA5 94114"
"8600000US94115","33021","30403","18698","4042","51","6202","86","110","1214","2618","1361","80","39","61","6","797","274","ZCTA5 94115"
"8600000US94116","43698","41042","15200","480","57","23862","62","90","1291","2656","1434","23","35","138","5","648","373","ZCTA5 94116"
"8600000US94117","39169","35259","26658","2327","100","4238","62","120","1754","3910","2206","82","61","89","8","1030","434","ZCTA5 94117"
"8600000US94118","38319","35876","20165","614","47","13388","62","170","1430","2443","1246","26","59","107","3","695","307","ZCTA5 94118"
"8600000US94121","41203","38685","17570","662","66","18711","44","145","1487","2518","1303","45","50","117","4","644","355","ZCTA5 94121"
"8600000US94122","56023","52597","22301","775","65","27278","81","204","1893","3426","1776","53","55","150","8","927","457","ZCTA5 94122"
"8600000US94123","23088","21833","18552","168","21","2407","20","79","586","1255","917","7","10","22","2","192","105","ZCTA5 94123"
"8600000US94124","33996","25515","1944","11170","99","10329","875","53","1045","8481","2158","286","140","101","22","5073","701","ZCTA5 94124"
"8600000US94127","19289","17578","10640","622","24","5341","26","84","841","1711","1006","27","20","57","2","384","215","ZCTA5 94127"
"8600000US94128","69","48","27","5","0","5","7","0","4","21","12","1","0","0","2","3","3","ZCTA5 94128"
"8600000US94129","3183","2934","2421","66","8","249","21","10","159","249","129","3","4","1","0","58","54","ZCTA5 94129"
"8600000US94130","2880","2217","784","676","16","518","22","8","193","663","227","48","21","7","6","252","102","ZCTA5 94130"
"8600000US94131","26881","23492","16144","1186","61","4910","47","84","1060","3389","1936","47","56","55","19","832","444","ZCTA5 94131"
"8600000US94132","28129","24859","9770","2348","67","11367","85","100","1122","3270","1358","74","46","87","9","1333","363","ZCTA5 94132"
"8600000US94133","26237","24927","10201","553","20","13530","41","48","534","1310","662","26","16","47","2","396","161","ZCTA5 94133"
"8600000US94134","40798","32062","3778","3749","62","22858","612","77","926","8736","2842","154","136","149","28","4684","743","ZCTA5 94134"
"8600000US94158","4792","4443","2101","169","9","1930","16","9","209","349","179","8","12","9","0","103","38","ZCTA5 94158"
"8600000US94301","16995","16138","12341","323","13","2733","26","69","633","857","555","9","11","12","2","195","73","ZCTA5 94301"
"8600000US94303","45467","26460","11234","4694","44","6968","2126","132","1262","19007","6878","260","94","42","36","10868","829","ZCTA5 94303"
"8600000US94304","3627","3453","2259","65","5","995","9","17","103","174","121","4","1","2","1","32","13","ZCTA5 94304"
"8600000US94305","13862","12417","6975","621","76","3754","26","32","933","1445","998","30","10","31","2","234","140","ZCTA5 94305"
"8600000US94306","26469","24394","14935","513","33","7773","58","86","996","2075","1100","39","37","33","3","722","141","ZCTA5 94306"
"8600000US94401","34429","20387","11270","1112","62","5395","1297","115","1136","14042","5250","114","188","69","26","7434","961","ZCTA5 94401"
"8600000US94402","23981","20468","14587","261","24","4399","199","68","930","3513","1794","24","36","43","8","1233","375","ZCTA5 94402"
"8600000US94403","39642","31416","20067","721","56","8466","454","150","1502","8226","3998","57","135","105","27","3192","712","ZCTA5 94403"
"8600000US94404","33749","31414","14550","602","24","14600","186","128","1324","2335","1267","34","18","70","7","566","373","ZCTA5 94404"
"8600000US94501","60212","53037","27809","4124","231","16976","316","231","3350","7175","3448","226","167","202","38","2023","1071","ZCTA5 94501"
"8600000US94502","13600","12683","5659","392","16","5846","26","47","697","917","544","17","12","34","1","162","147","ZCTA5 94502"
"8600000US94503","19681","14586","5632","1497","74","6288","156","47","892","5095","2054","61","68","136","20","2358","398","ZCTA5 94503"
"8600000US94505","13403","11298","9675","528","68","509","41","17","460","2105","1249","20","19","13","10","482","312","ZCTA5 94505"
"8600000US94506","22452","21117","15209","350","27","4631","18","43","839","1335","940","16","11","54","0","170","144","ZCTA5 94506"
"8600000US94507","14889","14033","12337","75","8","1197","13","31","372","856","610","2","11","13","9","95","116","ZCTA5 94507"
"8600000US94508","3661","2972","2318","142","14","339","5","11","143","689","342","10","13","14","0","243","67","ZCTA5 94508"
"8600000US94509","62439","40123","24887","8347","312","3598","434","97","2448","22316","9494","355","341","202","34","9766","2124","ZCTA5 94509"
"8600000US94510","27088","23836","17899","1428","93","2920","96","59","1341","3252","1735","83","42","88","6","837","461","ZCTA5 94510"
"8600000US94511","2137","1857","1709","37","12","38","3","4","54","280","134","3","3","8","1","115","16","ZCTA5 94511"
"8600000US94512","108","83","73","2","0","4","3","0","1","25","6","0","0","0","0","19","0","ZCTA5 94512"
"8600000US94513","54605","39760","29793","3227","191","3991","174","131","2253","14845","7543","195","166","150","33","5306","1452","ZCTA5 94513"
"8600000US94514","1360","837","711","60","5","16","10","1","34","523","252","2","7","0","1","237","24","ZCTA5 94514"
"8600000US94515","7050","4153","3909","25","31","92","4","13","79","2897","1490","8","9","2","8","1076","304","ZCTA5 94515"
"8600000US94516","211","209","186","2","2","12","0","0","7","2","2","0","0","0","0","0","0","ZCTA5 94516"
"8600000US94517","12385","11209","9786","184","45","749","16","38","391","1176","706","3","8","11","3","274","171","ZCTA5 94517"
"8600000US94518","26778","20625","15266","784","75","3156","138","82","1124","6153","2856","70","82","54","14","2439","638","ZCTA5 94518"
"8600000US94519","18453","13936","10863","450","72","1650","138","56","707","4517","2122","49","108","66","8","1711","453","ZCTA5 94519"
"8600000US94520","37208","17524","11097","1691","109","3141","345","72","1069","19684","8643","189","186","75","27","9316","1248","ZCTA5 94520"
"8600000US94521","41249","34010","25342","1081","118","5375","129","117","1848","7239","3902","74","111","126","23","2250","753","ZCTA5 94521"
"8600000US94523","33569","29524","22776","665","69","4530","60","47","1377","4045","2372","32","59","68","5","1037","472","ZCTA5 94523"
"8600000US94525","3127","2633","2226","146","14","102","23","5","117","494","269","6","17","6","1","118","77","ZCTA5 94525"
"8600000US94526","31102","28965","25002","222","30","2582","52","90","987","2137","1576","9","17","24","7","299","205","ZCTA5 94526"
"8600000US94528","964","932","873","0","1","37","0","0","21","32","24","0","0","0","0","5","3","ZCTA5 94528"
"8600000US94530","23877","21205","11534","1813","67","6443","37","115","1196","2672","1207","47","44","52","1","974","347","ZCTA5 94530"
"8600000US94531","40290","30041","11801","8707","144","6727","310","154","2198","10249","4144","268","92","185","40","4365","1155","ZCTA5 94531"
"8600000US94533","69277","46566","20581","11801","331","8523","834","156","4340","22711","8493","460","329","277","79","11033","2040","ZCTA5 94533"
"8600000US94534","36416","30304","17271","3897","133","6763","195","68","1977","6112","2840","117","80","145","17","2102","811","ZCTA5 94534"
"8600000US94535","3793","3201","2132","431","15","256","48","10","309","592","310","30","3","18","4","162","65","ZCTA5 94535"
"8600000US94536","68790","56296","23179","2584","185","26373","426","155","3394","12494","5215","163","235","226","38","5284","1333","ZCTA5 94536"
"8600000US94538","61148","47508","16899","2392","178","24851","397","108","2683","13640","5637","129","187","217","39","6139","1292","ZCTA5 94538"
"8600000US94539","50031","47670","10533","556","49","34903","79","57","1493","2361","1321","32","43","82","13","602","268","ZCTA5 94539"
"8600000US94541","61635","33874","14242","8541","261","7626","978","125","2101","27761","10681","424","464","222","123","13576","2271","ZCTA5 94541"
"8600000US94542","12717","10141","4443","1794","35","2942","178","37","712","2576","1051","58","51","30","9","1124","253","ZCTA5 94542"
"8600000US94544","73026","39208","11684","7745","222","13993","2593","178","2793","33818","12468","396","384","312","126","17713","2419","ZCTA5 94544"
"8600000US94545","29707","20562","4982","2678","116","10317","1063","80","1326","9145","3517","144","209","131","47","4358","739","ZCTA5 94545"
"8600000US94546","42209","34260","22787","2331","130","6857","270","114","1771","7949","3851","171","133","127","33","2633","1001","ZCTA5 94546"
"8600000US94547","24092","20578","4030","4452","65","10804","93","104","1030","3514","1289","110","37","155","9","1460","454","ZCTA5 94547"
"8600000US94548","412","295","271","7","0","5","1","0","11","117","80","0","3","1","0","16","17","ZCTA5 94548"
"8600000US94549","26864","25293","21679","185","45","2357","29","63","935","1571","1132","12","26","30","1","203","167","ZCTA5 94549"
"8600000US94550","46896","39075","32958","825","126","3386","112","128","1540","7821","4333","59","104","82","33","2433","777","ZCTA5 94550"
"8600000US94551","36867","27423","21633","760","131","3413","122","81","1283","9444","3900","82","123","82","13","4425","819","ZCTA5 94551"
"8600000US94552","14454","13087","6430","569","21","5333","66","25","643","1367","829","20","21","35","2","280","180","ZCTA5 94552"
"8600000US94553","47065","39397","31974","1513","223","3471","165","94","1957","7668","4185","65","123","83","28","2280","904","ZCTA5 94553"
"8600000US94555","34143","30935","6172","1211","47","21552","162","68","1723","3208","1386","36","53","128","15","1192","398","ZCTA5 94555"
"8600000US94556","15229","14314","11142","163","12","2323","14","42","618","915","583","12","14","18","0","163","125","ZCTA5 94556"
"8600000US94558","66830","45205","41513","560","260","1518","118","84","1152","21625","10111","94","231","60","18","10007","1104","ZCTA5 94558"
"8600000US94559","27184","16486","15080","148","124","536","17","37","544","10698","5176","41","141","21","12","4769","538","ZCTA5 94559"
"8600000US94560","42573","27579","11726","1908","95","11404","601","101","1744","14994","5840","94","184","167","20","7634","1055","ZCTA5 94560"
"8600000US94561","36515","23837","17497","2489","182","2118","120","76","1355","12678","5976","122","150","138","23","5059","1210","ZCTA5 94561"
"8600000US94563","17672","16864","13926","142","16","2018","24","54","684","808","625","6","5","7","0","67","98","ZCTA5 94563"
"8600000US94564","18287","14290","6792","2385","60","4104","61","73","815","3997","1670","60","87","64","2","1668","446","ZCTA5 94564"
"8600000US94565","84641","46070","17084","13086","279","11726","741","217","2937","38571","14896","570","463","287","51","19207","3097","ZCTA5 94565"
"8600000US94566","40884","36515","26870","547","87","7486","52","76","1397","4369","2509","38","57","72","8","1239","446","ZCTA5 94566"
"8600000US94567","623","466","426","1","4","9","1","1","24","157","93","0","4","0","0","43","17","ZCTA5 94567"
"8600000US94568","46016","39356","20374","4214","164","12159","277","141","2027","6660","3254","133","82","151","10","2314","716","ZCTA5 94568"
"8600000US94569","198","188","167","3","2","7","0","0","9","10","10","0","0","0","0","0","0","ZCTA5 94569"
"8600000US94571","7911","6817","5797","360","49","370","21","5","215","1094","639","13","14","1","1","350","76","ZCTA5 94571"
"8600000US94572","8684","6547","2867","1364","31","1757","62","20","446","2137","929","43","22","35","0","865","243","ZCTA5 94572"
"8600000US94573","94","56","54","0","0","0","0","0","2","38","22","0","0","0","0","13","3","ZCTA5 94573"
"8600000US94574","8742","6165","5819","32","22","157","13","22","100","2577","1122","12","32","3","1","1290","117","ZCTA5 94574"
"8600000US94575","974","761","515","101","4","72","10","1","58","213","114","7","1","4","1","75","11","ZCTA5 94575"
"8600000US94576","164","134","121","1","0","6","0","0","6","30","23","0","4","0","0","3","0","ZCTA5 94576"
"8600000US94577","45560","32196","13247","5671","168","11173","326","116","1495","13364","5133","206","221","117","26","6502","1159","ZCTA5 94577"
"8600000US94578","38558","25449","8315","7560","112","7839","345","88","1190","13109","4537","264","200","116","31","6961","1000","ZCTA5 94578"
"8600000US94579","20571","16194","5431","1308","38","8656","112","29","620","4377","1844","51","103","86","10","1867","416","ZCTA5 94579"
"8600000US94580","27152","17370","8114","1613","90","6457","203","67","826","9782","3923","96","185","119","16","4557","886","ZCTA5 94580"
"8600000US94582","38537","35974","14666","1162","57","18248","56","66","1719","2563","1502","46","17","97","9","533","359","ZCTA5 94582"
"8600000US94583","34859","31112","20936","831","72","7716","86","91","1380","3747","2205","52","61","86","6","889","448","ZCTA5 94583"
"8600000US94585","28263","21469","8350","5513","96","5210","315","68","1917","6794","2620","201","101","122","23","2841","886","ZCTA5 94585"
"8600000US94586","925","837","729","1","3","51","5","1","47","88","58","0","3","0","2","18","7","ZCTA5 94586"
"8600000US94587","69516","53621","10009","4194","116","35052","839","138","3273","15895","6631","208","213","311","53","7115","1364","ZCTA5 94587"
"8600000US94588","30842","27826","17004","584","65","8845","74","79","1175","3016","1881","36","30","43","1","633","392","ZCTA5 94588"
"8600000US94589","29876","21495","4699","7139","64","7886","338","74","1295","8381","2916","174","70","109","28","4275","809","ZCTA5 94589"
"8600000US94590","35420","25757","10608","8572","188","4254","276","81","1778","9663","3311","276","101","107","17","4902","949","ZCTA5 94590"
"8600000US94591","53042","43906","14321","9629","225","16284","592","150","2705","9136","3233","257","147","300","38","3838","1323","ZCTA5 94591"
"8600000US94592","742","653","254","81","3","273","1","3","38","89","20","3","1","4","0","31","30","ZCTA5 94592"
"8600000US94595","16425","15643","13740","174","18","1224","38","60","389","782","573","6","8","14","1","110","70","ZCTA5 94595"
"8600000US94596","20037","17706","14406","424","16","2119","26","36","679","2331","1296","22","18","24","0","745","226","ZCTA5 94596"
"8600000US94597","20277","18103","13802","465","50","2864","43","66","813","2174","1256","30","24","31","5","568","260","ZCTA5 94597"
"8600000US94598","25818","24120","18870","276","48","3872","43","60","951","1698","1096","8","20","33","10","339","192","ZCTA5 94598"
"8600000US94599","3021","2724","2542","36","19","50","0","6","71","297","161","2","12","1","0","91","30","ZCTA5 94599"
"8600000US94601","50294","23255","3933","8833","246","8842","336","104","961","27039","8841","423","621","99","26","15428","1601","ZCTA5 94601"
"8600000US94602","28329","24423","11443","4923","113","6508","85","89","1262","3906","1486","159","87","62","1","1598","513","ZCTA5 94602"
"8600000US94603","31403","14880","819","11598","67","1365","419","60","552","16523","5604","269","165","31","22","9598","834","ZCTA5 94603"
"8600000US94605","39016","30341","5789","20171","88","2436","330","84","1443","8675","2749","395","161","52","34","4490","794","ZCTA5 94605"
"8600000US94606","36672","29416","5560","6886","121","15453","124","137","1135","7256","2067","260","135","78","15","4024","677","ZCTA5 94606"
"8600000US94607","24978","21835","4115","9445","75","7143","42","51","964","3143","852","162","79","49","3","1656","342","ZCTA5 94607"
"8600000US94608","28019","24610","8690","10015","86","4290","66","111","1352","3409","1215","200","101","40","1","1429","423","ZCTA5 94608"
"8600000US94609","20596","18259","8711","6694","69","1588","38","103","1056","2337","885","153","84","36","7","839","333","ZCTA5 94609"
"8600000US94610","29287","26793","15497","5329","68","4242","38","150","1469","2494","1165","118","51","49","7","744","360","ZCTA5 94610"
"8600000US94611","36565","34143","23942","2964","64","5111","55","178","1829","2422","1350","79","40","63","2","494","394","ZCTA5 94611"
"8600000US94612","14389","12619","3443","4154","60","4308","37","44","573","1770","562","100","29","31","6","821","221","ZCTA5 94612"
"8600000US94613","715","550","335","69","1","84","1","2","58","165","71","4","3","4","0","62","21","ZCTA5 94613"
"8600000US94618","16046","14977","11663","770","17","1728","10","62","727","1069","647","19","27","18","0","200","158","ZCTA5 94618"
"8600000US94619","23299","19543","6958","6093","89","5135","129","76","1063","3756","1391","159","86","48","0","1646","426","ZCTA5 94619"
"8600000US94621","29870","13489","675","10534","71","1217","391","40","561","16381","5393","372","185","58","18","9468","887","ZCTA5 94621"
"8600000US94702","15979","13746","7386","3502","54","1876","47","84","797","2233","891","91","75","22","6","834","314","ZCTA5 94702"
"8600000US94703","19846","17307","9969","3541","50","2539","30","103","1075","2539","1016","96","42","40","2","1012","331","ZCTA5 94703"
"8600000US94704","25592","22944","10882","1126","51","9444","26","92","1323","2648","1200","47","44","61","5","1022","269","ZCTA5 94704"
"8600000US94705","12762","11958","9403","475","25","1435","20","62","538","804","482","18","15","7","2","197","83","ZCTA5 94705"
"8600000US94706","19615","17647","9876","684","43","5909","34","112","989","1968","1031","23","46","36","5","517","310","ZCTA5 94706"
"8600000US94707","11710","11098","9145","235","10","1134","7","39","528","612","406","6","19","12","0","93","76","ZCTA5 94707"
"8600000US94708","10985","10440","8529","204","6","1116","14","67","504","545","346","5","9","8","1","82","94","ZCTA5 94708"
"8600000US94709","11806","10938","7110","325","18","2876","17","45","547","868","530","17","10","20","1","171","119","ZCTA5 94709"
"8600000US94710","6948","5131","2518","1497","10","694","16","40","356","1817","587","60","43","20","0","944","163","ZCTA5 94710"
"8600000US94720","2964","2567","1130","83","6","1164","0","6","178","397","181","9","3","8","0","167","29","ZCTA5 94720"
"8600000US94801","29395","12238","3520","6238","56","1701","101","106","516","17157","6032","214","135","47","29","9792","908","ZCTA5 94801"
"8600000US94803","24904","19761","9041","3958","91","5140","146","135","1250","5143","2091","126","109","59","10","2108","640","ZCTA5 94803"
