"GEO_ID","P005001","P005002","P005003","P005004","P005005","P005006","P005007","P005008","P005009","P005010","P005011","P005012","P005013","P005014","P005015","P005016","P005017","NAME"
"id","Total","Total!!Not Hispanic or Latino","Total!!Not Hispanic or Latino!!White alone","Total!!Not Hispanic or Latino!!Black or African American alone","Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Total!!Not Hispanic or Latino!!Asian alone","Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Total!!Not Hispanic or Latino!!Some Other Race alone","Total!!Not Hispanic or Latino!!Two or More Races","Total!!Hispanic or Latino","Total!!Hispanic or Latino!!White alone","Total!!Hispanic or Latino!!Black or African American alone","Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Total!!Hispanic or Latino!!Asian alone","Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Total!!Hispanic or Latino!!Some Other Race alone","Total!!Hispanic or Latino!!Two or More Races","Geographic Area Name"
"8600000US92082","19037","13462","11360","113","981","480","35","36","457","5575","1751","7","241","16","4","3086","470","ZCTA5 92082"
"8600000US92083","36975","14483","10947","1040","136","1142","315","50","853","22492","10355","177","349","50","22","10461","1078","ZCTA5 92083"
"8600000US92084","47654","25594","21513","1123","178","1339","250","78","1113","22060","10341","185","415","83","22","9804","1210","ZCTA5 92084"
"8600000US92086","1573","1295","1081","25","113","36","0","2","38","278","188","0","11","0","0","68","11","ZCTA5 92086"
"8600000US92091","1048","1008","944","5","2","37","0","1","19","40","30","0","0","1","0","6","3","ZCTA5 92091"
"8600000US92101","37095","29645","22123","3313","204","2702","91","104","1108","7450","3954","178","121","58","15","2593","531","ZCTA5 92101"
"8600000US92102","43267","16028","8160","4285","103","2472","143","91","774","27239","11017","339","275","106","22","14288","1192","ZCTA5 92102"
"8600000US92103","31066","26678","22977","807","107","1779","63","79","866","4388","2744","56","53","51","10","1154","320","ZCTA5 92103"
"8600000US92104","44414","28846","20572","3868","190","2452","164","132","1468","15568","6711","249","251","97","23","7188","1049","ZCTA5 92104"
"8600000US92105","69813","32093","8121","9441","167","12569","228","133","1434","37720","13922","534","400","169","40","20882","1773","ZCTA5 92105"
"8600000US92106","19330","17212","15367","503","69","608","56","73","536","2118","1208","29","49","26","1","584","221","ZCTA5 92106"
"8600000US92107","28651","25659","23393","470","117","703","55","135","786","2992","1754","35","60","30","7","786","320","ZCTA5 92107"
"8600000US92108","18858","15577","11377","1080","69","2107","95","60","789","3281","1811","63","40","73","4","1039","251","ZCTA5 92108"
"8600000US92109","45787","40236","36530","575","123","1488","100","180","1240","5551","3081","43","68","58","11","1831","459","ZCTA5 92109"
"8600000US92110","25341","20723","16958","1199","76","1331","100","119","940","4618","2539","97","72","78","8","1380","444","ZCTA5 92110"
"8600000US92111","45096","32587","19793","2420","171","8217","231","126","1629","12509","5310","175","249","107","32","5626","1010","ZCTA5 92111"
"8600000US92113","56066","15023","4932","7076","135","1730","269","77","804","41043","16270","499","351","153","43","22159","1568","ZCTA5 92113"
"8600000US92114","65433","38666","5687","14666","148","15287","729","99","2050","26767","10236","658","283","298","96","13579","1617","ZCTA5 92114"
"8600000US92115","58560","41222","24314","6068","171","8325","219","166","1959","17338","7984","393","241","175","42","7142","1361","ZCTA5 92115"
"8600000US92116","31680","22864","17559","2440","119","1486","97","94","1069","8816","4004","170","146","87","24","3745","640","ZCTA5 92116"
"8600000US92117","51332","40030","32065","1003","160","4674","198","133","1797","11302","5140","88","155","123","26","4712","1058","ZCTA5 92117"
"8600000US92118","23575","20394","17180","1401","145","838","90","36","704","3181","2073","143","46","40","6","668","205","ZCTA5 92118"
"8600000US92119","23057","19822","16802","823","78","1190","109","51","769","3235","2021","61","45","30","13","736","329","ZCTA5 92119"
"8600000US92120","26317","22612","18924","936","92","1599","75","57","929","3705","2229","49","49","59","8","952","359","ZCTA5 92120"
"8600000US92121","4179","3780","2135","54","4","1414","5","10","158","399","219","3","4","16","0","110","47","ZCTA5 92121"
"8600000US92122","43728","39646","23716","639","56","13549","72","141","1473","4082","2322","45","27","77","9","1246","356","ZCTA5 92122"
"8600000US92123","26823","21631","13791","2275","154","3778","193","76","1364","5192","2672","167","81","88","33","1581","570","ZCTA5 92123"
"8600000US92124","30443","25566","18524","1885","128","3047","160","75","1747","4877","2532","120","48","73","18","1399","687","ZCTA5 92124"
"8600000US92126","73343","63146","23737","3166","197","31903","492","208","3443","10197","4480","206","116","308","25","3921","1141","ZCTA5 92126"
"8600000US92127","39337","35608","21981","917","67","10623","93","111","1816","3729","2359","60","36","94","17","726","437","ZCTA5 92127"
"8600000US92128","47490","43483","30414","1046","93","10050","96","77","1707","4007","2562","34","39","94","6","835","437","ZCTA5 92128"
"8600000US92129","51536","46475","27041","1254","93","15341","139","125","2482","5061","2930","72","58","124","8","1270","599","ZCTA5 92129"
"8600000US92130","48940","45248","30668","394","53","12216","37","130","1750","3692","2704","23","25","53","3","563","321","ZCTA5 92130"
"8600000US92131","32787","30022","20577","707","73","7212","58","92","1303","2765","1807","27","34","67","9","493","328","ZCTA5 92131"
"8600000US92132","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ZCTA5 92132"
"8600000US92134","198","164","102","28","3","21","0","0","10","34","13","2","2","1","0","10","6","ZCTA5 92134"
"8600000US92135","571","497","409","57","1","18","0","0","12","74","40","3","1","1","1","18","10","ZCTA5 92135"
"8600000US92139","35125","22005","4639","4412","55","11004","417","75","1403","13120","6007","339","142","285","46","5319","982","ZCTA5 92139"
"8600000US92140","3435","2791","2400","141","45","87","16","8","94","644","382","7","9","2","3","199","42","ZCTA5 92140"
"8600000US92145","1449","1289","705","63","0","446","6","3","66","160","60","8","0","3","0","57","32","ZCTA5 92145"
"8600000US92147","559","484","384","56","1","27","3","2","11","75","48","3","0","0","0","17","7","ZCTA5 92147"
"8600000US92154","79708","27318","10296","4169","157","10389","272","250","1785","52390","28388","398","370","428","95","20465","2246","ZCTA5 92154"
"8600000US92155","550","451","324","69","5","28","3","2","20","99","47","5","3","0","1","38","5","ZCTA5 92155"
"8600000US92173","29429","1993","810","343","17","617","42","14","150","27436","16355","91","213","62","32","9800","883","ZCTA5 92173"
"8600000US92201","61827","15457","12680","1234","137","874","25","73","434","46370","23106","232","469","201","14","20691","1657","ZCTA5 92201"
"8600000US92203","25605","14786","12901","510","107","857","25","29","357","10819","5650","89","130","63","2","4357","528","ZCTA5 92203"
"8600000US92210","4677","4495","4330","26","20","76","2","1","40","182","129","0","0","5","0","37","11","ZCTA5 92210"
"8600000US92211","24294","21227","19647","406","57","763","28","39","287","3067","1677","34","36","35","0","1079","206","ZCTA5 92211"
"8600000US92220","31638","19009","13775","2051","841","1567","43","34","698","12629","6454","154","371","39","5","4703","903","ZCTA5 92220"
"8600000US92222","45","19","19","0","0","0","0","0","0","26","6","0","0","0","0","19","1","ZCTA5 92222"
"8600000US92223","43605","27275","20713","2219","364","2846","71","73","989","16330","8164","125","293","101","18","6484","1145","ZCTA5 92223"
"8600000US92225","24310","11374","7271","3179","174","298","29","168","255","12936","7420","147","101","29","8","4705","526","ZCTA5 92225"
"8600000US92227","26234","5137","4203","377","92","247","20","17","181","21097","10148","142","161","122","25","9632","867","ZCTA5 92227"
"8600000US92230","2550","1407","1075","132","59","38","14","0","89","1143","687","5","31","0","0","358","62","ZCTA5 92230"
"8600000US92231","39073","1270","696","51","26","418","1","44","34","37803","22770","86","181","90","21","13025","1630","ZCTA5 92231"
"8600000US92233","8099","2925","1093","1604","51","78","21","18","60","5174","2335","24","33","25","4","2569","184","ZCTA5 92233"
"8600000US92234","51151","21068","16485","1108","228","2448","47","69","683","30083","16005","236","312","113","8","11939","1470","ZCTA5 92234"
"8600000US92236","41083","1490","968","140","56","169","13","29","115","39593","18784","177","250","98","21","19301","962","ZCTA5 92236"
"8600000US92239","223","178","167","1","0","3","0","0","7","45","8","0","5","0","0","28","4","ZCTA5 92239"
"8600000US92240","34722","15551","11815","2134","193","689","72","29","619","19171","8779","226","258","85","23","8810","990","ZCTA5 92240"
"8600000US92241","8803","5427","5089","100","49","73","9","11","96","3376","1442","14","51","6","1","1738","124","ZCTA5 92241"
"8600000US92242","1539","1356","1236","15","47","2","1","0","55","183","89","3","5","0","0","64","22","ZCTA5 92242"
"8600000US92243","48030","9494","7132","959","113","871","23","60","336","38536","22212","246","488","207","17","13294","2072","ZCTA5 92243"
"8600000US92249","7334","274","179","21","8","43","0","2","21","7060","3948","28","32","12","0","2624","416","ZCTA5 92249"
"8600000US92250","8285","2009","1867","25","13","49","3","1","51","6276","3554","18","46","44","5","2418","191","ZCTA5 92250"
"8600000US92251","21583","6708","4291","1822","59","350","9","29","148","14875","9461","78","150","84","5","4321","776","ZCTA5 92251"
"8600000US92252","9647","8056","7246","257","81","124","17","12","319","1591","851","24","46","11","6","441","212","ZCTA5 92252"
"8600000US92253","37262","26045","23583","599","97","1088","25","62","591","11217","5805","102","132","83","16","4457","622","ZCTA5 92253"
"8600000US92254","12768","326","222","25","18","31","6","12","12","12442","4151","49","63","6","6","7804","363","ZCTA5 92254"
"8600000US92256","3588","3057","2840","38","50","34","4","5","86","531","267","3","23","0","0","182","56","ZCTA5 92256"
"8600000US92257","2326","1383","1199","82","25","42","0","7","28","943","411","9","14","18","1","434","56","ZCTA5 92257"
"8600000US92258","861","246","173","55","5","7","0","0","6","615","225","7","12","0","1","351","19","ZCTA5 92258"
"8600000US92259","390","297","288","1","2","5","0","0","1","93","72","0","0","2","0","17","2","ZCTA5 92259"
"8600000US92260","31753","23558","21621","436","98","926","26","45","406","8195","4342","62","78","26","6","3301","380","ZCTA5 92260"
"8600000US92262","26179","18186","14939","1460","190","1007","27","54","509","7993","3490","92","102","36","11","3859","403","ZCTA5 92262"
"8600000US92264","19383","15733","13962","413","91","921","33","16","297","3650","2081","42","97","19","0","1185","226","ZCTA5 92264"
"8600000US92266","234","189","171","1","5","1","0","0","11","45","8","1","0","0","0","31","5","ZCTA5 92266"
"8600000US92267","126","113","112","0","1","0","0","0","0","13","6","0","1","0","0","6","0","ZCTA5 92267"
"8600000US92268","574","553","523","8","2","3","0","1","16","21","16","0","1","0","0","2","2","ZCTA5 92268"
"8600000US92270","17220","15256","14067","235","61","639","13","30","211","1964","1202","21","33","12","1","568","127","ZCTA5 92270"
"8600000US92273","1823","259","192","21","0","17","2","1","26","1564","551","3","7","11","0","850","142","ZCTA5 92273"
"8600000US92274","19801","2054","1527","77","183","132","8","18","109","17747","6620","42","156","20","1","10465","443","ZCTA5 92274"
"8600000US92275","1506","743","640","39","12","32","0","1","19","763","398","1","3","0","0","333","28","ZCTA5 92275"
"8600000US92276","7585","3543","3212","80","33","110","8","15","85","4042","2428","24","40","16","2","1407","125","ZCTA5 92276"
"8600000US92277","23911","19075","14731","1746","209","855","318","40","1176","4836","2430","131","93","31","21","1557","573","ZCTA5 92277"
"8600000US92278","3846","3058","2515","243","59","130","16","3","92","788","460","14","8","10","2","253","41","ZCTA5 92278"
"8600000US92280","14","13","7","3","2","0","0","0","1","1","1","0","0","0","0","0","0","ZCTA5 92280"
"8600000US92281","2432","350","311","9","6","7","0","2","15","2082","845","12","47","6","0","1109","63","ZCTA5 92281"
"8600000US92282","1239","869","743","51","26","25","0","1","23","370","179","1","8","6","0","154","22","ZCTA5 92282"
"8600000US92283","3158","1983","637","48","1184","11","0","1","102","1175","550","6","223","14","0","290","92","ZCTA5 92283"
"8600000US92284","25095","20711","18725","649","177","487","43","35","595","4384","2375","66","108","22","11","1417","385","ZCTA5 92284"
"8600000US92285","2632","2209","2066","20","39","25","1","2","56","423","249","4","15","0","0","131","24","ZCTA5 92285"
"8600000US92301","32725","13751","5816","6241","106","530","178","105","775","18974","8772","315","317","97","19","8414","1040","ZCTA5 92301"
"8600000US92304","17","7","3","0","0","0","0","0","4","10","2","0","0","0","0","5","3","ZCTA5 92304"
"8600000US92305","535","446","422","0","3","5","1","1","14","89","38","1","1","0","0","45","4","ZCTA5 92305"
"8600000US92307","37630","27479","21904","3156","195","893","136","80","1115","10151","4680","160","221","46","21","4173","850","ZCTA5 92307"
"8600000US92308","39837","28027","22353","3084","221","1151","137","54","1027","11810","5465","208","240","48","12","4884","953","ZCTA5 92308"
"8600000US92309","763","253","212","1","6","10","14","4","6","510","108","0","2","0","0","383","17","ZCTA5 92309"
"8600000US92310","8845","6584","4567","1008","67","379","110","30","423","2261","914","78","36","23","10","886","314","ZCTA5 92310"
"8600000US92311","31894","18437","12260","3525","384","820","308","29","1111","13457","5749","215","325","75","36","5869","1188","ZCTA5 92311"
"8600000US92313","12025","7317","5575","637","42","735","21","35","272","4708","2330","32","78","39","11","1863","355","ZCTA5 92313"
"8600000US92314","10162","8222","7697","64","92","81","14","16","258","1940","729","8","55","4","12","971","161","ZCTA5 92314"
"8600000US92315","5094","4009","3742","21","37","72","10","9","118","1085","532","1","11","6","0","486","49","ZCTA5 92315"
"8600000US92316","30830","6525","4439","1195","84","433","52","39","283","24305","11897","131","281","71","8","10940","977","ZCTA5 92316"
"8600000US92320","7788","6048","5678","75","67","83","9","5","131","1740","1031","13","32","7","0","555","102","ZCTA5 92320"
"8600000US92321","1522","1030","961","3","3","13","8","0","42","492","340","0","2","0","0","123","27","ZCTA5 92321"
"8600000US92322","1257","1083","988","4","7","13","2","2","67","174","111","0","5","0","0","42","16","ZCTA5 92322"
"8600000US92324","56505","16542","7903","4771","137","2575","137","100","919","39963","17231","415","603","174","40","19563","1937","ZCTA5 92324"
"8600000US92325","9391","7814","7223","87","92","77","11","14","310","1577","874","16","28","5","7","459","188","ZCTA5 92325"
"8600000US92327","632","497","420","7","51","3","4","1","11","135","55","1","4","0","0","63","12","ZCTA5 92327"
"8600000US92328","445","397","360","7","16","2","4","2","6","48","42","0","0","0","0","6","0","ZCTA5 92328"
"8600000US92332","65","46","39","2","5","0","0","0","0","19","3","0","3","0","0","11","2","ZCTA5 92332"
"8600000US92333","472","438","425","0","0","5","3","0","5","34","27","0","0","0","0","3","4","ZCTA5 92333"
"8600000US92335","95397","17463","10863","3974","189","1380","291","104","662","77934","35499","593","952","159","44","37052","3635","ZCTA5 92335"
"8600000US92336","88419","39584","16982","11028","203","9129","170","197","1875","48835","23991","674","586","259","41","20587","2697","ZCTA5 92336"
"8600000US92337","37849","11271","4373","3740","100","2398","61","72","527","26578","13799","277","212","109","5","10943","1233","ZCTA5 92337"
"8600000US92338","12","10","10","0","0","0","0","0","0","2","0","0","0","0","0","2","0","ZCTA5 92338"
"8600000US92339","885","778","711","5","8","11","0","5","38","107","63","0","0","1","0","21","22","ZCTA5 92339"
"8600000US92341","410","360","348","0","2","2","0","0","8","50","35","0","0","2","0","9","4","ZCTA5 92341"
"8600000US92342","6379","5142","4401","332","36","209","15","9","140","1237","677","10","16","4","1","416","113","ZCTA5 92342"
"8600000US92344","20769","11650","8967","1315","105","791","51","43","378","9119","3956","100","118","42","18","4313","572","ZCTA5 92344"
"8600000US92345","78715","40918","33828","3787","378","1139","178","138","1470","37797","15513","297","628","147","54","18832","2326","ZCTA5 92345"
"8600000US92346","54923","32617","20492","6168","273","3946","171","74","1493","22306","10785","290","312","135","14","9292","1478","ZCTA5 92346"
"8600000US92347","1692","1013","903","48","17","15","1","3","26","679","255","1","7","0","0","377","39","ZCTA5 92347"
"8600000US92352","8004","6588","6186","62","35","89","11","10","195","1416","809","3","14","13","5","477","95","ZCTA5 92352"
"8600000US92354","21559","16769","7642","1730","51","6424","135","66","721","4790","2333","92","32","77","15","1830","411","ZCTA5 92354"
"8600000US92356","6455","4847","4298","187","75","106","6","2","173","1608","688","12","46","3","0","746","113","ZCTA5 92356"
"8600000US92358","707","606","557","6","2","23","0","0","18","101","53","0","5","0","0","27","16","ZCTA5 92358"
"8600000US92359","8103","5238","4291","352","47","294","20","23","211","2865","1443","30","69","11","6","1124","182","ZCTA5 92359"
"8600000US92363","5321","4156","3357","94","470","36","6","2","191","1165","519","6","132","2","3","350","153","ZCTA5 92363"
"8600000US92364","90","68","54","2","3","1","0","4","4","22","14","0","0","0","0","8","0","ZCTA5 92364"
"8600000US92365","2637","1987","1790","77","9","31","19","4","57","650","267","1","19","5","0","296","62","ZCTA5 92365"
"8600000US92368","1113","523","459","10","11","14","0","0","29","590","269","14","24","1","0","252","30","ZCTA5 92368"
"8600000US92371","16763","11841","10474","282","79","547","34","28","397","4922","2040","30","82","21","9","2390","350","ZCTA5 92371"
"8600000US92372","6220","4757","4376","52","26","170","2","7","124","1463","767","2","25","3","0","506","160","ZCTA5 92372"
"8600000US92373","33423","26914","21448","1336","124","2892","65","77","972","6509","3446","95","116","59","9","2196","588","ZCTA5 92373"
"8600000US92374","40267","24631","17983","2367","122","2919","152","68","1020","15636","7523","163","289","76","25","6482","1078","ZCTA5 92374"
"8600000US92376","81516","23652","8608","11941","201","1425","258","146","1073","57864","26720","668","690","176","44","26863","2703","ZCTA5 92376"
"8600000US92377","19989","9443","4166","4073","47","609","92","41","415","10546","4875","162","149","43","12","4719","586","ZCTA5 92377"
"8600000US92378","183","137","125","1","0","4","1","0","6","46","19","1","4","0","0","22","0","ZCTA5 92378"
"8600000US92382","5268","4535","4208","25","35","56","7","11","193","733","458","4","15","2","1","143","110","ZCTA5 92382"
"8600000US92384","36","36","32","1","1","1","0","0","1","0","0","0","0","0","0","0","0","ZCTA5 92384"
"8600000US92385","313","291","267","9","0","5","4","4","2","22","7","0","1","0","0","8","6","ZCTA5 92385"
"8600000US92386","2270","1872","1730","8","35","17","3","2","77","398","204","3","23","1","2","111","54","ZCTA5 92386"
"8600000US92389","156","148","121","1","8","2","0","0","16","8","4","0","0","0","0","1","3","ZCTA5 92389"
"8600000US92391","2534","1777","1622","16","23","27","4","2","83","757","492","1","14","2","0","210","38","ZCTA5 92391"
"8600000US92392","54858","29090","17344","7425","238","2153","195","132","1603","25768","11388","337","362","153","48","11819","1661","ZCTA5 92392"
"8600000US92394","33237","17026","7289","6842","358","1333","133","78","993","16211","7415","317","300","79","26","6932","1142","ZCTA5 92394"
"8600000US92395","42400","24644","16565","5045","225","1366","112","102","1229","17756","6720","275","321","94","26","8832","1488","ZCTA5 92395"
"8600000US92397","4894","4306","4069","35","25","57","7","5","108","588","362","7","6","4","0","133","76","ZCTA5 92397"
"8600000US92398","1379","1031","921","33","17","30","2","3","25","348","118","5","12","0","0","172","41","ZCTA5 92398"
"8600000US92399","52606","38480","34793","805","264","1377","63","88","1090","14126","7114","107","246","73","12","5510","1064","ZCTA5 92399"
"8600000US92401","1932","753","242","412","17","42","1","2","37","1179","445","19","22","5","1","623","64","ZCTA5 92401"
"8600000US92404","58271","26142","14287","8619","261","1422","191","105","1257","32129","13143","507","548","107","32","15874","1918","ZCTA5 92404"
"8600000US92405","28873","10575","5814","3607","144","342","76","43","549","18298","7455","206","340","45","21","9243","988","ZCTA5 92405"
"8600000US92407","56689","25913","14913","7025","213","2228","111","150","1273","30776","12993","447","426","132","34","14932","1812","ZCTA5 92407"
"8600000US92408","15271","7184","2510","1862","82","2253","56","68","353","8087","3189","138","169","51","14","4120","406","ZCTA5 92408"
"8600000US92410","49410","13054","4724","5944","166","1303","168","52","697","36356","16552","372","392","95","20","17279","1646","ZCTA5 92410"
"8600000US92411","26214","6327","916","4386","79","536","147","26","237","19887","9186","240","304","44","21","9275","817","ZCTA5 92411"
"8600000US92501","20970","10105","6606","1894","110","884","94","30","487","10865","4998","134","168","48","5","4901","611","ZCTA5 92501"
"8600000US92503","84519","35720","24537","3794","362","5110","297","153","1467","48799","21749","373","682","193","64","23279","2459","ZCTA5 92503"
"8600000US92504","53778","27687","21137","3014","239","1893","144","101","1159","26091","12542","225","381","86","46","11138","1673","ZCTA5 92504"
"8600000US92505","47672","20077","12832","2548","203","3252","249","101","892","27595","12763","265","391","106","36","12586","1448","ZCTA5 92505"
"8600000US92506","44001","31279","25598","2277","188","1965","94","69","1088","12722","6796","169","228","70","16","4483","960","ZCTA5 92506"
"8600000US92507","58002","30980","14552","5662","193","8686","188","169","1530","27022","11105","393","362","167","25","13484","1486","ZCTA5 92507"
"8600000US92508","35000","24547","16458","2957","98","3807","82","71","1074","10453","5186","113","109","82","19","4032","912","ZCTA5 92508"
"8600000US92509","75196","24789","18967","2559","245","1823","190","120","885","50407","20362","268","545","85","41","26591","2515","ZCTA5 92509"
"8600000US92518","1162","990","751","167","6","35","2","0","29","172","63","4","4","0","0","93","8","ZCTA5 92518"
"8600000US92530","50216","24413","19809","1786","216","1224","130","99","1149","25803","11048","219","337","80","34","12292","1793","ZCTA5 92530"
"8600000US92532","18644","11745","7952","1132","58","1971","48","30","554","6899","3578","65","67","49","3","2600","537","ZCTA5 92532"
"8600000US92536","3810","3032","2788","30","46","54","7","10","97","778","447","5","15","1","2","250","58","ZCTA5 92536"
"8600000US92539","4734","3575","3188","33","188","46","4","11","105","1159","504","14","51","1","1","513","75","ZCTA5 92539"
"8600000US92543","33555","19450","15830","1938","238","512","93","51","788","14105","5873","151","306","61","21","6737","956","ZCTA5 92543"
"8600000US92544","44734","30020","26174","1581","433","771","81","34","946","14714","7143","175","381","56","14","5789","1156","ZCTA5 92544"
"8600000US92545","39457","27263","21909","2307","238","1561","129","41","1078","12194","5765","151","298","76","24","4898","982","ZCTA5 92545"
"8600000US92548","6643","3319","2993","115","36","52","20","5","98","3324","1232","22","57","0","6","1799","208","ZCTA5 92548"
"8600000US92549","3926","3438","3129","32","24","134","4","2","113","488","352","0","6","1","2","91","36","ZCTA5 92549"
"8600000US92551","30815","12494","4029","5721","79","1711","154","67","733","18321","7391","219","152","67","24","9467","1001","ZCTA5 92551"
"8600000US92553","73722","27133","9950","11334","195","3438","454","131","1631","46589","19457","691","513","144","47","23309","2428","ZCTA5 92553"
"8600000US92555","39076","22028","9113","7582","121","3733","174","114","1191","17048","7322","324","204","118","21","7993","1066","ZCTA5 92555"
"8600000US92557","50320","26831","13730","8566","184","2552","214","76","1509","23489","10359","468","281","115","35","10705","1526","ZCTA5 92557"
"8600000US92561","1661","1472","1346","11","72","15","0","2","26","189","104","2","27","0","0","41","15","ZCTA5 92561"
"8600000US92562","62079","47082","38051","2470","220","4056","176","83","2026","14997","8042","221","181","119","45","4937","1452","ZCTA5 92562"
"8600000US92563","53892","39339","26304","3462","227","6819","217","92","2218","14553","8163","255","191","164","21","4319","1440","ZCTA5 92563"
"8600000US92567","9459","4297","3850","125","63","90","20","17","132","5162","1990","8","81","6","2","2773","302","ZCTA5 92567"
"8600000US92570","53697","16865","11067","3891","163","842","90","87","725","36832","16011","303","363","47","19","18587","1502","ZCTA5 92570"
"8600000US92571","52516","15185","5544","6241","95","1999","200","128","978","37331","15852","437","318","152","16","18873","1683","ZCTA5 92571"
"8600000US92582","15649","7728","5156","1227","117","749","34","32","413","7921","3370","71","118","28","12","3815","507","ZCTA5 92582"
"8600000US92583","30236","14753","11324","1487","640","538","69","32","663","15483","6493","159","355","59","10","7443","964","ZCTA5 92583"
"8600000US92584","43400","30126","22904","2379","155","2979","172","70","1467","13274","7031","159","145","101","26","4732","1080","ZCTA5 92584"
"8600000US92585","17797","9677","7658","791","68","674","58","28","400","8120","3433","71","92","84","17","3922","501","ZCTA5 92585"
"8600000US92586","19815","15272","13167","965","100","575","52","39","374","4543","2706","27","73","25","6","1432","274","ZCTA5 92586"
"8600000US92587","16675","12039","11001","262","63","274","53","29","357","4636","2747","37","90","15","3","1429","315","ZCTA5 92587"
"8600000US92590","3660","2392","2046","50","13","194","2","2","85","1268","646","5","11","2","0","530","74","ZCTA5 92590"
"8600000US92591","38272","28302","21890","1520","185","3288","115","56","1248","9970","5582","141","149","90","19","3183","806","ZCTA5 92591"
"8600000US92592","72492","56385","43127","2474","764","6914","232","117","2757","16107","8996","213","360","162","32","4749","1595","ZCTA5 92592"
"8600000US92595","29851","19830","16394","915","179","1373","50","52","867","10021","4657","103","165","68","11","4283","734","ZCTA5 92595"
"8600000US92596","23172","16581","11686","1333","113","2353","112","25","959","6591","3415","124","102","71","14","2331","534","ZCTA5 92596"
"8600000US92602","22871","20613","8408","424","11","10638","39","37","1056","2258","1327","25","10","36","8","580","272","ZCTA5 92602"
"8600000US92603","20184","19091","10961","140","10","7046","14","45","875","1093","689","9","2","39","1","235","118","ZCTA5 92603"
"8600000US92604","26853","23930","13931","405","28","8428","46","92","1000","2923","1856","30","19","54","7","696","261","ZCTA5 92604"
"8600000US92606","21495","19309","7904","440","28","9806","26","51","1054","2186","1227","30","16","55","7","635","216","ZCTA5 92606"
"8600000US92610","11248","9727","6825","172","28","2165","14","15","508","1521","997","19","11","35","2","312","145","ZCTA5 92610"
"8600000US92612","27522","25164","13713","506","29","9554","41","64","1257","2358","1278","31","23","55","1","735","235","ZCTA5 92612"
"8600000US92614","24748","22460","11857","445","28","8694","37","67","1332","2288","1319","31","18","53","2","596","269","ZCTA5 92614"
"8600000US92617","14044","12325","5182","231","13","6143","8","62","686","1719","787","17","18","58","5","688","146","ZCTA5 92617"
"8600000US92618","16366","14649","7476","285","25","6085","38","46","694","1717","1123","23","22","24","2","363","160","ZCTA5 92618"
"8600000US92620","38486","35359","16471","622","30","16377","46","90","1723","3127","1815","28","30","81","6","800","367","ZCTA5 92620"
"8600000US92624","7248","5824","5339","45","27","203","8","11","191","1424","736","7","31","6","0","570","74","ZCTA5 92624"
"8600000US92625","12478","11869","10970","46","20","588","12","17","216","609","462","2","1","8","2","73","61","ZCTA5 92625"
"8600000US92626","49341","36983","27795","855","130","6326","274","104","1499","12358","5945","109","166","107","12","5054","965","ZCTA5 92626"
"8600000US92627","61510","34330","29871","502","136","2201","216","143","1261","27180","12463","179","255","65","29","12743","1446","ZCTA5 92627"
"8600000US92629","25756","21569","19864","208","81","822","29","50","515","4187","2467","32","87","20","0","1304","277","ZCTA5 92629"
"8600000US92630","59182","42807","32708","905","157","7155","146","141","1595","16375","8488","115","173","82","17","6456","1044","ZCTA5 92630"
"8600000US92637","16012","15363","13418","104","18","1613","10","20","180","649","532","5","7","11","0","72","22","ZCTA5 92637"
"8600000US92646","55224","48892","40422","376","156","5885","169","105","1779","6332","4285","42","110","60","9","1237","589","ZCTA5 92646"
"8600000US92647","57245","41447","31017","764","170","7291","232","102","1871","15798","7373","72","218","86","21","6933","1095","ZCTA5 92647"
"8600000US92648","45317","39187","32522","297","114","4642","112","106","1394","6130","3811","38","87","69","7","1591","527","ZCTA5 92648"
"8600000US92649","32463","28286","23858","202","92","3019","82","82","951","4177","2570","26","45","65","3","1037","431","ZCTA5 92649"
"8600000US92651","23881","22185","20521","169","38","831","13","52","561","1696","1202","20","28","14","2","310","120","ZCTA5 92651"
"8600000US92653","29291","23039","17918","359","53","3586","40","59","1024","6252","3334","45","53","37","17","2405","361","ZCTA5 92653"
"8600000US92655","8337","5887","1667","57","24","3940","38","10","151","2450","1106","9","41","30","2","1145","117","ZCTA5 92655"
"8600000US92656","49046","40893","30521","905","81","7106","80","140","2060","8153","4884","77","64","96","10","2310","712","ZCTA5 92656"
"8600000US92657","9741","9232","7043","45","4","1697","2","24","417","509","351","0","6","6","0","91","55","ZCTA5 92657"
"8600000US92660","34797","32293","28498","249","66","2610","31","64","775","2504","1753","27","16","28","3","449","228","ZCTA5 92660"
"8600000US92661","3744","3511","3335","30","7","65","8","7","59","233","144","1","7","1","0","55","25","ZCTA5 92661"
"8600000US92662","2756","2636","2552","10","9","35","0","2","28","120","100","1","1","0","0","12","6","ZCTA5 92662"
"8600000US92663","21649","19449","17741","186","46","915","42","51","468","2200","1406","14","40","14","14","556","156","ZCTA5 92663"
"8600000US92672","34464","27673","25536","186","133","923","54","52","789","6791","3982","43","130","37","10","2235","354","ZCTA5 92672"
