"B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M","GEO_ID","NAME"
"61230","1572","16378","843","2173","347","1900","342","65","48","11602","791","150","170","155","86","333","86","38","33","295","84","44852","1412","11101","1076","222","165","491","296","65","78","0","28","32174","1292","799","232","565","194","234","115","8600000US90006","ZCTA5 90006"
"41979","1410","21040","1127","7443","673","4256","622","41","40","8296","627","167","148","165","100","672","190","104","71","568","180","20939","1085","4862","645","104","39","189","97","110","61","0","25","15160","1245","514","181","373","172","141","57","8600000US90007","ZCTA5 90007"
"32060","1361","24144","1049","1224","289","20681","1162","93","78","990","262","48","58","245","137","863","314","31","37","832","313","7916","1103","4366","917","370","218","8","12","0","25","0","25","2737","677","435","262","146","67","289","250","8600000US90008","ZCTA5 90008"
"3524","383","3151","402","489","141","179","130","10","16","2421","383","0","12","15","21","37","44","13","19","24","39","373","159","176","122","20","32","0","12","15","23","0","12","156","83","6","10","6","10","0","12","8600000US90010","ZCTA5 90010"
"104762","2289","10379","1004","623","215","8660","992","112","82","548","180","134","198","192","158","110","73","51","53","59","44","94383","2147","37374","2100","319","161","936","521","23","25","10","16","54650","2683","1071","385","626","289","445","189","8600000US90011","ZCTA5 90011"
"32543","1082","23348","879","5152","489","3979","382","110","101","13272","808","61","51","153","90","621","189","90","94","531","151","9195","746","4286","551","95","53","78","55","57","48","0","25","4232","731","447","168","247","133","200","93","8600000US90012","ZCTA5 90012"
"11668","1007","9891","904","3506","533","3522","533","38","54","1927","252","24","54","109","124","765","228","46","60","719","220","1777","353","843","231","0","19","87","90","8","13","11","17","664","244","164","87","86","54","78","57","8600000US90013","ZCTA5 90013"
"7191","559","5949","477","3152","383","1293","390","41","50","1043","184","31","50","68","72","321","128","52","66","269","120","1242","259","521","155","0","17","9","15","22","30","0","17","541","210","149","84","34","30","115","80","8600000US90014","ZCTA5 90014"
"19378","1004","7009","624","2460","402","1387","382","14","18","2981","530","11","16","17","24","139","71","0","19","139","71","12369","815","4154","645","43","42","227","151","31","35","9","15","7633","725","272","108","205","97","67","53","8600000US90015","ZCTA5 90015"
"47079","1382","22085","1029","3272","542","15865","954","107","99","1602","301","0","25","220","103","1019","239","227","157","792","222","24994","1277","14016","1219","332","150","238","154","25","38","0","25","9730","1264","653","270","456","223","197","121","8600000US90016","ZCTA5 90016"
"25772","861","8560","620","3178","388","1270","273","23","21","3853","500","18","28","0","22","218","118","34","51","184","95","17212","948","5644","741","102","61","460","271","27","27","5","7","10655","1141","319","160","229","143","90","79","8600000US90017","ZCTA5 90017"
"51639","1306","22325","1226","2210","344","16765","1208","20","15","2052","409","56","83","549","237","673","254","75","49","598","246","29314","1501","7470","1102","648","251","599","481","0","28","24","28","19666","1781","907","330","751","308","156","110","8600000US90018","ZCTA5 90018"
"68530","1788","36250","1516","9938","825","13247","987","89","67","10849","804","63","76","560","316","1504","410","95","52","1409","401","32280","1820","14362","1429","265","133","673","475","35","42","0","28","16277","1537","668","219","489","190","179","110","8600000US90019","ZCTA5 90019"
"40170","1290","26655","1147","4612","602","2052","441","104","72","18729","1032","170","209","73","72","915","265","92","126","823","219","13515","1209","6859","1013","87","75","65","62","118","74","0","25","6167","886","219","125","169","115","50","30","8600000US90020","ZCTA5 90020"
"2954","357","1480","228","545","134","702","203","30","48","89","52","0","12","0","12","114","68","32","48","82","48","1474","283","457","191","0","12","0","12","0","12","0","12","1017","295","0","12","0","12","0","12","8600000US90021","ZCTA5 90021"
"67191","1813","2554","561","1491","446","219","154","0","28","663","234","15","24","118","95","48","33","6","8","42","31","64637","1913","38949","2304","63","51","478","293","8","11","5","10","24016","1831","1118","389","872","338","246","148","8600000US90022","ZCTA5 90022"
"46611","1586","1519","322","882","259","244","151","8","13","366","139","0","25","0","25","19","24","0","25","19","24","45092","1659","28508","1762","179","157","200","141","36","57","0","25","15498","1315","671","249","493","212","178","121","8600000US90023","ZCTA5 90023"
"49737","1377","44228","1336","27048","1056","869","206","24","25","13923","999","39","44","168","141","2157","362","65","44","2092","364","5509","671","3236","440","42","39","45","39","84","53","0","25","1605","482","497","196","85","48","412","190","8600000US90024","ZCTA5 90024"
"46520","1443","37878","1527","24739","1337","1291","389","0","25","9471","882","36","33","41","41","2300","463","102","87","2198","434","8642","1180","4565","738","73","61","791","639","20","32","0","25","2723","805","470","181","112","81","358","158","8600000US90025","ZCTA5 90025"
"67557","1663","31604","1170","16514","809","2168","558","184","135","11228","1006","88","59","109","123","1313","260","136","112","1177","231","35953","1508","21296","1563","296","170","989","440","211","98","0","28","12019","1087","1142","410","764","267","378","299","8600000US90026","ZCTA5 90026"
"46043","1278","36314","995","27252","1074","1263","256","7","11","6031","739","34","44","191","107","1536","310","118","71","1418","297","9729","813","3459","467","69","81","69","69","64","40","13","16","5667","831","388","125","247","104","141","78","8600000US90027","ZCTA5 90027"
"31122","1370","21139","1169","15158","955","2502","500","203","162","2379","416","11","17","67","50","819","231","38","44","781","236","9983","890","2159","414","103","100","38","58","224","214","45","64","7101","896","313","167","204","129","109","79","8600000US90028","ZCTA5 90028"
"40242","1186","17954","1067","9503","756","911","206","12","27","6911","679","40","52","51","33","526","215","55","62","471","198","22288","1123","6062","912","64","65","110","79","25","24","21","33","15601","1122","405","138","251","107","154","79","8600000US90029","ZCTA5 90029"
"38940","1468","12552","940","2658","387","235","115","31","32","9162","841","56","39","88","103","322","219","0","25","322","219","26388","1354","11892","1068","64","60","287","164","29","44","0","25","13400","1292","716","318","308","189","408","268","8600000US90031","ZCTA5 90031"
"47285","1427","9001","772","3372","483","689","230","138","143","4425","528","44","53","84","73","249","108","54","51","195","86","38284","1357","17445","1271","137","92","302","175","107","71","2","4","19513","1488","778","273","529","229","249","136","8600000US90032","ZCTA5 90032"
"49156","1465","4477","588","1233","287","668","170","45","34","2415","516","59","59","11","18","46","40","1","2","45","40","44679","1521","31389","1984","108","89","219","143","64","43","12","18","12304","1377","583","213","396","164","187","102","8600000US90033","ZCTA5 90033"
"57443","1334","41164","1102","22081","881","5202","684","126","85","11031","906","150","99","402","204","2172","328","433","221","1739","263","16279","1277","12050","1340","311","141","97","65","59","47","37","43","3022","529","703","219","545","234","158","87","8600000US90034","ZCTA5 90034"
"30582","1118","27373","1106","21466","969","2193","438","16","25","2278","490","10","14","195","178","1215","258","32","31","1183","259","3209","500","1246","275","61","67","0","25","11","18","7","11","1620","436","264","106","109","69","155","80","8600000US90035","ZCTA5 90035"
"37931","1245","34486","1326","23442","1028","1836","485","76","71","7162","726","99","89","314","202","1557","505","63","46","1494","490","3445","627","1356","382","96","68","29","32","39","46","12","19","1619","404","294","136","166","104","128","76","8600000US90036","ZCTA5 90036"
"61451","1874","14294","984","1032","300","11775","1020","101","65","636","229","0","28","360","169","390","167","98","79","292","146","47157","1853","16208","1514","225","89","469","296","10","16","0","28","29385","2054","860","308","565","229","295","215","8600000US90037","ZCTA5 90037"
"28155","1140","12231","761","8287","625","1578","376","9","14","1442","299","0","22","152","93","763","263","177","96","586","251","15924","990","3407","612","48","52","109","90","0","22","0","22","11920","889","440","162","280","112","160","132","8600000US90038","ZCTA5 90038"
"28436","1167","17659","815","10954","556","648","395","14","18","5045","463","71","64","84","89","843","237","64","62","779","219","10777","886","5257","760","16","19","78","57","191","148","0","22","4895","786","340","140","97","55","243","135","8600000US90039","ZCTA5 90039"
"12812","500","573","263","171","114","113","82","107","112","115","137","0","19","18","20","49","48","0","19","49","48","12239","577","9507","776","0","19","18","19","0","19","0","19","2454","589","260","127","81","67","179","105","8600000US90040","ZCTA5 90040"
"28405","1051","17392","1073","8738","694","364","119","7","11","7419","682","104","90","47","44","713","213","26","28","687","209","11013","1044","6401","1015","30","28","198","122","386","241","0","22","3018","637","980","361","494","263","486","274","8600000US90041","ZCTA5 90041"
"63109","1686","20518","875","9849","639","1640","387","124","76","7716","676","97","71","222","151","870","185","37","30","833","192","42591","1675","19668","1374","203","87","861","419","196","175","27","33","20219","1553","1417","316","643","187","774","254","8600000US90042","ZCTA5 90042"
"44328","1641","30177","1446","1689","413","26485","1457","29","30","562","266","34","46","367","247","1011","350","31","27","980","350","14151","1234","6604","992","492","164","146","137","80","86","35","49","6378","977","416","161","220","119","196","124","8600000US90043","ZCTA5 90043"
"90155","2473","34167","1534","948","298","31408","1548","66","67","472","202","7","12","257","154","1009","366","90","95","919","348","55988","2366","20789","1820","430","191","295","176","0","28","8","13","33802","1978","664","197","315","122","349","166","8600000US90044","ZCTA5 90044"
"41145","1239","33809","1266","20517","944","5297","740","60","67","5553","709","70","57","158","94","2154","437","11","13","2143","438","7336","800","4276","632","69","71","29","53","5","10","0","25","2261","488","696","267","281","175","415","210","8600000US90045","ZCTA5 90045"
"50923","1283","45174","1325","37597","1215","2142","401","48","46","2854","482","41","46","373","100","2119","431","139","90","1980","406","5749","681","2767","431","38","38","59","65","59","41","8","12","2161","455","657","222","348","163","309","149","8600000US90046","ZCTA5 90046"
"48306","1648","33394","1587","648","255","31197","1575","22","24","299","207","93","87","152","148","983","330","38","43","945","327","14912","1324","7474","1070","237","189","180","129","69","84","0","25","6585","1088","367","221","214","155","153","157","8600000US90047","ZCTA5 90047"
"22722","828","20621","852","17007","838","548","221","35","48","2078","379","12","18","45","46","896","229","121","99","775","218","2101","473","1175","418","10","15","0","22","5","7","0","22","698","218","213","141","147","126","66","68","8600000US90048","ZCTA5 90048"
"35581","878","33494","844","28582","979","446","223","11","19","3216","412","0","25","29","26","1210","274","31","38","1179","267","2087","390","1572","324","18","19","63","79","12","15","0","25","269","114","153","92","42","43","111","69","8600000US90049","ZCTA5 90049"
"8118","719","7465","710","1011","283","5938","766","0","17","272","132","0","17","0","17","244","157","0","17","244","157","653","314","341","225","118","112","0","17","0","17","0","17","127","115","67","77","24","39","43","70","8600000US90056","ZCTA5 90056"
"48302","1334","14684","796","2579","308","2059","352","17","19","9526","742","31","31","84","60","388","151","65","74","323","136","33618","1223","10310","1122","134","90","406","263","72","48","0","25","22309","1386","387","165","259","121","128","119","8600000US90057","ZCTA5 90057"
"2674","565","379","145","90","52","192","95","0","12","84","83","0","12","0","12","13","16","0","12","13","16","2295","568","1041","428","20","24","0","12","0","12","0","12","1195","476","39","43","25","24","14","21","8600000US90058","ZCTA5 90058"
"46027","1944","15378","1336","368","211","14167","1315","13","14","327","223","0","25","262","220","241","129","66","71","175","90","30649","1904","17199","1970","242","124","53","63","0","25","65","100","12137","1434","953","298","555","249","398","225","8600000US90059","ZCTA5 90059"
"27203","1198","10072","881","179","81","9484","845","30","39","76","61","7","10","59","99","237","163","13","21","224","161","17131","1261","8633","1296","159","121","133","148","0","22","0","22","7889","999","317","166","234","143","83","73","8600000US90061","ZCTA5 90061"
"33690","1673","12336","998","322","131","10713","1012","0","25","389","188","78","73","452","277","382","169","109","89","273","134","21354","1607","6078","1157","453","248","115","114","0","25","0","25","14420","1349","288","137","192","96","96","102","8600000US90062","ZCTA5 90062"
"54142","1592","1961","400","800","253","205","153","19","18","701","227","22","35","105","77","109","63","9","14","100","62","52181","1686","21308","1436","78","64","147","97","64","70","2","9","29947","1918","635","230","424","177","211","146","8600000US90063","ZCTA5 90063"
"27032","1078","23365","1000","16591","861","994","325","10","15","4777","559","85","85","64","52","844","218","53","48","791","227","3667","574","2821","550","30","47","79","69","19","25","0","22","568","268","150","121","86","74","64","93","8600000US90064","ZCTA5 90064"
"46965","1504","17904","907","9034","577","778","234","0","25","7180","639","29","30","73","66","810","235","30","30","780","230","29061","1262","15843","1285","141","87","469","220","305","183","0","25","11511","1003","792","299","349","152","443","241","8600000US90065","ZCTA5 90065"
"59258","1263","41465","1048","27870","1030","1945","398","145","85","8422","782","90","52","274","163","2719","399","96","55","2623","396","17793","1227","8676","1003","109","81","1522","610","99","70","0","28","6131","991","1256","411","764","317","492","217","8600000US90066","ZCTA5 90066"
"2355","330","2316","331","1801","307","6","15","0","12","453","96","28","47","0","12","28","46","0","12","28","46","39","37","30","27","0","12","0","12","0","12","0","12","0","12","9","15","0","12","9","15","8600000US90067","ZCTA5 90067"
"21450","938","19424","922","15996","889","700","258","40","51","1549","363","8","13","74","61","1057","259","47","53","1010","245","2026","370","966","248","0","22","45","55","20","32","0","22","671","232","324","164","213","121","111","94","8600000US90068","ZCTA5 90068"
"20435","784","17948","788","14614","828","994","322","31","39","1266","333","32","52","138","96","873","257","77","79","796","259","2487","603","1179","384","26","38","31","36","36","41","26","42","854","337","335","171","225","149","110","96","8600000US90069","ZCTA5 90069"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","8600000US90071","ZCTA5 90071"
"915","410","742","315","333","137","321","179","0","12","53","43","2","4","11","25","22","35","0","12","22","35","173","120","124","99","11","24","4","9","4","9","0","12","24","34","6","13","0","12","6","13","8600000US90073","ZCTA5 90073"
"8912","568","8236","536","6845","516","213","155","0","17","863","262","0","17","18","28","297","138","14","22","283","133","676","323","558","318","0","17","0","17","0","17","0","17","63","59","55","44","55","44","0","17","8600000US90077","ZCTA5 90077"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","8600000US90079","ZCTA5 90079"
"3680","562","3267","513","1576","314","200","100","5","10","1246","265","24","20","36","29","180","64","28","27","152","63","413","149","190","109","0","12","0","12","6","11","0","12","191","82","26","24","20","22","6","10","8600000US90089","ZCTA5 90089"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","8600000US90090","ZCTA5 90090"
"8072","789","7215","767","3672","583","1033","360","0","17","2205","613","0","17","0","17","305","150","13","21","292","148","857","238","392","159","20","32","0","17","14","22","0","17","213","156","218","148","124","160","94","88","8600000US90094","ZCTA5 90094"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","8600000US90095","ZCTA5 90095"
"102786","56","5522","637","3570","496","766","281","104","55","822","291","146","154","25","30","89","69","0","28","89","69","97264","644","69775","1767","253","126","250","157","29","30","12","19","25682","1554","1263","306","865","245","398","161","8600000US90201","ZCTA5 90201"
"20957","862","19981","896","17079","917","250","108","8","13","2020","522","0","22","118","186","506","218","67","69","439","201","976","240","599","196","0","22","0","22","0","22","0","22","186","119","191","178","191","178","0","22","8600000US90210","ZCTA5 90210"
"8129","528","7522","512","6178","482","129","121","9","14","912","171","9","15","0","17","285","129","0","17","285","129","607","229","417","158","0","17","0","17","0","17","0","17","155","126","35","50","35","50","0","17","8600000US90211","ZCTA5 90211"
"12915","736","12067","780","10110","921","107","79","12","20","933","344","0","19","26","47","879","409","135","150","744","373","848","287","519","224","17","25","12","19","0","19","0","19","184","145","116","103","32","48","84","97","8600000US90212","ZCTA5 90212"
"51271","1457","21977","1195","1484","465","19067","1084","60","90","665","329","254","284","106","84","341","167","30","34","311","163","29294","1398","15538","1401","164","80","151","110","5","7","0","28","12586","1396","850","360","622","345","228","126","8600000US90220","ZCTA5 90220"
"53922","1516","12458","925","588","216","10950","890","30","35","458","273","53","82","0","28","379","146","0","28","379","146","41464","1472","22406","1629","369","182","229","185","4","9","12","17","17733","1842","711","242","653","237","58","41","8600000US90221","ZCTA5 90221"
"32195","1537","9733","843","294","135","8729","814","140","169","151","108","101","150","133","126","185","99","31","46","154","88","22462","1364","11942","1421","69","44","54","62","106","132","0","25","10118","1363","173","76","107","58","66","52","8600000US90222","ZCTA5 90222"
"32692","851","21892","894","12610","955","2708","617","23","32","5164","614","22","23","304","201","1061","259","16","28","1045","265","10800","897","7894","934","46","51","208","189","42","48","0","25","2208","467","402","199","196","136","206","146","8600000US90230","ZCTA5 90230"
"14810","626","11262","625","7294","571","954","290","2","4","2363","418","0","19","0","19","649","202","20","34","629","200","3548","481","2794","468","40","66","5","9","29","28","0","19","571","292","109","87","30","40","79","72","8600000US90232","ZCTA5 90232"
"26426","992","7059","594","3967","451","572","459","15","23","2248","405","0","22","46","40","211","138","8","16","203","137","19367","911","14460","1339","9","12","30","35","191","182","0","22","4193","1024","484","273","245","213","239","182","8600000US90240","ZCTA5 90240"
"44815","1264","10802","711","6272","567","1052","334","28","27","2865","450","30","30","116","150","439","159","35","43","404","154","34013","1438","24166","1750","131","156","58","50","114","116","20","29","8404","1087","1120","300","861","273","259","134","8600000US90241","ZCTA5 90241"
"41982","1329","11914","964","6375","867","2415","631","35","39","2591","387","172","220","64","60","262","108","34","39","228","105","30068","1359","19233","1372","101","103","124","126","71","53","10","18","9862","1056","667","240","533","204","134","105","8600000US90242","ZCTA5 90242"
"16901","27","13827","472","11275","517","275","125","22","35","1259","240","28","25","15","19","953","329","0","19","953","329","3074","470","2173","459","11","17","60","60","0","19","33","51","412","220","385","225","214","153","171","143","8600000US90245","ZCTA5 90245"
"47706","1147","25166","886","3192","457","9061","740","59","51","11735","731","68","57","210","136","841","242","62","88","779","233","22540","1174","8553","1116","152","86","105","91","139","58","0","25","12852","1490","739","253","444","196","295","136","8600000US90247","ZCTA5 90247"
"10592","706","6268","544","989","201","1712","421","17","23","3313","317","23","22","40","47","174","88","0","19","174","88","4324","639","2376","558","55","47","4","7","101","86","0","19","1652","448","136","80","128","81","8","12","8600000US90248","ZCTA5 90248"
"26795","1157","16879","966","3486","501","7561","927","41","51","4245","393","455","434","358","298","733","269","20","18","713","266","9916","1001","3102","496","80","66","327","413","106","69","45","55","5779","939","477","248","277","194","200","151","8600000US90249","ZCTA5 90249"
"96987","1271","42908","1636","10488","804","20416","1441","85","65","6534","690","781","514","411","202","4193","833","105","78","4088","826","54079","1945","25511","1970","418","165","380","219","210","123","36","52","22585","1890","4939","1200","889","314","4050","1103","8600000US90250","ZCTA5 90250"
"19726","27","18164","333","16127","505","262","181","171","108","927","240","0","19","103","71","574","211","0","19","574","211","1562","331","1209","277","0","19","0","19","0","19","0","19","96","65","257","162","120","122","137","102","8600000US90254","ZCTA5 90254"
"75770","861","2352","473","1142","232","244","99","65","60","573","234","199","262","38","26","91","59","8","12","83","57","73418","1015","48880","1472","161","91","186","116","78","102","24","25","23296","1668","793","278","391","216","402","160","8600000US90255","ZCTA5 90255"
"35569","645","14651","965","6132","628","2807","605","41","40","4128","640","458","378","139","102","946","388","77","98","869","378","20918","870","11328","1192","204","152","96","119","310","332","0","25","6910","1027","2070","657","552","235","1518","612","8600000US90260","ZCTA5 90260"
"71197","108","8560","753","1647","288","6070","736","57","61","498","163","128","123","62","44","98","80","0","28","98","80","62637","773","37177","1665","262","160","413","228","42","38","0","28","23748","1589","995","316","506","188","489","225","8600000US90262","ZCTA5 90262"
"1887","209","1558","199","791","137","73","49","14","18","563","108","0","12","9","17","108","59","0","12","108","59","329","100","217","76","0","12","4","8","12","15","0","12","66","44","30","25","2","4","28","25","8600000US90263","ZCTA5 90263"
"18394","438","16742","530","14722","546","347","138","57","59","869","220","7","10","5","7","735","315","30","46","705","286","1652","351","1087","288","0","19","13","24","29","37","0","19","343","151","180","188","121","137","59","82","8600000US90265","ZCTA5 90265"
"35573","34","32639","459","26819","666","312","162","237","172","3392","383","7","11","185","137","1687","378","142","166","1545","377","2934","463","1845","434","33","38","9","13","23","34","0","25","465","170","559","179","472","182","87","53","8600000US90266","ZCTA5 90266"
"27575","116","578","191","413","152","103","62","11","13","27","27","0","22","12","17","12","13","0","22","12","13","26997","232","22173","743","0","22","28","40","0","22","0","22","4567","696","229","104","162","96","67","59","8600000US90270","ZCTA5 90270"
"23151","774","22074","755","19326","735","283","192","28","33","1199","222","2","4","8","13","1228","366","8","15","1220","363","1077","274","999","270","0","22","1","4","0","22","0","22","40","32","37","39","17","18","20","35","8600000US90272","ZCTA5 90272"
"25503","301","23492","443","15898","686","386","171","53","53","5951","558","9","16","71","56","1124","279","52","50","1072","270","2011","441","1300","368","41","34","0","22","39","35","0","22","440","285","191","117","96","89","95","74","8600000US90274","ZCTA5 90274"
"42545","93","38304","631","23033","808","916","378","18","29","11736","661","394","309","179","196","2028","490","232","226","1796","456","4241","634","2818","610","28","35","0","25","62","58","0","25","893","366","440","222","343","215","97","61","8600000US90275","ZCTA5 90275"
"35204","1062","30291","1001","25065","931","609","254","61","61","3249","534","11","16","186","128","1110","283","11","17","1099","283","4913","614","3148","501","63","78","39","44","16","34","0","25","1223","371","424","172","203","139","221","103","8600000US90277","ZCTA5 90277"
"40582","836","33444","1021","23085","957","1466","706","101","86","5847","558","18","30","271","149","2656","463","65","56","2591","450","7138","770","4677","708","42","40","43","62","120","91","23","38","1728","496","505","181","260","129","245","111","8600000US90278","ZCTA5 90278"
"95219","38","4429","473","2943","400","690","282","0","28","470","171","108","61","30","43","188","75","0","28","188","75","90790","477","52518","2159","287","146","416","185","34","31","7","11","35852","1971","1676","518","1004","373","672","284","8600000US90280","ZCTA5 90280"
"5974","681","5701","661","5287","599","47","53","17","26","199","143","0","17","31","56","120","102","8","15","112","98","273","163","187","119","46","71","0","17","0","17","0","17","17","44","23","36","0","17","23","36","8600000US90290","ZCTA5 90290"
"27277","796","21969","710","18291","793","1393","369","36","28","1123","245","16","28","45","51","1065","329","0","22","1065","329","5308","544","4020","629","53","41","119","115","0","22","0","22","908","342","208","87","101","51","107","60","8600000US90291","ZCTA5 90291"
"22482","1371","20647","1263","16404","1224","1444","593","0","22","1746","458","99","107","378","234","576","217","34","53","542","220","1835","499","1318","374","0","22","0","22","0","22","0","22","436","266","81","72","68","70","13","22","8600000US90292","ZCTA5 90292"
