"B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M","GEO_ID","NAME"
"3702","567","3341","517","516","145","153","114","39","64","2463","440","42","57","8","12","120","78","8","12","112","77","361","242","242","222","19","29","0","12","18","28","0","12","76","55","6","8","6","8","0","12","8600000US90010","ZCTA5 90010"
"109414","2394","9760","820","657","188","8206","817","129","109","517","160","21","23","56","49","174","81","27","29","147","75","99654","2558","49785","2593","301","137","940","408","43","33","10","15","47375","2458","1200","409","718","328","482","204","8600000US90011","ZCTA5 90011"
"35913","1339","25547","989","5595","468","4695","476","230","161","13988","839","84","53","169","88","786","200","76","54","710","178","10366","874","4389","554","129","75","128","80","31","34","0","26","5158","811","531","175","289","148","242","113","8600000US90012","ZCTA5 90012"
"11937","941","10077","945","3509","503","3597","584","91","74","2118","247","73","111","52","66","637","199","86","89","551","179","1860","351","773","214","47","74","66","72","0","19","13","20","815","231","146","89","91","63","55","52","8600000US90013","ZCTA5 90013"
"8335","787","7007","747","3359","454","1713","471","45","69","1486","287","0","17","41","36","363","147","14","23","349","148","1328","290","717","244","0","17","6","9","9","21","15","35","452","163","129","90","54","54","75","72","8600000US90014","ZCTA5 90014"
"21801","1032","8086","690","2682","400","1341","292","10","11","3651","505","13","19","34","37","355","143","44","68","311","129","13715","928","5351","689","150","111","149","121","26","30","10","15","7699","940","330","176","248","159","82","73","8600000US90015","ZCTA5 90015"
"46581","1292","21782","1116","4246","536","13937","1032","49","52","2266","391","31","33","248","169","1005","276","117","87","888","240","24799","1280","15119","1360","268","145","75","59","0","26","0","26","8955","1073","382","138","145","59","237","122","8600000US90016","ZCTA5 90016"
"26728","1001","9531","621","2893","332","1737","349","9","14","4364","557","96","108","4","8","428","210","70","75","358","194","17197","977","7862","951","62","52","318","184","41","39","4","7","8640","920","270","144","132","84","138","106","8600000US90017","ZCTA5 90017"
"53256","1722","21542","1125","2839","347","15139","1108","0","29","2607","405","70","95","266","122","621","199","38","28","583","196","31714","1462","9271","1211","332","166","457","273","47","52","47","40","20951","1525","609","192","406","158","203","114","8600000US90018","ZCTA5 90018"
"66245","2142","35499","1493","9632","741","12588","1023","93","64","11101","1003","78","82","523","373","1484","291","106","68","1378","279","30746","1841","12088","1216","503","255","470","373","72","65","72","73","16751","1895","790","251","536","221","254","123","8600000US90019","ZCTA5 90019"
"39102","1196","26815","1142","4862","621","2447","498","119","80","17822","953","408","383","76","69","1081","339","152","184","929","275","12287","998","5868","913","95","68","211","247","104","66","0","26","5895","1066","114","82","82","56","32","33","8600000US90020","ZCTA5 90020"
"2922","385","1514","219","677","177","544","136","33","51","88","37","0","12","15","24","157","66","32","51","125","59","1408","335","619","249","14","22","39","65","0","12","0","12","724","217","12","20","12","20","0","12","8600000US90021","ZCTA5 90021"
"65890","1692","3010","645","1405","406","334","292","136","131","883","330","22","27","109","92","121","123","0","29","121","123","62880","1762","31722","2267","88","57","465","264","37","26","7","13","29595","1895","966","367","620","319","346","174","8600000US90022","ZCTA5 90022"
"46780","1511","1584","285","709","188","451","167","9","14","361","140","0","26","0","26","54","46","0","26","54","46","45196","1548","29193","1571","185","160","244","143","13","21","0","26","14989","1352","572","215","437","181","135","89","8600000US90023","ZCTA5 90023"
"50288","1573","43428","1359","25382","1209","1091","307","50","58","13941","976","42","42","106","95","2816","420","48","37","2768","420","6860","839","4584","417","8","12","37","37","50","37","0","29","1519","680","662","324","48","54","614","321","8600000US90024","ZCTA5 90024"
"47967","1757","40517","1420","25871","1208","1812","536","23","27","10308","917","14","23","150","132","2339","494","162","128","2177","461","7450","1105","4045","847","65","57","780","679","31","50","0","26","2124","729","405","169","115","72","290","149","8600000US90025","ZCTA5 90025"
"69589","1739","33137","1262","18118","914","2351","430","79","44","10657","775","93","63","74","65","1765","318","146","99","1619","289","36452","1800","14745","1416","292","164","1028","497","221","115","30","34","18635","1695","1501","384","955","293","546","268","8600000US90026","ZCTA5 90026"
"44686","1047","35231","1166","26782","1090","1023","222","0","26","5670","657","77","59","182","101","1497","240","152","94","1345","236","9455","869","3129","461","16","25","77","70","67","50","15","17","5715","763","436","143","293","118","143","73","8600000US90027","ZCTA5 90027"
"30734","1158","22103","1137","14666","903","2905","580","118","88","2958","580","12","20","238","135","1206","322","15","23","1191","320","8631","701","2754","445","140","108","15","24","247","173","62","87","5007","687","406","172","267","153","139","86","8600000US90028","ZCTA5 90028"
"37898","1284","17317","904","9087","705","1100","238","21","23","6512","689","63","64","62","50","472","196","16","25","456","194","20581","1321","5209","840","55","42","64","64","135","136","39","41","14632","1256","447","177","221","125","226","115","8600000US90029","ZCTA5 90029"
"38535","1140","12534","844","2954","360","480","232","41","41","8614","792","31","34","5","9","409","212","0","26","409","212","26001","1241","10885","1312","66","58","383","222","70","54","0","26","13737","1375","860","412","397","236","463","344","8600000US90031","ZCTA5 90031"
"47627","1353","9775","766","3512","498","627","200","108","137","4955","551","6","11","128","102","439","154","71","53","368","149","37852","1242","15331","1143","124","68","368","164","150","92","11","17","20996","1709","872","238","608","196","264","152","8600000US90032","ZCTA5 90032"
"47583","1590","4719","599","1549","409","818","232","85","57","2053","300","21","18","35","31","158","175","112","172","46","40","42864","1701","30582","1620","87","95","249","190","39","26","120","177","11311","1322","476","160","258","106","218","108","8600000US90033","ZCTA5 90033"
"55652","1552","41253","1472","22194","1030","5333","847","106","97","10904","878","114","108","553","300","2049","416","195","136","1854","367","14399","1014","9125","893","232","116","55","50","25","29","7","11","4215","672","740","312","508","284","232","100","8600000US90034","ZCTA5 90034"
"28085","1194","25100","1063","19718","968","1807","307","0","23","2199","361","13","20","183","116","1180","239","9","13","1171","240","2985","649","1313","323","80","102","0","23","12","20","14","21","1374","500","192","98","47","46","145","92","8600000US90035","ZCTA5 90035"
"37988","1370","33919","1427","23817","1303","2070","625","41","56","6038","773","99","71","479","267","1375","326","47","37","1328","326","4069","667","1861","360","143","92","33","33","65","63","11","18","1654","456","302","119","145","88","157","95","8600000US90036","ZCTA5 90036"
"65016","2285","13949","1109","1189","329","11087","1136","94","68","740","277","0","29","336","150","503","247","88","70","415","215","51067","2109","24409","1919","204","120","818","415","0","29","0","29","24621","2012","1015","301","572","270","443","218","8600000US90037","ZCTA5 90037"
"27660","1068","12362","777","8257","607","1598","378","28","42","1431","358","0","23","160","80","888","328","156","115","732","321","15298","1138","3522","718","56","66","133","103","67","93","0","23","11070","1034","450","163","326","138","124","82","8600000US90038","ZCTA5 90038"
"29589","1132","17724","743","11412","564","356","128","224","239","4466","514","42","46","57","78","1167","277","61","56","1106","265","11865","1007","5766","732","18","20","438","285","199","155","0","23","5103","786","341","157","166","88","175","139","8600000US90039","ZCTA5 90039"
"12645","361","595","237","159","93","180","113","113","119","73","78","0","19","14","21","56","51","13","23","43","47","12050","428","9048","648","16","24","106","111","0","19","0","19","2702","550","178","97","47","45","131","90","8600000US90040","ZCTA5 90040"
"29516","1203","18729","1014","8784","604","548","170","33","47","8392","813","122","112","124","90","726","191","0","23","726","191","10787","881","5885","837","61","50","204","153","194","152","0","23","3340","625","1103","337","666","321","437","212","8600000US90041","ZCTA5 90041"
"63911","1672","22565","1187","11141","697","1251","252","212","114","8273","922","94","58","269","153","1325","316","34","30","1291","318","41346","1538","18583","1479","180","93","1738","535","286","155","8","10","18702","1578","1849","439","821","227","1028","366","8600000US90042","ZCTA5 90042"
"44627","1578","30296","1356","1912","388","26293","1251","99","96","534","200","26","25","360","236","1072","344","66","58","1006","337","14331","1151","6751","866","373","145","209","129","41","44","4","11","6510","1115","443","209","152","84","291","185","8600000US90043","ZCTA5 90043"
"96436","2386","33993","1739","1134","319","31330","1761","120","116","487","235","17","20","166","86","739","348","213","273","526","248","62443","2270","28764","1920","560","216","359","185","49","83","29","42","32115","2474","567","255","168","71","399","251","8600000US90044","ZCTA5 90044"
"41149","1262","33540","1200","20354","1041","5102","817","90","92","5707","664","48","49","105","87","2134","413","39","32","2095","412","7609","666","4614","629","119","67","50","48","22","28","0","26","2300","505","504","188","252","150","252","101","8600000US90045","ZCTA5 90045"
"50587","1337","44915","1215","36967","1205","2300","451","34","40","3253","586","48","58","182","131","2131","449","109","80","2022","431","5672","634","2771","410","15","17","46","61","56","40","13","20","2260","513","511","180","220","114","291","155","8600000US90046","ZCTA5 90046"
"48883","1822","32638","1573","916","273","30525","1521","10","16","234","121","98","99","188","173","667","186","18","23","649","183","16245","1185","8125","977","409","219","245","195","88","79","0","26","7222","1090","156","103","74","58","82","82","8600000US90047","ZCTA5 90047"
"22892","863","21032","827","17337","842","777","236","108","91","1633","382","13","20","52","45","1112","329","46","48","1066","329","1860","388","1056","340","28","32","0","23","6","9","0","23","517","216","253","132","152","105","101","72","8600000US90048","ZCTA5 90048"
"36964","961","34791","1014","29579","1129","629","278","50","65","2861","422","0","26","56","55","1616","327","34","33","1582","332","2173","403","1655","356","25","25","63","83","22","21","0","26","295","130","113","68","33","36","80","59","8600000US90049","ZCTA5 90049"
"7795","819","7191","754","933","201","5383","750","0","17","490","221","0","17","0","17","385","216","0","17","385","216","604","338","365","249","76","90","48","78","0","17","0","17","35","43","80","98","18","30","62","93","8600000US90056","ZCTA5 90056"
"49492","1517","15099","852","3087","439","1866","315","32","41","9468","722","83","100","88","57","475","166","122","109","353","135","34393","1581","12429","1269","210","169","542","291","102","51","0","26","20754","1538","356","171","201","109","155","136","8600000US90057","ZCTA5 90057"
"2758","750","257","93","73","43","159","73","0","12","13","12","5","8","0","12","7","11","0","12","7","11","2501","741","1800","764","6","10","0","12","0","12","0","12","690","284","5","8","5","8","0","12","8600000US90058","ZCTA5 90058"
"45952","2135","14511","1232","560","232","13412","1208","2","4","170","139","0","26","179","119","188","99","53","54","135","75","31441","1810","16479","1849","209","124","202","126","0","26","52","83","14071","1311","428","204","308","204","120","99","8600000US90059","ZCTA5 90059"
"27646","1567","9737","990","303","131","8681","1009","39","48","101","71","14","19","194","144","405","244","112","126","293","200","17909","1571","11556","1478","134","107","262","340","0","23","0","23","5789","981","168","109","65","70","103","87","8600000US90061","ZCTA5 90061"
"34422","1829","12611","943","532","156","10860","990","0","26","573","204","12","20","265","177","369","153","109","85","260","131","21811","1711","8340","1355","498","300","121","144","0","26","0","26","12478","1432","374","204","197","120","177","150","8600000US90062","ZCTA5 90062"
"52951","1765","2241","332","1208","272","206","163","28","24","614","151","37","36","76","79","72","47","0","29","72","47","50710","1818","19722","1555","86","52","145","75","76","67","12","19","29940","1820","729","224","482","185","247","167","8600000US90063","ZCTA5 90063"
"25429","998","22299","970","16107","930","675","293","69","94","4490","442","48","45","29","29","881","283","37","37","844","282","3130","599","2060","522","28","44","84","118","39","47","6","8","763","311","150","131","70","42","80","124","8600000US90064","ZCTA5 90064"
"47887","1517","19459","876","9899","709","826","284","0","26","7719","567","3","5","70","61","942","204","24","29","918","202","28428","1357","15237","1245","191","123","682","265","293","132","0","26","10948","980","1077","325","438","167","639","279","8600000US90065","ZCTA5 90065"
"59394","1553","42207","1189","28180","1108","2321","541","143","79","8381","659","119","82","319","164","2744","400","95","65","2649","390","17187","1328","8265","944","81","58","1871","723","90","63","4","10","5554","1010","1322","373","661","245","661","309","8600000US90066","ZCTA5 90066"
"2314","258","2229","258","1628","298","26","31","0","12","550","114","0","12","25","40","0","12","0","12","0","12","85","98","19","21","0","12","0","12","0","12","0","12","56","92","10","16","0","12","10","16","8600000US90067","ZCTA5 90067"
"20982","886","18642","882","15377","777","795","273","0","23","1426","280","20","33","143","99","881","256","9","14","872","255","2340","402","1320","284","0","23","28","32","0","23","0","23","744","238","248","112","194","105","54","51","8600000US90068","ZCTA5 90068"
"20435","1009","18277","1097","15239","1061","599","263","25","25","1482","338","49","78","83","70","800","371","19","24","781","369","2158","578","1024","377","0","23","33","40","22","41","34","54","784","393","261","152","150","109","111","100","8600000US90069","ZCTA5 90069"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","8600000US90071","ZCTA5 90071"
"916","419","731","349","369","156","226","154","0","12","99","72","0","12","0","12","37","50","0","12","37","50","185","139","119","116","10","24","4","9","4","9","0","12","42","49","6","13","0","12","6","13","8600000US90073","ZCTA5 90073"
"8993","700","8465","652","7079","628","197","148","0","17","844","271","0","17","30","46","315","157","9","16","306","156","528","285","400","278","0","17","0","17","0","17","0","17","90","79","38","50","31","48","7","14","8600000US90077","ZCTA5 90077"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","8600000US90079","ZCTA5 90079"
"3862","459","3389","426","1651","258","267","100","0","12","1268","247","27","22","29","23","147","61","18","23","129","60","473","123","240","112","9","16","0","12","7","13","0","12","210","81","7","14","7","14","0","12","8600000US90089","ZCTA5 90089"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","8600000US90090","ZCTA5 90090"
"9368","874","7994","738","4761","730","850","342","0","17","2104","537","0","17","0","17","279","145","13","21","266","144","1374","486","399","150","291","470","0","17","14","23","0","17","381","332","289","181","129","142","160","126","8600000US90094","ZCTA5 90094"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","8600000US90095","ZCTA5 90095"
"102433","49","5874","699","3784","510","895","321","101","64","737","254","119","108","37","37","201","160","0","29","201","160","96559","700","77624","1685","92","53","333","159","35","37","14","21","17267","1473","1194","300","785","234","409","167","8600000US90201","ZCTA5 90201"
"19909","1074","19080","1036","16338","1245","198","108","15","24","1782","650","0","19","89","138","658","330","17","25","641","326","829","284","573","201","0","19","6","9","0","19","0","19","224","141","26","29","14","22","12","19","8600000US90210","ZCTA5 90210"
"7969","622","7212","600","5671","513","297","219","0","17","1041","269","0","17","23","34","180","91","0","17","180","91","757","326","433","217","0","17","0","17","0","17","0","17","300","219","24","26","24","26","0","17","8600000US90211","ZCTA5 90211"
"13156","935","12329","924","10272","917","178","111","34","39","1009","310","0","19","29","49","807","352","99","133","708","316","827","268","636","251","9","19","0","19","0","19","0","19","92","63","90","94","32","52","58","84","8600000US90212","ZCTA5 90212"
"53703","1384","21248","1270","1312","368","18866","1369","38","48","409","230","243","236","77","74","303","119","20","23","283","116","32455","1371","17817","1449","243","135","188","117","5","7","0","29","13570","1408","632","299","503","256","129","102","8600000US90220","ZCTA5 90220"
"52322","1392","11467","784","564","168","9966","727","47","61","448","265","0","29","37","57","405","165","17","19","388","163","40855","1496","21159","1779","338","171","156","98","3","8","0","29","18628","1730","571","219","484","213","87","68","8600000US90221","ZCTA5 90221"
"32850","1758","8899","930","349","145","7983","871","158","234","215","152","34","38","20","32","140","87","45","65","95","59","23951","1649","12150","1400","82","68","32","49","25","43","0","26","11397","1449","265","142","210","126","55","53","8600000US90222","ZCTA5 90222"
"32808","1010","22306","876","11971","695","3075","535","17","26","5432","573","65","82","292","181","1454","314","36","39","1418","311","10502","907","7558","860","34","48","77","59","34","54","5","7","2337","601","457","241","199","122","258","181","8600000US90230","ZCTA5 90230"
"14660","550","11041","560","7202","583","815","315","4","10","2403","336","0","19","0","19","617","198","25","39","592","201","3619","482","2625","587","0","19","12","17","43","43","0","19","834","379","105","73","12","17","93","71","8600000US90232","ZCTA5 90232"
"26205","1141","7506","807","4825","710","315","172","13","21","1997","472","0","23","57","56","299","174","0","23","299","174","18699","1192","12040","1359","9","11","217","278","154","156","0","23","5560","904","719","417","566","402","153","94","8600000US90240","ZCTA5 90240"
"44143","1306","11106","868","6365","634","1017","360","62","48","3137","540","17","18","96","135","412","172","18","31","394","162","33037","1420","21135","1941","153","160","137","130","130","105","28","39","10357","1376","1097","380","825","352","272","121","8600000US90241","ZCTA5 90241"
"42553","1158","10873","863","5104","601","2088","572","52","58","2851","456","331","254","119","96","328","139","61","53","267","139","31680","1179","17465","1377","60","37","127","116","55","62","20","23","13427","1163","526","159","416","146","110","73","8600000US90242","ZCTA5 90242"
"16850","50","14672","362","10780","571","628","460","21","33","1630","368","8","13","86","70","1519","579","0","19","1519","579","2178","359","1212","252","10","15","42","42","0","19","0","19","638","291","276","157","91","68","185","142","8600000US90245","ZCTA5 90245"
"47531","1079","24353","1036","3297","411","8700","834","48","58","11327","697","21","28","228","180","732","221","92","106","640","189","23178","1315","8880","850","130","94","94","88","87","48","0","26","13252","1400","735","236","374","190","361","139","8600000US90247","ZCTA5 90247"
"11512","810","6727","411","1164","266","1726","341","6","8","3553","345","40","40","53","61","185","89","4","6","181","89","4785","695","2398","532","50","39","21","22","43","39","25","38","2075","589","173","117","139","113","34","34","8600000US90248","ZCTA5 90248"
"26587","1296","16599","1025","3564","407","7336","787","35","43","3907","516","634","569","258","274","865","304","20","24","845","303","9988","1278","3805","778","105","105","342","336","105","82","54","77","4908","929","669","267","287","200","382","210","8600000US90249","ZCTA5 90249"
"96836","936","44733","1673","10865","775","21397","1387","162","140","7666","705","410","250","430","201","3803","758","64","36","3739","759","52103","1721","21498","1686","477","181","493","366","164","106","127","121","25733","2089","3611","777","772","301","2839","704","8600000US90250","ZCTA5 90250"
"19650","36","17727","402","15174","517","264","165","151","106","1219","327","0","19","67","67","852","270","6","10","846","269","1923","402","1474","374","0","19","0","19","0","19","0","19","205","88","244","170","156","159","88","55","8600000US90254","ZCTA5 90254"
"75560","933","2332","450","1109","227","517","255","41","37","382","167","134","176","82","85","67","54","0","29","67","54","73228","963","48653","2038","248","186","386","415","72","85","40","40","23187","1662","642","316","416","258","226","124","8600000US90255","ZCTA5 90255"
"35161","572","13991","1048","6098","724","2575","572","47","42","4078","712","271","297","160","124","762","243","103","88","659","227","21170","1071","9170","1236","161","122","60","96","110","94","1","3","9885","1384","1783","644","502","208","1281","599","8600000US90260","ZCTA5 90260"
"70936","155","8768","769","1678","344","5815","674","247","165","513","188","278","205","33","31","204","153","0","29","204","153","62168","822","37659","1797","131","113","303","163","89","83","0","29","23088","1700","898","301","517","230","381","207","8600000US90262","ZCTA5 90262"
"1846","219","1481","214","784","142","87","53","0","12","477","111","10","17","0","12","123","58","0","12","123","58","365","88","244","61","0","12","4","7","4","7","0","12","74","47","39","34","10","18","29","28","8600000US90263","ZCTA5 90263"
"18389","523","16723","667","15008","647","297","126","35","31","658","202","34","42","0","19","691","231","17","26","674","218","1666","396","1451","376","0","19","12","24","0","19","0","19","147","73","56","52","22","28","34","41","8600000US90265","ZCTA5 90265"
"35573","99","32604","486","26441","634","150","132","59","57","4225","499","0","26","105","117","1624","355","185","221","1439","314","2969","478","1862","369","40","50","12","18","30","47","0","26","638","296","387","155","264","124","123","83","8600000US90266","ZCTA5 90266"
"27454","104","557","164","364","136","93","64","16","18","68","45","0","23","8","12","8","8","0","23","8","8","26897","167","20809","930","7","11","0","23","0","23","0","23","5982","921","99","87","65","72","34","53","8600000US90270","ZCTA5 90270"
"22551","776","21431","765","18651","749","100","74","21","21","1360","300","6","7","34","30","1259","295","13","20","1246","290","1120","253","975","245","0","23","0","23","19","29","0","23","68","48","58","58","25","28","33","49","8600000US90272","ZCTA5 90272"
"25279","347","22941","562","15857","615","266","146","2","4","5908","460","10","15","44","51","854","251","24","32","830","243","2338","449","1750","395","16","26","0","23","31","31","0","23","308","235","233","166","103","85","130","127","8600000US90274","ZCTA5 90274"
"42421","97","38628","635","22209","981","754","294","65","67","13041","771","317","250","39","63","2203","486","34","39","2169","490","3793","621","2295","427","0","26","31","54","71","64","0","26","996","466","400","182","193","119","207","131","8600000US90275","ZCTA5 90275"
"34506","909","29368","842","23178","886","813","243","50","58","3662","450","12","17","160","107","1493","341","67","67","1426","322","5138","737","3398","617","79","96","47","41","52","71","0","26","948","357","614","305","239","147","375","228","8600000US90277","ZCTA5 90277"
"40649","777","33398","987","23019","1173","1337","463","132","128","5837","641","50","50","376","198","2647","543","13","21","2634","540","7251","788","5081","793","104","80","40","52","23","27","0","26","1632","441","371","173","191","128","180","106","8600000US90278","ZCTA5 90278"
"95103","88","4723","593","2954","417","620","263","72","50","703","386","178","114","32","46","164","79","0","29","164","79","90380","597","54576","1720","186","96","525","223","8","14","7","11","33276","1756","1802","519","1071","413","731","244","8600000US90280","ZCTA5 90280"
"5371","637","5059","606","4540","583","90","79","0","17","246","169","0","17","45","63","138","87","8","14","130","79","312","183","243","160","45","79","0","17","0","17","0","17","0","17","24","40","0","17","24","40","8600000US90290","ZCTA5 90290"
"27525","861","22290","857","18749","801","1489","392","49","39","867","235","19","30","72","62","1045","303","8","13","1037","306","5235","693","3756","640","77","82","189","199","0","23","0","23","928","433","285","102","112","63","173","85","8600000US90291","ZCTA5 90291"
"22490","1235","20546","1189","15983","949","1613","742","0","23","2110","525","46","72","195","142","599","218","118","105","481","184","1944","533","1148","399","71","92","0","23","0","23","0","23","652","321","73","65","45","53","28","37","8600000US90292","ZCTA5 90292"
