"B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M","GEO_ID","NAME"
"38885","1977","19671","1082","3776","490","1802","283","41","41","12964","934","36","41","44","47","1008","313","14","23","994","314","19214","1933","5849","853","104","106","200","123","53","56","0","28","10538","984","2470","1451","2233","1461","237","133","8600000US90005","ZCTA5 90005"
"58560","2150","15969","1132","2653","418","1794","360","193","131","10698","983","123","169","124","88","384","157","13","16","371","158","42591","2256","17105","1419","128","86","479","238","104","97","11","16","21240","1643","3524","1272","3171","1238","353","219","8600000US90006","ZCTA5 90006"
"42380","1550","20299","1141","6983","670","4244","662","55","53","7635","716","26","21","105","96","1251","272","185","141","1066","224","22081","1149","8925","924","265","128","218","119","112","54","13","19","10496","1069","2052","559","1892","541","160","90","8600000US90007","ZCTA5 90007"
"31900","2046","24112","1585","1850","416","20269","1486","29","44","1117","392","27","36","98","84","722","325","7","11","715","326","7788","1190","3198","815","517","325","67","83","0","28","39","62","3199","1096","768","354","518","300","250","164","8600000US90008","ZCTA5 90008"
"4108","648","3660","593","668","213","249","165","20","48","2430","485","36","56","39","38","218","139","47","60","171","127","448","282","283","262","21","34","28","45","8","12","0","13","73","62","35","48","30","47","5","8","8600000US90010","ZCTA5 90010"
"110750","3994","9606","1404","825","367","7164","1392","145","117","515","208","77","66","186","135","694","395","242","342","452","191","101144","3652","39210","2322","341","192","1274","395","17","22","0","31","54361","3405","5941","2009","5416","1954","525","221","8600000US90011","ZCTA5 90011"
"37268","1923","26608","1626","6428","752","5271","801","202","174","13542","1150","46","31","152","106","967","287","40","42","927","287","10660","985","3290","534","117","70","162","70","10","11","16","19","5954","934","1111","317","848","290","263","129","8600000US90012","ZCTA5 90012"
"13009","1079","10786","938","3682","542","3910","611","83","59","2202","396","38","57","175","154","696","284","110","96","586","256","2223","505","840","297","66","83","96","75","0","21","13","19","878","363","330","223","141","116","189","215","8600000US90013","ZCTA5 90013"
"9126","1162","7442","1003","3085","517","2011","611","39","83","1919","435","0","19","57","45","331","142","13","21","318","143","1684","501","789","367","100","163","10","13","30","50","12","27","667","318","76","66","47","50","29","38","8600000US90014","ZCTA5 90014"
"23900","1493","9973","1067","3636","752","1443","340","88","111","4202","644","0","25","105","109","499","199","56","80","443","183","13927","1285","5366","905","164","117","110","72","0","25","10","23","7251","1050","1026","409","955","406","71","66","8600000US90015","ZCTA5 90015"
"46340","2138","21031","1477","4588","594","12416","1304","0","28","2430","541","37","40","357","229","1203","309","202","123","1001","290","25309","1951","13787","1420","360","242","72","64","64","91","0","28","7632","1221","3394","1119","3014","1107","380","237","8600000US90016","ZCTA5 90016"
"27832","1546","10945","886","2892","441","2823","663","0","25","4546","621","109","102","21","26","554","213","70","75","484","193","16887","1300","7449","972","70","55","161","118","18","31","0","25","8722","1234","467","243","271","177","196","161","8600000US90017","ZCTA5 90017"
"52444","2524","22404","1642","3371","568","14744","1550","13","15","2834","491","72","91","209","125","1161","406","81","57","1080","398","30040","1834","11457","1328","512","267","269","113","97","103","35","39","15467","1685","2203","860","1916","839","287","126","8600000US90018","ZCTA5 90018"
"62816","2740","36201","2111","11286","1106","10823","1066","64","57","10939","1000","84","72","967","574","2038","669","617","615","1421","328","26615","2502","9861","1198","417","321","261","171","81","76","143","138","12545","1816","3307","1676","2818","1605","489","233","8600000US90019","ZCTA5 90019"
"39366","2461","26351","1804","4384","653","2552","594","217","145","18341","1590","86","79","99","88","672","246","55","46","617","241","13015","1777","4132","777","115","92","268","268","72","58","0","28","7863","1538","565","328","505","323","60","58","8600000US90020","ZCTA5 90020"
"3285","666","1539","307","713","245","533","187","31","57","193","108","0","13","20","33","49","40","0","13","49","40","1746","613","623","326","18","26","34","55","0","13","0","13","880","492","191","248","175","247","16","18","8600000US90021","ZCTA5 90021"
"66168","2750","2650","547","1307","387","242","204","158","161","741","334","8","13","96","95","98","95","0","31","98","95","63518","2653","29444","1989","103","64","806","283","56","44","17","27","27802","2464","5290","1532","4734","1496","556","256","8600000US90022","ZCTA5 90022"
"46517","2768","1737","390","680","211","507","188","16","20","297","133","0","28","122","184","115","78","0","28","115","78","44780","2761","21222","1696","14","23","542","442","23","34","0","28","20580","2349","2399","942","2224","931","175","136","8600000US90023","ZCTA5 90023"
"52069","2358","44705","2115","25783","1871","1568","532","119","110","13686","869","86","65","267","206","3196","645","238","159","2958","647","7364","895","4352","554","151","88","59","44","93","69","9","17","1489","503","1211","562","750","514","461","167","8600000US90024","ZCTA5 90024"
"47438","2215","40898","2255","25308","1833","1602","440","18","24","10755","1084","26","40","411","320","2778","628","86","59","2692","604","6540","979","3922","782","41","30","33","34","25","31","19","31","1886","406","614","267","413","235","201","122","8600000US90025","ZCTA5 90025"
"67657","2428","33493","1464","18959","1189","2240","435","93","92","9633","677","118","84","143","132","2307","509","443","362","1864","388","34164","1878","8974","1105","268","162","523","208","88","70","21","25","21552","1540","2738","913","1746","624","992","647","8600000US90026","ZCTA5 90026"
"45996","2150","34957","1821","26250","1648","1157","297","7","12","5829","719","70","60","206","94","1438","294","179","109","1259","286","11039","1336","3586","771","75","60","52","41","80","59","17","19","5782","1053","1447","410","1073","341","374","182","8600000US90027","ZCTA5 90027"
"31385","1793","21760","1424","13654","1178","2814","664","99","65","3421","606","0","28","243","154","1529","353","29","34","1500","355","9625","1157","3090","638","232","216","162","151","141","140","0","28","4879","899","1121","575","860","542","261","234","8600000US90028","ZCTA5 90028"
"36126","2053","16963","1210","9054","986","1221","309","51","53","5890","865","55","67","33","26","659","185","49","59","610","188","19163","1826","4180","643","76","54","67","57","110","117","48","75","13321","1155","1361","1149","1038","1142","323","135","8600000US90029","ZCTA5 90029"
"39497","2113","15013","1691","3152","598","754","341","46","59","10799","1564","0","28","11","18","251","108","0","28","251","108","24484","1606","7543","851","67","73","644","435","65","50","13","20","14722","1808","1430","459","1041","448","389","239","8600000US90031","ZCTA5 90031"
"47857","1952","10640","811","3511","461","949","359","139","162","5317","636","7","13","163","85","554","177","83","66","471","165","37217","1812","12217","1275","74","52","597","193","147","88","13","20","21589","1997","2580","723","2276","672","304","170","8600000US90032","ZCTA5 90032"
"49695","2688","4606","578","1188","279","878","263","31","34","2220","449","23","39","72","66","194","115","43","72","151","82","45089","2731","21223","1566","51","63","528","366","27","25","93","139","21048","2205","2119","772","1721","692","398","188","8600000US90033","ZCTA5 90033"
"56416","2429","41647","1984","21985","1309","5648","985","102","105","10953","1415","26","45","588","299","2345","480","118","88","2227","484","14769","1774","6547","851","281","148","114","69","129","117","0","31","6190","1290","1508","562","1327","532","181","112","8600000US90034","ZCTA5 90034"
"27725","1953","24725","1818","19725","1840","1446","315","6","12","1836","385","15","18","293","234","1404","378","211","228","1193","307","3000","663","1368","326","340","403","0","25","13","21","11","19","701","300","567","266","421","210","146","115","8600000US90035","ZCTA5 90035"
"38111","1768","33887","1680","22289","1344","2050","542","40","48","7701","1321","53","77","359","236","1395","310","51","41","1344","306","4224","771","1874","371","137","117","12","16","43","44","13","20","1150","373","995","505","737","480","258","143","8600000US90036","ZCTA5 90036"
"67377","3111","13576","1256","984","228","10786","1239","107","78","750","282","101","157","214","137","634","284","33","38","601","282","53801","2759","25758","2172","245","217","1076","563","18","27","0","31","22093","2474","4611","1457","4131","1419","480","304","8600000US90037","ZCTA5 90037"
"28592","1393","14126","1042","8869","820","1843","434","25","31","1815","363","0","25","128","96","1446","484","39","40","1407","490","14466","1043","4102","726","76","69","256","179","70","74","25","38","9179","1128","758","257","612","239","146","89","8600000US90038","ZCTA5 90038"
"29966","1495","19492","1297","12485","1003","304","120","342","276","4694","651","267","330","41","38","1359","354","33","38","1326","355","10474","1068","4754","677","43","41","415","277","229","164","0","25","4023","863","1010","463","818","430","192","148","8600000US90039","ZCTA5 90039"
"12363","466","621","306","304","201","85","77","93","140","112","164","0","21","8","15","19","26","9","18","10","20","11742","607","6974","960","20","31","274","274","0","21","0","21","3683","860","791","524","644","518","147","121","8600000US90040","ZCTA5 90040"
"29888","1865","19905","1354","9291","757","663","223","63","63","8135","796","149","136","243","201","1361","391","14","21","1347","392","9983","1277","4368","773","57","41","377","230","65","44","14","24","3088","651","2014","952","1453","935","561","267","8600000US90041","ZCTA5 90041"
"60509","2079","24376","1510","12733","1166","1234","286","184","97","7802","934","17","21","267","144","2139","536","323","278","1816","443","36133","1591","14364","1217","269","145","1764","511","353","165","11","14","15483","1445","3889","817","2723","627","1166","451","8600000US90042","ZCTA5 90042"
"46358","2253","32922","1920","2241","505","27816","1901","63","71","652","241","130","108","335","217","1685","426","291","189","1394","384","13436","1599","6351","999","306","163","96","82","48","62","0","28","5537","1025","1098","777","994","777","104","63","8600000US90043","ZCTA5 90043"
"99980","3804","33927","2409","1026","240","31085","2390","198","127","543","236","58","62","193","125","824","475","134","123","690","453","66053","3265","24616","2176","542","228","276","151","115","124","35","54","33912","2794","6557","1839","5867","1840","690","567","8600000US90044","ZCTA5 90044"
"39795","2025","32434","1610","20762","1231","3978","834","103","108","5441","744","23","28","146","125","1981","381","136","88","1845","381","7361","1098","4235","642","119","67","49","43","17","24","0","28","1365","385","1576","939","1106","914","470","215","8600000US90045","ZCTA5 90045"
"49828","2088","42573","1678","34402","1591","2360","596","105","102","3158","584","36","53","77","69","2435","507","114","85","2321","512","7255","1356","2929","478","98","77","110","121","36","44","0","28","1955","808","2127","879","1746","886","381","179","8600000US90046","ZCTA5 90046"
"51057","2906","31960","2278","957","269","28620","2172","0","31","168","73","292","260","209","221","1714","841","254","350","1460","653","19097","2126","7820","1426","715","427","402","419","273","325","55","85","8833","1479","999","499","834","481","165","153","8600000US90047","ZCTA5 90047"
"21766","1198","20011","1189","16160","981","942","314","16","25","1689","343","11","19","14","21","1179","339","72","59","1107","339","1755","374","899","279","36","41","5","7","11","15","0","25","474","194","330","161","241","148","89","62","8600000US90048","ZCTA5 90048"
"36610","2077","33569","1463","28526","1583","437","225","20","44","2945","543","0","28","106","86","1535","427","49","49","1486","419","3041","1088","1649","370","12","17","0","28","28","31","0","28","361","178","991","1012","908","1007","83","72","8600000US90049","ZCTA5 90049"
"8058","1333","7060","1288","958","290","5103","1116","0","19","321","140","0","19","0","19","678","365","0","19","678","365","998","511","551","331","110","110","26","58","0","19","0","19","114","151","197","166","16","23","181","164","8600000US90056","ZCTA5 90056"
"49771","2416","15918","1207","3413","459","2211","472","172","170","9269","1011","120","135","110","71","623","177","99","107","524","138","33853","2451","13453","1460","205","176","585","299","83","50","0","28","18225","2086","1302","555","1085","529","217","159","8600000US90057","ZCTA5 90057"
"3003","929","608","476","362","458","181","123","0","13","3","3","9","16","42","62","11","18","0","13","11","18","2395","701","1619","580","6","9","0","13","0","13","0","13","765","330","5","7","5","7","0","13","8600000US90058","ZCTA5 90058"
"42311","2592","13172","1490","450","188","11777","1383","2","5","128","80","0","28","83","58","732","437","250","192","482","385","29139","2512","11404","1528","130","82","308","178","0","28","0","28","14910","1927","2387","1193","2120","1146","267","183","8600000US90059","ZCTA5 90059"
"28755","2621","9488","1328","365","148","8157","1288","18","27","222","165","8","13","172","139","546","310","140","154","406","253","19267","2145","10046","1615","42","50","651","390","0","25","0","25","6723","1492","1805","1016","1573","971","232","195","8600000US90061","ZCTA5 90061"
"35908","2248","12393","1049","880","271","9971","1027","36","64","711","309","0","28","392","272","403","164","114","70","289","141","23515","1987","8765","1331","475","338","322","176","0","28","0","28","12493","1494","1460","826","1251","804","209","152","8600000US90062","ZCTA5 90062"
"53846","2625","2644","477","1496","323","139","67","17","16","859","377","34","33","57","45","42","31","0","31","42","31","51202","2650","16667","1518","151","90","308","184","88","71","12","18","32100","2573","1876","636","1212","444","664","408","8600000US90063","ZCTA5 90063"
"25988","1474","22289","1352","15004","1097","660","291","95","130","5316","671","46","43","52","60","1116","327","122","91","994","316","3699","597","2108","523","11","18","55","77","28","29","5","9","974","312","518","319","372","333","146","116","8600000US90064","ZCTA5 90064"
"47389","2042","21372","1464","12394","1207","653","193","0","28","6758","779","0","28","187","122","1380","284","35","25","1345","281","26017","1432","8773","983","122","70","803","327","303","152","0","28","13278","1059","2738","579","1842","595","896","277","8600000US90065","ZCTA5 90065"
"58851","1993","43938","1720","29117","1263","2866","803","183","98","8651","744","81","66","392","191","2648","487","132","85","2516","481","14913","1245","7209","850","229","276","530","263","101","58","4","8","5022","977","1818","568","1328","492","490","274","8600000US90066","ZCTA5 90066"
"2560","415","2438","398","1813","333","53","54","0","13","500","244","0","13","34","53","38","63","0","13","38","63","122","121","9","14","0","13","0","13","0","13","0","13","50","80","63","88","54","87","9","14","8600000US90067","ZCTA5 90067"
"21590","1288","19137","1255","15833","1073","1215","542","0","25","1102","230","4","11","132","100","851","269","90","107","761","246","2453","606","1391","480","0","25","15","25","222","242","0","25","492","211","333","164","304","158","29","34","8600000US90068","ZCTA5 90068"
"20035","1449","18385","1387","15398","1138","493","227","10","17","1546","445","0","25","114","96","824","375","0","25","824","375","1650","427","982","348","0","25","35","41","25","35","0","25","277","163","331","161","203","129","128","98","8600000US90069","ZCTA5 90069"
"152","87","111","53","40","40","32","27","0","13","39","49","0","13","0","13","0","13","0","13","0","13","41","66","41","66","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","8600000US90071","ZCTA5 90071"
"962","402","748","347","429","197","187","143","0","13","94","69","0","13","0","13","38","72","0","13","38","72","214","141","84","78","10","24","13","26","2","6","0","13","94","81","11","25","11","25","0","13","8600000US90073","ZCTA5 90073"
"8328","915","7969","911","6571","852","151","113","0","19","669","223","0","19","5","9","573","199","56","63","517","186","359","163","184","124","0","19","0","19","0","19","0","19","87","85","88","93","24","36","64","62","8600000US90077","ZCTA5 90077"
"0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","8600000US90079","ZCTA5 90079"
"3740","453","3098","425","1580","278","217","113","0","13","1193","256","21","19","8","16","79","48","0","13","79","48","642","142","377","152","23","29","0","13","0","13","0","13","182","76","60","39","43","37","17","21","8600000US90089","ZCTA5 90089"
"0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","8600000US90090","ZCTA5 90090"
"9065","944","8034","871","5552","921","251","182","0","19","1586","462","0","19","0","19","645","354","0","19","645","354","1031","450","410","156","288","461","0","19","0","19","0","19","218","249","115","118","49","66","66","99","8600000US90094","ZCTA5 90094"
"0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","8600000US90095","ZCTA5 90095"
"100512","163","6037","1052","3295","750","1635","851","152","81","529","262","105","91","120","80","201","150","0","31","201","150","94475","1072","62585","1974","173","99","414","216","19","31","0","31","20343","1727","10941","2026","10524","1998","417","189","8600000US90201","ZCTA5 90201"
"19229","1280","18070","1211","16174","1262","264","195","12","20","931","262","0","21","0","21","689","403","131","153","558","372","1159","498","512","283","0","21","12","17","0","21","0","21","179","128","456","388","442","388","14","18","8600000US90210","ZCTA5 90210"
"9211","932","8392","922","6226","811","310","228","0","19","1460","756","0","19","172","206","224","109","0","19","224","109","819","362","450","269","0","19","0","19","0","19","0","19","293","258","76","81","76","81","0","19","8600000US90211","ZCTA5 90211"
"11878","935","11292","963","9126","922","160","103","39","46","1265","471","0","21","0","21","702","342","96","128","606","326","586","280","395","246","0","21","0","21","0","21","0","21","176","124","15","26","15","26","0","21","8600000US90212","ZCTA5 90212"
"51042","2281","18250","1431","987","206","15511","1414","75","99","534","365","35","45","558","422","550","239","61","63","489","228","32792","2259","12959","1573","271","140","225","161","0","31","0","31","16057","1496","3280","1306","3170","1302","110","67","8600000US90220","ZCTA5 90220"
"50928","2183","12117","1162","433","155","10335","1007","41","65","643","464","81","126","108","108","476","223","34","35","442","227","38811","2046","14258","1526","296","179","124","70","0","31","0","31","19821","1578","4312","1445","3971","1452","341","253","8600000US90221","ZCTA5 90221"
"34547","2280","9108","1441","479","299","8148","1452","0","28","252","177","20","25","0","28","209","103","22","46","187","104","25439","2064","12110","1756","77","65","58","86","64","68","0","28","10930","1574","2200","1108","2148","1103","52","58","8600000US90222","ZCTA5 90222"
"33135","1848","22504","1176","12529","951","3059","797","0","28","4859","585","98","112","240","128","1719","522","69","72","1650","517","10631","1703","6074","982","82","95","123","93","20","16","4","6","2701","997","1627","838","1318","814","309","201","8600000US90230","ZCTA5 90230"
"14921","1030","11700","916","6913","706","807","302","8","17","3196","802","0","21","0","21","776","219","13","24","763","217","3221","509","2084","538","0","21","19","21","24","28","0","21","723","382","371","262","333","261","38","43","8600000US90232","ZCTA5 90232"
"26801","1440","7089","1004","4458","724","700","454","0","25","1452","402","0","25","15","30","464","247","11","19","453","245","19712","1566","10798","1163","33","44","385","410","51","44","0","25","6594","1320","1851","820","1559","789","292","201","8600000US90240","ZCTA5 90240"
"42759","1722","11508","1111","6585","873","860","278","47","43","3401","768","23","26","14","22","578","334","5","11","573","334","31251","1706","16656","1374","45","49","198","124","65","46","0","28","11002","1290","3285","906","2752","906","533","252","8600000US90241","ZCTA5 90241"
"41703","1547","10096","948","4543","489","1928","782","21","37","2819","824","172","149","158","126","455","208","101","100","354","184","31607","1387","15549","1407","52","48","253","184","45","52","19","27","13817","1606","1872","745","1169","533","703","516","8600000US90242","ZCTA5 90242"
"16575","44","13936","456","10159","768","790","476","6","10","1645","343","0","21","63","54","1273","420","19","21","1254","421","2639","459","1467","328","0","21","19","13","0","21","0","21","616","247","537","257","445","245","92","81","8600000US90245","ZCTA5 90245"
"47507","1602","23654","1552","2873","413","7672","962","44","38","11848","1085","15","24","327","179","875","230","99","60","776","248","23853","1581","8059","947","226","175","298","214","104","58","0","28","12913","1401","2253","854","1780","806","473","255","8600000US90247","ZCTA5 90247"
"11425","1156","7403","1000","944","227","1871","689","8","11","3800","681","21","22","261","255","498","168","0","21","498","168","4022","585","1835","461","22","24","60","72","40","35","24","35","1760","557","281","140","189","111","92","86","8600000US90248","ZCTA5 90248"
"26192","1542","15957","1372","3587","565","7012","1103","0","25","3880","570","283","359","159","89","1036","379","136","197","900","284","10235","1118","4195","824","40","53","630","427","89","63","0","25","3726","894","1555","693","1232","647","323","204","8600000US90249","ZCTA5 90249"
"95115","1403","43709","2266","11145","1175","22850","2012","94","130","6580","807","433","288","395","222","2212","486","83","68","2129","489","51406","2195","24075","2255","549","240","751","471","55","50","79","80","20519","1867","5378","1244","4422","1197","956","347","8600000US90250","ZCTA5 90250"
"19147","25","16995","544","14358","583","137","94","89","56","1167","289","0","21","65","58","1179","311","85","70","1094","318","2152","537","1202","340","0","21","2","4","0","21","0","21","337","139","611","484","525","478","86","89","8600000US90254","ZCTA5 90254"
"74390","1295","2038","354","931","241","517","204","94","86","377","178","28","34","62","69","29","24","4","6","25","22","72352","1342","41257","2117","167","175","759","364","23","25","195","244","25209","2128","4742","1574","4214","1529","528","358","8600000US90255","ZCTA5 90255"
"34540","719","14149","1030","5681","829","2683","599","49","48","4462","803","271","221","224","175","779","267","134","157","645","231","20391","1196","9278","1366","94","84","215","326","245","250","1","4","7411","1216","3147","936","2860","932","287","190","8600000US90260","ZCTA5 90260"
"69369","248","8744","1390","1532","478","6034","1276","230","166","481","250","176","176","85","64","206","135","0","31","206","135","60625","1420","32894","1715","30","38","491","268","112","89","0","31","22168","2040","4930","1470","4652","1495","278","180","8600000US90262","ZCTA5 90262"
"1813","232","1458","234","831","169","120","63","0","13","392","105","9","18","0","13","106","50","14","21","92","49","355","86","238","68","16","20","0","13","11","21","0","13","59","46","31","28","14","20","17","20","8600000US90263","ZCTA5 90263"
"18028","792","15940","953","13631","894","193","91","24","27","733","229","22","35","99","84","1238","459","141","178","1097","424","2088","704","1054","329","0","21","21","36","0","21","0","21","480","270","533","491","294","412","239","305","8600000US90265","ZCTA5 90265"
"35064","48","32217","612","24985","995","143","90","71","93","5129","882","38","42","74","93","1777","348","15","19","1762","349","2847","615","1538","393","33","54","13","21","26","48","0","28","598","377","639","319","293","190","346","217","8600000US90266","ZCTA5 90266"
"27127","33","650","276","232","87","81","55","8","17","123","65","0","25","206","263","0","25","0","25","0","25","26477","276","15282","1022","167","241","62","73","19","21","5","8","7963","1189","2979","731","2936","733","43","56","8600000US90270","ZCTA5 90270"
"21848","1577","20961","1589","18220","1536","73","70","19","19","1605","355","4","6","68","64","972","282","52","55","920","284","887","253","733","237","0","25","0","25","12","21","0","25","22","23","120","100","117","100","3","6","8600000US90272","ZCTA5 90272"
"24541","376","22973","565","15697","1070","682","493","7","9","5606","952","0","25","19","22","962","307","9","9","953","306","1568","429","1249","381","8","15","0","25","8","12","0","25","69","50","234","141","192","121","42","50","8600000US90274","ZCTA5 90274"
"41731","65","37578","719","20340","1264","532","296","68","67","13521","1131","110","110","128","116","2879","688","168","146","2711","692","4153","731","2012","473","10","16","21","93","62","59","0","28","1062","542","986","503","706","497","280","191","8600000US90275","ZCTA5 90275"
"34494","1602","30061","1407","22657","1407","1139","440","42","51","3944","713","28","40","97","66","2154","545","98","89","2056","521","4433","922","2584","785","22","25","75","47","39","51","0","28","837","343","876","310","566","266","310","167","8600000US90277","ZCTA5 90277"
"40090","1566","33358","1450","21949","1479","1357","543","113","113","6895","1135","36","40","279","197","2729","608","64","60","2665","593","6732","861","3733","596","97","81","34","54","24","27","0","28","1653","409","1191","468","761","367","430","297","8600000US90278","ZCTA5 90278"
"94905","64","4418","923","2838","520","242","106","141","76","776","611","184","210","45","58","192","81","59","53","133","68","90487","922","49474","1966","218","123","763","268","11","17","0","31","31891","2435","8130","1742","7232","1696","898","528","8600000US90280","ZCTA5 90280"
"5200","845","4795","825","4241","782","112","100","0","19","272","154","0","19","12","19","158","121","0","19","158","121","405","230","357","213","0","19","0","19","0","19","0","19","48","79","0","19","0","19","0","19","8600000US90290","ZCTA5 90290"
