"B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M","GEO_ID","NAME"
"38563","1367","15912","918","7891","628","1343","316","19","27","5926","670","11","18","220","155","502","171","40","36","462","171","22651","1437","7747","980","222","159","94","89","34","39","0","95","13751","1358","803","332","606","285","197","165","8600000US90029","ZCTA5 90029"
"39076","1555","13237","1001","2010","497","408","168","136","115","10416","871","53","73","50","52","164","116","0","95","164","116","25839","1657","12795","1441","182","139","169","118","8","12","0","95","11787","1269","898","338","526","221","372","283","8600000US90031","ZCTA5 90031"
"48729","1567","9367","679","2991","411","814","251","54","71","5078","622","29","42","105","93","296","115","6","13","290","115","39362","1579","24962","1704","94","69","320","227","70","71","0","95","12952","1311","964","308","643","224","321","176","8600000US90032","ZCTA5 90032"
"49102","1839","4093","541","1049","244","584","210","25","34","2181","404","44","57","74","73","136","106","0","95","136","106","45009","1860","25635","1777","75","63","680","430","103","74","24","33","17683","1744","809","278","587","247","222","139","8600000US90033","ZCTA5 90033"
"59662","1726","41927","1593","22854","1381","5070","773","68","66","11367","904","134","114","150","96","2284","445","469","303","1815","415","17735","1211","9504","1405","143","114","108","84","74","63","22","35","6780","1124","1104","512","379","172","725","488","8600000US90034","ZCTA5 90034"
"29113","1027","26236","1066","20094","1051","3077","584","94","68","1901","414","22","28","15","24","1033","355","40","46","993","356","2877","577","1410","452","11","18","49","78","20","36","0","95","1221","477","166","101","103","84","63","48","8600000US90035","ZCTA5 90035"
"36124","1292","32611","1264","21855","926","2401","482","171","163","6620","872","61","101","61","65","1442","405","127","110","1315","397","3513","734","1625","598","41","38","17","28","27","42","0","95","1568","425","235","128","192","113","43","45","8600000US90036","ZCTA5 90036"
"60639","2088","14654","1046","772","326","12718","949","30","33","480","225","15","26","143","73","496","291","26","29","470","294","45985","1957","9422","1293","117","86","145","125","19","29","22","31","35663","2296","597","237","459","204","138","118","8600000US90037","ZCTA5 90037"
"30498","1197","12764","898","8233","631","1334","350","26","30","2314","467","88","118","71","58","698","253","159","121","539","258","17734","1113","4632","667","229","145","62","57","16","22","0","95","12244","1188","551","193","469","191","82","84","8600000US90038","ZCTA5 90038"
"29262","1161","16819","898","10829","861","543","227","30","35","4627","533","13","21","47","48","730","261","76","85","654","240","12443","1003","6948","930","61","64","9","15","29","30","0","95","5062","781","334","152","274","143","60","60","8600000US90039","ZCTA5 90039"
"12862","513","710","240","308","108","126","112","16","18","192","178","40","47","0","95","28","33","6","14","22","23","12152","545","7577","811","146","198","107","103","0","95","0","95","3917","804","405","201","334","178","71","55","8600000US90040","ZCTA5 90040"
"28857","1316","17964","1128","8280","708","756","311","147","96","8015","923","88","110","26","34","652","230","16","26","636","225","10893","1192","7146","1073","94","91","64","59","69","58","0","95","2733","774","787","293","639","272","148","106","8600000US90041","ZCTA5 90041"
"63424","2218","20167","1324","9595","645","1357","350","24","23","7804","1053","7","11","449","356","931","269","208","201","723","211","43257","2081","29657","2162","204","90","395","188","136","87","0","95","11786","1402","1079","341","542","221","537","224","8600000US90042","ZCTA5 90042"
"44042","1630","31939","1430","1092","269","28440","1479","52","47","775","270","37","43","351","250","1192","375","132","115","1060","372","12103","1265","4804","1126","486","259","26","55","35","45","0","95","6505","931","247","160","211","144","36","47","8600000US90043","ZCTA5 90043"
"88164","2623","37145","1916","999","310","34523","1980","74","76","652","402","208","139","128","93","561","213","242","187","319","151","51019","2460","23120","2152","310","127","123","102","0","95","12","19","26478","2188","976","365","681","320","295","198","8600000US90044","ZCTA5 90044"
"40150","1331","33072","1286","20104","1261","6039","686","265","172","5067","663","118","115","179","101","1300","306","98","84","1202","283","7078","687","3946","560","61","40","30","41","136","114","0","95","2150","489","755","306","490","203","265","199","8600000US90045","ZCTA5 90045"
"49212","1321","44223","1421","38248","1518","1664","427","118","111","2416","425","63","71","100","102","1614","382","113","111","1501","380","4989","648","2395","489","94","79","43","61","47","44","0","95","1788","454","622","346","390","296","232","167","8600000US90046","ZCTA5 90046"
"47550","1935","33882","1664","714","428","32209","1530","64","47","236","190","3","9","210","196","446","178","123","101","323","145","13668","1772","6196","1265","336","141","24","39","0","95","0","95","6987","1138","125","125","69","100","56","66","8600000US90047","ZCTA5 90047"
"20931","973","19549","967","16993","973","596","204","32","26","1341","289","11","17","67","108","509","202","59","68","450","195","1382","334","957","278","32","49","0","95","32","50","0","95","324","151","37","59","11","18","26","57","8600000US90048","ZCTA5 90048"
"36451","1059","34044","1004","29419","925","280","149","17","23","3296","616","12","14","149","113","871","250","18","30","853","253","2407","575","1537","381","25","31","9","14","0","95","0","95","602","384","234","193","174","172","60","48","8600000US90049","ZCTA5 90049"
"8108","621","7901","609","1079","345","6305","550","56","98","114","80","81","96","0","95","266","166","117","150","149","88","207","149","71","115","55","61","18","29","0","95","0","95","26","33","37","43","19","32","18","29","8600000US90056","ZCTA5 90056"
"43808","1709","13684","917","2206","269","1812","363","131","96","9257","811","22","29","52","46","204","113","64","87","140","75","30124","1757","11710","1150","60","55","210","132","24","28","8","18","17850","1620","262","107","172","82","90","69","8600000US90057","ZCTA5 90057"
"3484","624","740","235","99","57","432","179","2","3","148","123","59","89","0","95","0","95","0","95","0","95","2744","660","1002","390","62","68","0","95","20","32","0","95","1640","533","20","31","20","31","0","95","8600000US90058","ZCTA5 90058"
"40209","2287","15339","1247","360","151","14306","1260","139","142","109","93","76","119","210","195","139","83","8","13","131","83","24870","2134","11936","1614","32","50","89","102","50","77","0","95","12134","1914","629","292","408","227","221","197","8600000US90059","ZCTA5 90059"
"26952","1543","10227","891","447","199","9631","860","0","95","9","13","0","95","0","95","140","92","0","95","140","92","16725","1561","12291","1478","455","260","82","95","0","95","0","95","3549","827","348","202","204","156","144","132","8600000US90061","ZCTA5 90061"
"30710","1536","12683","1079","459","172","11377","1026","5","11","348","148","13","20","134","120","347","193","9","13","338","193","18027","1382","4152","723","60","45","109","156","17","29","37","57","13061","1364","591","297","473","273","118","116","8600000US90062","ZCTA5 90062"
"52883","1990","1519","298","617","192","91","65","25","24","629","228","67","57","6","11","84","58","31","47","53","36","51364","2000","28059","2051","108","96","226","195","11","27","0","95","22227","1605","733","268","446","179","287","228","8600000US90063","ZCTA5 90063"
"25633","1009","22190","860","16133","787","518","282","22","29","4845","552","0","95","152","183","520","190","39","51","481","175","3443","588","2048","388","85","96","44","52","50","61","0","95","1019","447","197","103","142","92","55","48","8600000US90064","ZCTA5 90064"
"46844","1854","16159","969","8019","655","707","284","76","56","6526","791","12","20","90","82","729","248","71","62","658","248","30685","1847","14345","1460","238","196","143","125","63","47","52","94","14953","1574","891","369","681","359","210","106","8600000US90065","ZCTA5 90065"
"56210","1675","39022","1217","26350","937","2956","622","105","72","7906","750","28","33","129","99","1548","294","96","71","1452","298","17188","1517","8855","1170","78","64","410","235","103","107","0","95","7058","1252","684","216","391","146","293","137","8600000US90066","ZCTA5 90066"
"2468","425","2306","415","1818","319","4","9","0","95","428","339","0","95","28","18","28","44","0","95","28","44","162","93","126","90","0","95","0","95","0","95","0","95","21","28","15","24","15","24","0","95","8600000US90067","ZCTA5 90067"
"22048","905","19950","812","16393","729","1167","351","131","105","1378","315","26","34","71","58","784","291","48","69","736","284","2098","420","1142","294","61","72","0","95","66","85","0","95","609","230","220","135","185","134","35","36","8600000US90068","ZCTA5 90068"
"19789","910","17430","819","15628","818","494","147","23","28","723","233","0","95","11","18","551","303","0","95","551","303","2359","421","1343","282","0","95","48","58","0","95","0","95","411","212","557","281","492","275","65","66","8600000US90069","ZCTA5 90069"
"0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","8600000US90071","ZCTA5 90071"
"560","243","451","193","170","88","189","121","3","7","78","118","0","95","0","95","11","16","0","95","11","16","109","80","37","26","0","95","1","4","0","95","0","95","71","76","0","95","0","95","0","95","8600000US90073","ZCTA5 90073"
"8571","480","8273","497","7418","531","171","204","0","95","432","175","0","95","29","44","223","126","5","11","218","125","298","129","203","102","37","50","0","95","0","95","0","95","40","34","18","29","0","95","18","29","8600000US90077","ZCTA5 90077"
"0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","8600000US90079","ZCTA5 90079"
"3516","861","3088","781","1621","329","120","51","0","95","1154","526","10","16","24","25","159","142","43","62","116","91","428","127","140","96","0","95","0","95","0","95","0","95","228","115","60","41","34","28","26","30","8600000US90089","ZCTA5 90089"
"0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","8600000US90090","ZCTA5 90090"
"4994","484","4793","477","2651","358","485","302","0","95","1170","211","0","95","29","38","458","332","16","34","442","330","201","102","182","102","0","95","0","95","0","95","0","95","19","30","0","95","0","95","0","95","8600000US90094","ZCTA5 90094"
"0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","8600000US90095","ZCTA5 90095"
"101584","169","4837","852","3297","604","660","309","88","51","343","195","139","196","215","187","95","57","12","18","83","53","96747","869","60901","1728","373","196","185","105","8","14","14","22","33870","1452","1396","425","889","334","507","252","8600000US90201","ZCTA5 90201"
"21719","957","20197","988","18313","977","320","190","20","31","944","393","0","95","38","38","562","223","21","24","541","220","1522","421","869","395","0","95","0","95","0","95","0","95","611","238","42","34","37","32","5","10","8600000US90210","ZCTA5 90210"
"8097","617","7787","615","6911","627","221","161","0","95","583","275","0","95","0","95","72","109","0","95","72","109","310","257","26","28","95","158","0","95","15","25","0","95","121","181","53","61","38","54","15","24","8600000US90211","ZCTA5 90211"
"11836","566","11276","585","9366","614","362","200","0","95","1111","359","40","63","0","95","397","265","0","95","397","265","560","249","433","237","0","95","0","95","0","95","0","95","79","64","48","45","14","23","34","38","8600000US90212","ZCTA5 90212"
"50741","1788","21792","1244","1155","265","18686","1246","79","71","357","191","359","263","247","286","909","476","137","106","772","458","28949","1786","15256","1570","303","178","161","177","0","95","34","51","12454","1462","741","314","596","277","145","147","8600000US90220","ZCTA5 90220"
"51535","2012","12470","1035","669","259","10701","968","82","90","212","171","235","123","91","79","480","269","15","24","465","266","39065","1817","24046","1953","55","43","197","262","27","42","3","6","13893","1715","844","346","458","203","386","273","8600000US90221","ZCTA5 90221"
"30628","1557","10673","849","273","134","9607","824","0","95","71","75","0","95","58","92","664","330","15","19","649","322","19955","1483","13231","1554","97","70","75","88","0","95","0","95","5936","951","616","393","418","298","198","190","8600000US90222","ZCTA5 90222"
"32019","1142","21085","855","12049","769","3543","629","0","95","4230","520","19","32","145","86","1099","305","166","103","933","290","10934","1275","5350","878","123","106","77","69","4","6","0","95","4869","971","511","200","259","133","252","169","8600000US90230","ZCTA5 90230"
"15001","864","11096","816","6993","879","1220","432","0","95","2163","484","6","10","34","57","680","258","88","125","592","232","3905","785","2685","764","18","28","0","95","56","59","0","95","972","367","174","148","159","143","15","28","8600000US90232","ZCTA5 90232"
"25398","895","7968","891","5349","767","394","237","7","13","1941","441","0","95","111","105","166","127","66","62","100","111","17430","1080","11147","1080","23","28","20","33","27","29","0","95","5796","1113","417","248","377","243","40","41","8600000US90240","ZCTA5 90240"
"43558","1443","13056","846","7939","670","1337","502","25","22","3278","627","0","95","185","131","292","167","46","70","246","146","30502","1453","15956","1911","179","132","51","51","0","95","0","95","13723","1886","593","241","423","212","170","105","8600000US90241","ZCTA5 90241"
"42373","1288","11356","905","6227","776","2181","478","110","115","2444","439","55","64","26","23","313","173","124","144","189","114","31017","1376","15268","1774","34","41","50","58","0","95","0","95","14930","1675","735","249","450","195","285","183","8600000US90242","ZCTA5 90242"
"16597","37","13390","406","11465","444","110","73","64","82","947","250","187","205","0","95","617","268","0","95","617","268","3207","407","2304","448","0","95","47","41","93","89","0","95","375","148","388","185","192","139","196","152","8600000US90245","ZCTA5 90245"
"46729","1545","24754","1101","2797","426","8394","830","31","35","12102","1008","508","432","103","121","819","314","104","97","715","296","21975","1653","7764","1249","186","109","77","78","159","131","0","95","13390","1532","399","164","288","154","111","71","8600000US90247","ZCTA5 90247"
"10268","864","5885","655","1028","202","1014","305","0","95","3435","469","15","25","0","95","393","266","0","95","393","266","4383","775","1879","483","53","59","77","124","24","45","55","94","2283","652","12","20","0","95","12","20","8600000US90248","ZCTA5 90248"
"26735","1147","17156","934","3761","435","7778","860","0","95","4533","538","83","58","154","193","847","307","0","95","847","307","9579","960","3660","606","211","202","73","73","37","55","166","166","5169","829","263","136","135","101","128","100","8600000US90249","ZCTA5 90249"
"93154","1079","44237","1825","12766","1105","22451","1283","95","80","6388","773","624","388","375","205","1538","439","94","85","1444","422","48917","1859","33141","1847","775","477","39","33","141","137","0","95","13608","1590","1213","387","728","297","485","311","8600000US90250","ZCTA5 90250"
"19422","23","17786","288","15479","434","188","143","30","46","1351","300","16","24","37","52","685","220","0","95","685","220","1636","285","1140","306","0","95","0","95","0","95","0","95","372","178","124","76","96","65","28","36","8600000US90254","ZCTA5 90254"
"76137","1151","1639","368","845","224","119","77","43","46","460","190","46","53","51","46","75","81","45","61","30","53","74498","1210","49107","1942","244","180","334","194","10","16","17","25","24030","1789","756","259","554","207","202","129","8600000US90255","ZCTA5 90255"
"34471","515","14473","980","6521","807","2517","615","101","73","4036","540","115","120","51","73","1132","381","67","63","1065","359","19998","1053","10233","1170","94","88","198","165","44","46","31","37","8312","1289","1086","394","632","338","454","251","8600000US90260","ZCTA5 90260"
"69643","181","8841","742","1871","298","6035","625","39","33","475","222","54","70","148","122","219","81","40","41","179","67","60802","735","21331","1713","366","208","277","159","51","96","0","95","37549","2049","1228","390","822","326","406","237","8600000US90262","ZCTA5 90262"
"1710","197","1452","190","1010","184","75","58","0","95","304","101","4","6","0","95","59","37","0","95","59","37","258","104","165","89","0","95","0","95","0","95","0","95","70","30","23","20","16","17","7","12","8600000US90263","ZCTA5 90263"
"17822","458","16649","464","14963","548","342","180","106","160","653","235","0","95","0","95","585","255","0","95","585","255","1173","298","731","228","2","5","17","24","0","95","0","95","331","155","92","69","28","37","64","60","8600000US90265","ZCTA5 90265"
"34986","49","32118","610","27889","739","91","78","64","57","2578","451","0","95","186","170","1310","387","27","42","1283","390","2868","602","1664","332","12","20","8","14","58","72","37","60","407","162","682","421","531","377","151","192","8600000US90266","ZCTA5 90266"
"27454","54","527","203","332","132","125","127","0","95","54","75","16","27","0","95","0","95","0","95","0","95","26927","204","17731","958","103","89","211","205","9","15","0","95","8445","929","428","245","393","238","35","42","8600000US90270","ZCTA5 90270"
"22765","819","21645","762","20057","813","55","45","30","31","1193","362","16","36","0","95","294","134","0","95","294","134","1120","346","942","332","8","13","0","95","10","18","0","95","83","50","77","76","47","53","30","55","8600000US90272","ZCTA5 90272"
"25319","339","24162","451","17574","705","656","349","46","46","5160","508","0","95","31","36","695","257","51","69","644","238","1157","305","698","240","12","20","14","19","100","130","0","95","238","123","95","98","25","38","70","70","8600000US90274","ZCTA5 90274"
"41712","108","38327","625","23273","765","1227","429","90","93","12095","749","70","111","242","186","1330","302","63","50","1267","301","3385","607","2204","584","18","28","61","90","49","65","0","95","754","391","299","199","79","72","220","175","8600000US90275","ZCTA5 90275"
"34382","921","29893","998","24213","899","625","237","49","47","3709","457","32","52","113","82","1152","357","28","31","1124","357","4489","735","2863","581","54","53","30","35","114","100","0","95","1058","384","370","201","221","161","149","120","8600000US90277","ZCTA5 90277"
"40661","778","33297","819","25527","987","1198","461","82","59","4744","571","208","183","131","81","1407","301","38","49","1369","298","7364","866","5496","886","42","43","20","23","75","75","0","95","1057","411","674","325","288","217","386","184","8600000US90278","ZCTA5 90278"
"94586","53","4419","471","3016","353","288","152","24","24","816","298","0","95","88","62","187","109","30","34","157","98","90167","468","41082","2196","232","137","359","260","99","113","22","20","47155","2216","1218","367","809","288","409","191","8600000US90280","ZCTA5 90280"
"6820","684","6133","682","5588","697","268","338","0","95","111","80","16","27","40","61","110","106","0","95","110","106","687","418","494","322","0","95","0","95","0","95","0","95","183","234","10","15","10","15","0","95","8600000US90290","ZCTA5 90290"
"26992","997","22100","898","18360","846","1519","389","32","35","1190","230","100","81","98","109","801","250","37","34","764","241","4892","533","2816","419","118","80","27","49","25","35","0","95","1700","442","206","141","153","132","53","52","8600000US90291","ZCTA5 90291"
"22152","1064","19962","1005","15807","928","1560","565","18","24","1758","374","106","110","0","95","713","324","0","95","713","324","2190","549","1611","563","0","95","56","67","36","40","0","95","411","216","76","76","35","39","41","65","8600000US90292","ZCTA5 90292"
