"B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M","GEO_ID","NAME"
"39592","1357","17779","1021","3069","409","1940","443","72","43","12105","804","217","224","190","138","186","103","11","18","175","99","21813","1324","6141","983","316","199","126","112","51","90","0","27","14834","1390","345","156","181","101","164","113","8600000US90005","ZCTA5 90005"
"58849","1752","14777","1017","1941","337","1791","403","54","40","10669","880","111","136","6","12","205","97","16","21","189","97","44072","1752","12694","1198","141","117","131","79","34","55","0","30","30387","1787","685","305","383","184","302","226","8600000US90006","ZCTA5 90006"
"43653","1707","19534","1229","7567","886","4247","511","64","75","6823","680","57","46","256","145","520","150","46","47","474","132","24119","1277","8012","1119","58","43","38","53","78","56","0","27","15282","1218","651","253","513","244","138","85","8600000US90007","ZCTA5 90007"
"33754","1643","26806","1218","632","239","23919","1294","199","239","873","259","115","178","322","277","746","343","17","22","729","342","6948","1170","1935","616","277","187","35","48","0","27","0","27","4608","1028","93","56","72","48","21","33","8600000US90008","ZCTA5 90008"
"3835","596","3321","561","422","153","46","45","75","103","2707","522","0","13","0","13","71","96","0","13","71","96","514","250","354","233","0","13","0","13","0","13","0","13","150","108","10","16","0","13","10","16","8600000US90010","ZCTA5 90010"
"100671","2087","9278","790","630","229","7462","721","44","28","563","216","46","37","251","200","282","146","23","27","259","144","91393","2303","26322","2062","347","159","196","125","38","44","0","30","63391","2790","1099","325","927","312","172","84","8600000US90011","ZCTA5 90011"
"29164","1106","21083","913","4197","389","2898","311","23","27","13168","782","342","257","22","25","433","141","70","45","363","128","8081","756","3907","547","51","33","0","24","77","86","0","24","3779","627","267","103","177","74","90","69","8600000US90012","ZCTA5 90012"
"9318","845","7625","722","2570","367","3127","619","20","21","1551","276","0","18","28","63","329","182","14","33","315","178","1693","422","617","236","17","26","21","27","65","80","0","18","877","318","96","78","83","72","13","28","8600000US90013","ZCTA5 90013"
"5556","575","4689","545","2067","434","1324","365","34","28","1160","201","31","50","0","18","73","51","0","18","73","51","867","229","254","124","0","18","0","18","13","30","0","18","442","163","158","132","117","125","41","45","8600000US90014","ZCTA5 90014"
"17668","1088","5169","512","1953","368","951","266","8","13","2148","415","0","20","37","32","72","48","17","26","55","38","12499","1034","4180","729","114","77","199","178","5","11","13","21","7828","1079","160","85","96","62","64","51","8600000US90015","ZCTA5 90015"
"46779","1636","22296","1288","1999","395","18090","1237","116","110","1260","245","24","27","139","114","668","246","183","179","485","171","24483","1620","8479","1070","265","174","125","115","29","38","0","27","14940","1505","645","281","442","258","203","158","8600000US90016","ZCTA5 90016"
"23171","981","6761","523","2176","381","1208","300","61","49","3114","394","143","191","0","24","59","53","0","24","59","53","16410","1039","4146","632","88","41","855","450","0","24","17","35","10934","1202","370","192","360","190","10","16","8600000US90017","ZCTA5 90017"
"48497","1680","20323","1298","1946","318","15790","1254","22","24","1416","288","125","167","615","242","409","136","32","32","377","133","28174","1381","6507","961","205","134","317","208","0","27","0","27","20398","1375","747","338","679","337","68","63","8600000US90018","ZCTA5 90018"
"64613","2074","36417","1457","8952","879","14820","1022","63","67","10790","873","107","100","195","136","1490","421","69","61","1421","406","28196","1555","14016","1388","252","150","58","52","134","94","0","30","13291","1469","445","178","291","140","154","93","8600000US90019","ZCTA5 90019"
"41086","1537","27381","1378","4942","749","2142","425","154","132","19381","1083","46","59","108","115","608","255","94","139","514","220","13705","1145","5276","981","220","148","7","14","33","39","7","11","8008","1193","154","144","92","79","62","116","8600000US90020","ZCTA5 90020"
"2664","444","1397","332","602","159","606","281","0","13","110","66","0","13","0","13","79","170","0","13","79","170","1267","327","636","261","68","102","0","13","0","13","0","13","488","230","75","100","10","16","65","98","8600000US90021","ZCTA5 90021"
"68657","2001","1299","250","748","194","151","98","46","53","335","157","0","30","0","30","19","19","7","11","12","16","67358","2025","44238","2147","151","84","554","263","125","101","80","109","21087","1790","1123","384","726","252","397","256","8600000US90022","ZCTA5 90022"
"45663","1402","1684","390","973","326","240","124","44","34","361","163","0","27","0","27","66","63","10","15","56","60","43979","1411","17869","1600","63","85","214","175","41","61","0","27","24989","1734","803","321","447","230","356","226","8600000US90023","ZCTA5 90023"
"50269","2321","45263","2183","28072","1412","1364","332","72","80","13356","1624","45","42","196","157","2158","353","200","149","1958","327","5006","630","2250","430","71","64","11","18","101","87","0","30","2143","380","430","226","202","92","228","197","8600000US90024","ZCTA5 90024"
"42932","1323","34389","1075","22371","1009","1268","351","58","48","8959","721","178","263","30","31","1525","353","18","24","1507","354","8543","1225","3164","647","34","43","454","392","31","47","0","27","4615","1193","245","130","77","69","168","111","8600000US90025","ZCTA5 90025"
"69615","2042","29510","1383","14545","874","1799","395","195","133","11614","838","104","93","212","162","1041","269","34","38","1007","265","40105","1816","28438","1713","327","222","165","102","172","121","0","30","9953","1170","1050","343","692","302","358","148","8600000US90026","ZCTA5 90026"
"45702","1301","35773","1317","26513","1119","1229","256","41","36","6722","910","17","26","179","113","1072","383","94","76","978","379","9929","967","4158","758","28","30","118","189","112","82","0","27","5013","795","500","173","321","155","179","94","8600000US90027","ZCTA5 90027"
"28254","1143","18670","857","13761","789","1616","383","94","57","2385","582","11","20","159","139","644","213","30","51","614","198","9584","917","2512","595","97","85","96","71","79","65","29","49","6393","869","378","145","308","131","70","51","8600000US90028","ZCTA5 90028"
"39437","1134","16184","827","8341","578","1344","355","39","37","5696","669","0","27","206","138","558","181","27","27","531","178","23253","1197","7947","1091","218","161","52","62","42","41","0","27","14318","1045","676","271","518","238","158","90","8600000US90029","ZCTA5 90029"
"39990","1402","13310","875","1929","425","381","161","121","117","10596","790","55","78","58","51","170","115","0","27","170","115","26680","1488","12923","1292","147","109","128","76","103","110","0","27","12554","1335","825","307","589","268","236","171","8600000US90031","ZCTA5 90031"
"49242","1572","8897","681","2738","408","957","336","50","72","4899","549","25","29","33","53","195","92","9","15","186","90","40345","1620","27102","1870","103","82","348","275","95","82","0","27","11937","1115","760","243","493","195","267","139","8600000US90032","ZCTA5 90032"
"49048","1621","3777","493","992","264","619","255","21","27","1920","309","70","77","74","52","81","60","0","27","81","60","45271","1677","26218","1740","93","75","546","412","77","64","34","30","17524","1405","779","256","540","186","239","136","8600000US90033","ZCTA5 90033"
"59305","1347","42403","1304","23255","1122","5525","823","34","42","10916","827","131","122","149","93","2393","422","563","320","1830","360","16902","1296","10602","1142","42","63","156","107","68","56","14","24","4936","909","1084","446","342","144","742","407","8600000US90034","ZCTA5 90034"
"30553","1191","27216","1158","19991","1226","3244","531","119","117","2496","713","31","29","191","219","1144","368","13","21","1131","366","3337","681","1434","400","0","27","68","107","44","62","0","27","1536","625","255","128","142","107","113","78","8600000US90035","ZCTA5 90035"
"35942","1323","32526","1345","21731","1230","2269","468","117","130","6730","700","57","98","91","70","1531","367","146","114","1385","347","3416","720","1546","528","40","44","14","23","24","36","0","27","1498","369","294","157","264","156","30","38","8600000US90036","ZCTA5 90036"
"60867","1945","14202","967","746","306","12439","920","52","49","372","141","0","30","173","91","420","219","55","56","365","215","46665","1878","10004","1209","122","89","77","70","8","12","20","28","35774","2056","660","244","520","199","140","112","8600000US90037","ZCTA5 90037"
"30225","1274","12456","969","7914","685","1604","458","16","23","2075","474","84","128","53","48","710","225","115","106","595","208","17769","1284","4737","760","229","153","62","48","21","30","0","27","12029","1225","691","244","524","209","167","125","8600000US90038","ZCTA5 90038"
"28260","1003","16484","782","10391","764","708","367","39","42","4466","511","23","26","56","44","801","270","91","107","710","246","11776","840","7094","1012","61","67","64","72","24","32","0","24","4158","617","375","175","258","156","117","81","8600000US90039","ZCTA5 90039"
"12692","420","604","251","264","96","83","73","19","16","192","193","12","20","0","20","34","38","5","13","29","31","12088","454","7825","710","80","139","146","131","0","20","0","20","3552","697","485","215","369","189","116","88","8600000US90040","ZCTA5 90040"
"28571","1253","17264","989","8915","779","533","196","168","99","6932","842","79","92","31","40","606","192","22","36","584","185","11307","1055","8360","1122","52","72","87","75","81","64","0","24","2010","701","717","214","562","205","155","91","8600000US90041","ZCTA5 90041"
"62303","2069","19004","1073","9381","789","1366","347","48","43","6939","744","4","6","221","194","1045","315","276","200","769","239","43299","2120","27656","1927","130","57","332","160","170","103","26","45","13693","1387","1292","361","659","225","633","259","8600000US90042","ZCTA5 90042"
"43761","1419","31453","1388","1406","340","27522","1329","107","106","932","315","8","13","308","225","1170","393","112","90","1058","375","12308","1171","5103","805","466","200","17","39","100","106","56","72","6281","1078","285","154","250","143","35","40","8600000US90043","ZCTA5 90043"
"85940","2892","35344","1881","1075","336","32388","1813","68","97","731","405","122","94","266","153","694","270","323","196","371","170","50596","2501","23537","2334","382","166","68","62","0","30","20","23","25511","2197","1078","354","723","272","355","206","8600000US90044","ZCTA5 90044"
"40535","1194","33506","1243","20986","978","5938","708","206","133","4836","574","73","57","125","66","1342","255","85","69","1257","232","7029","783","4336","694","80","73","57","65","129","112","0","27","1767","435","660","252","291","126","369","209","8600000US90045","ZCTA5 90045"
"49937","1340","44354","1455","37646","1466","1682","415","101","108","2726","502","67","57","184","127","1948","432","179","152","1769","396","5583","663","2582","473","132","97","38","46","45","44","0","27","2153","428","633","352","404","315","229","141","8600000US90046","ZCTA5 90046"
"47857","2020","33462","1514","482","215","31796","1457","52","48","287","218","27","34","204","159","614","229","135","99","479","196","14395","1519","6806","1105","290","167","37","58","0","27","0","27","7054","1367","208","175","19","19","189","169","8600000US90047","ZCTA5 90047"
"20793","902","19349","940","16668","965","400","157","24","24","1676","373","8","16","4","6","569","202","111","97","458","177","1444","294","867","235","30","44","0","24","36","49","0","24","426","188","85","89","13","20","72","86","8600000US90048","ZCTA5 90048"
"36107","1113","33787","1099","29087","1158","303","146","21","29","3339","631","16","20","147","131","874","271","19","32","855","272","2320","578","1611","341","15","18","8","14","0","27","0","27","459","408","227","163","111","151","116","65","8600000US90049","ZCTA5 90049"
"8628","718","8321","699","1405","310","6475","682","34","59","140","95","72","92","0","18","195","112","46","76","149","101","307","136","46","94","75","75","18","28","0","18","0","18","150","98","18","29","0","18","18","29","8600000US90056","ZCTA5 90056"
"44871","1651","14040","747","2427","330","1908","376","87","70","9401","632","19","30","60","48","138","72","0","27","138","72","30831","1629","8551","954","107","89","231","143","26","29","5","10","21616","1577","295","137","209","110","86","71","8600000US90057","ZCTA5 90057"
"3289","681","667","277","95","59","354","180","0","13","156","135","62","93","0","13","0","13","0","13","0","13","2622","681","1282","419","50","60","0","13","0","13","0","13","1264","481","26","35","16","20","10","16","8600000US90058","ZCTA5 90058"
"40305","2204","14163","1280","378","164","12825","1128","203","204","146","83","52","91","355","336","204","113","21","23","183","117","26142","1913","14623","1753","21","26","72","83","0","27","0","27","10535","1549","891","328","643","258","248","185","8600000US90059","ZCTA5 90059"
"26621","1362","10416","912","468","207","9776","939","0","24","28","33","0","24","52","82","92","80","0","24","92","80","16205","1576","11340","1419","429","260","116","107","0","24","0","24","3806","826","514","250","324","208","190","145","8600000US90061","ZCTA5 90061"
"31569","1725","12744","1029","422","197","11284","1020","6","13","285","127","43","52","402","256","302","160","46","40","256","155","18825","1479","4038","781","241","148","169","184","0","27","33","55","13847","1433","497","285","358","227","139","135","8600000US90062","ZCTA5 90062"
"53994","1964","1533","374","579","216","66","46","29","27","670","333","63","48","34","39","92","66","9","15","83","65","52461","1953","24497","1796","157","111","248","214","68","59","16","19","26818","1775","657","297","372","193","285","218","8600000US90063","ZCTA5 90063"
"25894","1179","22307","1040","15963","964","471","182","27","30","4908","612","5","16","221","276","712","204","63","60","649","199","3587","645","2425","490","36","46","10","15","46","58","0","24","868","456","202","151","153","143","49","64","8600000US90064","ZCTA5 90064"
"45816","1468","16278","1019","8306","667","703","217","60","66","6400","828","20","23","79","98","710","233","67","62","643","230","29538","1563","13467","1514","324","196","262","191","42","34","52","79","14677","1503","714","269","502","209","212","153","8600000US90065","ZCTA5 90065"
"56107","1409","40004","1272","27438","1075","2605","606","107","81","7873","756","60","63","231","145","1690","367","53","45","1637","367","16103","1420","8173","1026","71","67","316","198","109","139","0","30","6470","1186","964","319","513","208","451","222","8600000US90066","ZCTA5 90066"
"2257","385","2164","382","1885","358","5","10","0","13","221","134","0","13","30","20","23","39","0","13","23","39","93","54","70","52","0","13","0","13","0","13","0","13","7","13","16","27","16","27","0","13","8600000US90067","ZCTA5 90067"
"22270","968","20168","914","16524","915","1392","456","119","104","1194","283","0","24","67","50","872","318","0","24","872","318","2102","454","1184","304","14","24","0","24","97","98","0","24","522","212","285","160","255","155","30","45","8600000US90068","ZCTA5 90068"
"20328","961","18104","912","15903","844","630","246","12","18","829","289","0","24","62","43","668","249","34","54","634","251","2224","457","1126","286","0","24","24","37","0","24","0","24","506","269","568","284","516","275","52","63","8600000US90069","ZCTA5 90069"
"0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","8600000US90071","ZCTA5 90071"
"623","214","517","192","202","115","247","134","4","9","46","66","1","3","0","13","17","22","0","13","17","22","106","64","43","35","0","13","0","13","0","13","0","13","63","55","0","13","0","13","0","13","8600000US90073","ZCTA5 90073"
"8262","706","7961","686","7259","670","32","28","0","18","418","173","0","18","28","42","224","120","5","8","219","120","301","155","255","146","31","41","0","18","0","18","0","18","0","18","15","24","0","18","15","24","8600000US90077","ZCTA5 90077"
"0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","8600000US90079","ZCTA5 90079"
"3402","618","3002","560","1581","333","98","41","7","11","1124","234","0","13","17","23","175","137","53","68","122","75","400","115","134","95","0","13","0","13","0","13","0","13","178","78","88","50","55","38","33","34","8600000US90089","ZCTA5 90089"
"0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","8600000US90090","ZCTA5 90090"
"5567","540","5359","521","2730","403","609","313","0","18","1454","337","0","18","53","66","513","338","38","62","475","313","208","135","192","131","16","27","0","18","0","18","0","18","0","18","0","18","0","18","0","18","8600000US90094","ZCTA5 90094"
"0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","8600000US90095","ZCTA5 90095"
"101647","154","4899","716","3349","614","704","260","47","44","332","132","148","169","196","179","123","80","0","30","123","80","96748","742","59035","1610","552","239","220","102","28","27","0","30","35496","1528","1417","352","904","258","513","217","8600000US90201","ZCTA5 90201"
"21517","1015","20051","1013","18350","1021","372","176","27","39","799","289","0","24","36","32","467","182","18","21","449","182","1466","407","724","296","0","24","0","24","0","24","0","24","663","277","79","66","72","64","7","15","8600000US90210","ZCTA5 90210"
"7889","584","7599","611","6632","597","285","157","6","11","565","277","5","8","0","18","106","101","0","18","106","101","290","209","89","68","0","18","0","18","0","18","0","18","125","171","76","79","76","79","0","18","8600000US90211","ZCTA5 90211"
"12306","536","11772","573","9936","700","390","201","0","20","803","268","42","67","0","20","601","286","15","32","586","279","534","255","395","229","0","20","13","21","0","20","0","20","95","110","31","34","16","27","15","24","8600000US90212","ZCTA5 90212"
"50947","1279","21767","1360","1365","267","18719","1333","136","88","449","250","176","236","100","71","822","408","170","141","652","414","29180","1580","15037","1577","371","202","175","163","0","30","47","70","12741","1597","809","313","627","256","182","153","8600000US90220","ZCTA5 90220"
"51350","1551","12264","965","675","272","10643","867","48","59","219","170","218","183","63","71","398","226","16","25","382","225","39086","1592","19490","1677","114","81","200","232","18","27","12","15","18340","1616","912","371","489","233","423","274","8600000US90221","ZCTA5 90221"
"30990","1328","10329","986","229","122","9089","921","19","31","74","58","10","21","209","211","699","376","14","14","685","377","20661","1492","11848","1803","93","61","98","109","14","20","0","27","7972","1343","636","377","373","252","263","260","8600000US90222","ZCTA5 90222"
"32508","1167","21255","952","12148","880","3241","725","0","27","4589","563","17","27","92","72","1168","342","219","171","949","302","11253","1071","6115","880","80","73","223","216","5","8","0","27","4333","878","497","189","239","117","258","165","8600000US90230","ZCTA5 90230"
"15248","712","11048","744","7105","747","1376","449","0","20","1922","391","14","24","29","49","602","259","82","119","520","225","4200","818","3306","857","21","37","7","11","41","49","0","20","723","293","102","87","76","68","26","36","8600000US90232","ZCTA5 90232"
"25258","980","7282","620","4481","574","309","205","13","20","2138","575","0","24","116","109","225","153","43","51","182","143","17976","1068","12382","1320","24","30","19","29","46","44","0","24","5088","1029","417","243","237","171","180","171","8600000US90240","ZCTA5 90240"
"43786","1459","13048","955","7689","634","1324","497","20","19","3616","556","0","27","125","115","274","162","19","23","255","161","30738","1588","16189","1669","175","127","28","35","0","27","0","27","13515","1634","831","278","651","269","180","109","8600000US90241","ZCTA5 90241"
"42763","1265","11876","1018","6517","846","2271","616","90","122","2511","494","61","59","23","22","403","170","101","117","302","140","30887","1567","15118","1943","93","94","26","47","18","29","17","28","14862","1753","753","235","364","173","389","184","8600000US90242","ZCTA5 90242"
"16678","38","13579","375","11545","579","135","76","68","83","882","218","210","288","0","20","739","273","0","20","739","273","3099","374","2262","402","0","20","30","30","94","77","0","20","373","119","340","193","236","171","104","73","8600000US90245","ZCTA5 90245"
"46590","1212","25056","1104","2705","410","8702","910","42","38","12598","869","346","335","34","32","629","180","22","28","607","182","21534","1443","6790","975","224","122","128","123","168","99","0","27","13540","1369","684","259","554","230","130","78","8600000US90247","ZCTA5 90247"
"9904","794","5839","551","1032","203","1249","398","0","18","3097","406","0","18","0","18","461","226","0","18","461","226","4065","751","1967","388","42","46","76","120","100","114","0","18","1848","600","32","39","24","37","8","15","8600000US90248","ZCTA5 90248"
"26790","1123","17291","938","3812","489","7804","797","0","24","4694","595","66","54","229","212","686","258","0","24","686","258","9499","921","3530","744","196","150","56","53","31","48","163","152","5234","868","289","170","161","137","128","103","8600000US90249","ZCTA5 90249"
"93925","1172","44971","1672","12599","878","22573","1466","148","108","6667","673","816","371","324","197","1844","444","126","89","1718","447","48954","1897","34010","2349","746","351","103","77","132","85","0","30","12611","1525","1352","405","668","255","684","329","8600000US90250","ZCTA5 90250"
"19535","25","17939","348","15321","537","187","133","40","59","1443","325","16","25","61","52","871","288","0","20","871","288","1596","343","1247","334","0","20","0","20","0","20","0","20","257","152","92","55","72","48","20","29","8600000US90254","ZCTA5 90254"
"75961","1152","1519","244","825","200","107","78","44","39","417","178","58","67","50","42","18","31","0","30","18","31","74442","1198","52427","2078","213","214","460","245","9","15","10","15","20462","1962","861","273","599","262","262","138","8600000US90255","ZCTA5 90255"
"35014","603","14419","1056","6431","770","2769","489","63","62","3790","537","187","212","34","53","1145","364","74","69","1071","342","20595","1118","11071","1291","76","64","158","137","290","377","28","37","7665","1438","1307","490","762","389","545","291","8600000US90260","ZCTA5 90260"
"69734","166","8359","749","1649","301","5762","659","22","26","540","226","0","30","136","109","250","106","45","49","205","93","61375","737","20180","1566","373","209","322","189","76","109","0","30","39611","1709","813","336","583","318","230","135","8600000US90262","ZCTA5 90262"
"1847","238","1534","189","997","151","55","36","6","10","397","109","5","6","0","13","74","48","0","13","74","48","313","107","184","72","0","13","0","13","9","12","0","13","92","44","28","25","16","18","12","18","8600000US90263","ZCTA5 90263"
"17749","561","16536","613","14805","686","392","194","111","136","594","201","0","20","0","20","634","257","0","20","634","257","1213","316","695","211","0","20","20","28","0","20","0","20","385","195","113","83","72","76","41","34","8600000US90265","ZCTA5 90265"
"35226","39","32174","594","27736","685","231","132","59","54","2737","378","6","10","80","84","1325","383","24","31","1301","383","3052","597","1843","378","14","23","7","11","39","57","39","55","426","206","684","377","523","343","161","182","8600000US90266","ZCTA5 90266"
"27443","66","580","198","436","168","65","69","0","24","56","63","23","31","0","24","0","24","0","24","0","24","26863","200","18759","1055","45","57","265","219","14","22","0","24","7337","1068","443","253","394","236","49","47","8600000US90270","ZCTA5 90270"
"22893","849","21812","845","19818","836","250","206","64","51","1310","357","18","30","0","24","352","156","0","24","352","156","1081","355","939","337","0","24","0","24","16","26","0","24","60","42","66","85","18","29","48","81","8600000US90272","ZCTA5 90272"
"25387","318","24242","381","17894","618","477","272","50","48","5051","519","0","24","52","48","718","200","45","45","673","202","1145","256","691","197","23","29","12","16","63","86","0","24","224","130","132","82","43","38","89","63","8600000US90274","ZCTA5 90274"
"41903","82","38809","621","23704","1047","1298","422","109","110","11630","871","144","163","421","314","1503","388","162","179","1341","359","3094","617","2315","546","37","42","48","75","22","30","0","27","413","290","259","134","52","42","207","123","8600000US90275","ZCTA5 90275"
"33972","786","28843","923","23043","864","694","297","44","44","3855","481","0","27","94","79","1113","320","29","33","1084","323","5129","837","3273","714","64","57","64","66","56","60","0","27","1291","458","381","207","219","166","162","112","8600000US90277","ZCTA5 90277"
"40867","697","34236","868","24864","1026","1433","580","82","65","5601","635","132","107","168","84","1956","472","91","93","1865","462","6631","741","4724","712","22","37","16","25","94","106","0","27","1105","423","670","339","352","256","318","162","8600000US90278","ZCTA5 90278"
"94703","39","4700","607","3108","396","422","198","6","10","915","357","0","30","74","55","175","99","17","21","158","95","90003","606","41280","1841","260","138","388","167","71","80","21","21","46660","1999","1323","350","781","277","542","271","8600000US90280","ZCTA5 90280"
"6983","842","6385","841","5883","868","229","272","0","18","101","68","19","26","0","18","153","111","0","18","153","111","598","335","458","285","0","18","0","18","0","18","0","18","131","177","9","14","9","14","0","18","8600000US90290","ZCTA5 90290"
"26961","875","22242","920","18220","857","1612","362","40","36","1222","275","83","72","42","43","1023","274","26","30","997","272","4719","598","3013","515","128","80","24","40","14","21","0","24","1328","460","212","159","148","149","64","60","8600000US90291","ZCTA5 90291"
"22350","1194","20054","1052","15737","894","1610","600","17","22","1786","380","124","142","0","24","780","332","0","24","780","332","2296","607","1750","573","0","24","50","72","26","39","0","24","379","219","91","82","47","44","44","69","8600000US90292","ZCTA5 90292"
