"B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M","GEO_ID","NAME"
"53490","1697","21932","1158","3082","358","15238","1110","7","11","2627","486","117","123","187","111","674","201","42","24","632","202","31558","1487","12162","1431","342","114","222","115","53","59","40","39","18054","1579","685","228","442","188","243","107","8600000US90018","ZCTA5 90018"
"64534","1998","35819","1528","10842","852","11529","980","97","74","10829","860","32","37","937","752","1553","380","97","67","1456","382","28715","1863","12783","1452","496","312","205","118","48","55","65","65","14516","1776","602","188","319","155","283","130","8600000US90019","ZCTA5 90019"
"39189","1130","26509","1341","4859","511","2555","600","154","82","17625","1100","195","244","54","44","1067","352","177","177","890","310","12680","1312","5844","1063","100","71","208","284","89","67","0","26","6322","1131","117","85","79","75","38","41","8600000US90020","ZCTA5 90020"
"2945","431","1533","256","726","205","516","182","23","37","168","102","0","12","17","27","83","54","0","12","83","54","1412","344","527","243","16","25","34","51","0","12","0","12","818","248","17","20","11","19","6","8","8600000US90021","ZCTA5 90021"
"67014","1732","2734","689","1356","458","227","220","166","133","753","294","24","29","92","87","116","105","0","29","116","105","64280","1820","33231","1951","92","64","512","204","48","31","0","29","29348","1994","1049","346","625","310","424","174","8600000US90022","ZCTA5 90022"
"46680","1652","1647","288","608","144","549","186","9","16","371","135","0","26","0","26","110","79","0","26","110","79","45033","1680","26320","1767","77","77","298","190","24","21","0","26","17749","1610","565","184","326","147","239","165","8600000US90023","ZCTA5 90023"
"51627","1440","44791","1375","26033","1211","1226","302","60","73","14336","916","95","66","130","95","2911","411","89","61","2822","408","6836","825","4683","514","56","48","52","41","74","51","7","12","1523","565","441","146","65","50","376","138","8600000US90024","ZCTA5 90024"
"46883","1684","40269","1428","26174","1093","1979","655","20","22","9468","985","13","23","147","141","2468","584","34","30","2434","579","6614","899","3653","755","66","53","193","277","31","47","19","30","2267","577","385","174","146","97","239","140","8600000US90025","ZCTA5 90025"
"68906","1719","33489","1215","18586","859","2691","485","85","57","10020","729","143","82","79","62","1885","334","140","98","1745","317","35417","1443","11780","1016","235","127","1038","490","146","85","30","34","20612","1797","1576","405","1013","294","563","285","8600000US90026","ZCTA5 90026"
"44770","1243","34913","1097","26535","1052","1006","256","0","26","5818","719","76","65","159","88","1319","289","112","77","1207","282","9857","879","3093","529","39","38","46","40","69","61","19","20","6128","883","463","166","291","132","172","98","8600000US90027","ZCTA5 90027"
"29774","1174","20974","1049","13678","1008","2845","651","105","67","2887","645","10","16","297","173","1152","440","37","43","1115","439","8800","842","2921","488","146","116","50","92","98","103","0","23","5078","750","507","191","344","161","163","81","8600000US90028","ZCTA5 90028"
"36668","1244","17391","842","9176","700","1251","287","57","55","6340","643","64","69","38","35","465","141","14","24","451","137","19277","1152","3967","583","62","48","42","34","70","62","41","52","14666","1152","429","160","159","93","270","124","8600000US90029","ZCTA5 90029"
"39916","1306","13506","997","3128","366","615","252","36","46","9338","859","18","30","6","11","365","133","0","26","365","133","26410","1520","9395","1034","53","42","720","432","66","54","7","10","15170","1567","999","408","440","229","559","336","8600000US90031","ZCTA5 90031"
"48031","1161","10471","678","3636","392","745","220","177","209","5201","503","7","12","127","79","578","202","77","60","501","191","37560","1310","14706","1390","115","61","452","196","139","85","12","17","21167","1412","969","264","702","209","267","157","8600000US90032","ZCTA5 90032"
"49155","1526","4468","488","1245","301","841","213","81","63","2092","232","13","16","39","38","157","114","57","95","100","61","44687","1600","26745","1524","99","117","434","294","42","27","114","164","16716","1671","537","170","274","97","263","115","8600000US90033","ZCTA5 90033"
"53861","1431","40053","1226","21312","1041","5374","781","115","102","10518","891","155","133","595","362","1984","363","137","106","1847","363","13808","1048","7442","950","244","120","72","53","51","36","0","29","5319","722","680","327","463","294","217","104","8600000US90034","ZCTA5 90034"
"27272","1182","24377","1147","19310","1063","1693","364","8","12","2027","378","10","15","104","81","1225","283","8","12","1217","283","2895","606","1353","297","77","109","0","23","15","24","26","39","1084","457","340","228","63","62","277","204","8600000US90035","ZCTA5 90035"
"37965","1512","33990","1491","23954","1178","2203","533","22","29","6132","842","66","71","498","284","1115","244","66","47","1049","234","3975","600","1826","385","118","97","37","38","82","76","12","19","1578","386","322","136","116","76","206","119","8600000US90036","ZCTA5 90036"
"67640","2085","13529","1169","1101","283","10703","1162","103","79","742","205","0","29","278","131","602","214","68","64","534","196","54111","2053","29091","2105","207","121","857","527","0","29","0","29","23029","2060","927","337","432","222","495","259","8600000US90037","ZCTA5 90037"
"28580","1257","13050","852","8688","682","1791","453","27","38","1396","270","0","23","135","85","1013","334","63","52","950","339","15530","1100","4822","939","104","102","146","110","50","54","7","12","9907","1267","494","179","367","155","127","95","8600000US90038","ZCTA5 90038"
"29510","1280","18122","800","11636","692","370","157","279","224","4564","504","45","49","60","70","1168","275","42","44","1126","273","11388","1137","5409","726","34","31","492","299","229","136","0","23","4846","780","378","187","182","89","196","171","8600000US90039","ZCTA5 90039"
"12328","479","613","266","184","95","195","126","109","122","54","81","0","19","15","22","56","54","10","18","46","52","11715","525","8813","731","18","28","113","96","0","19","0","19","2582","543","189","117","40","45","149","107","8600000US90040","ZCTA5 90040"
"29090","1161","18619","968","8682","573","611","190","50","62","8150","745","122","109","101","100","903","239","0","23","903","239","10471","879","5526","874","61","46","392","265","242","170","12","22","2911","680","1327","446","813","375","514","251","8600000US90041","ZCTA5 90041"
"63193","2016","23678","925","12064","718","1216","279","197","101","8295","802","46","35","324","182","1536","340","48","33","1488","337","39515","1894","17463","1466","138","85","2188","606","312","151","15","14","17128","1648","2271","494","1213","327","1058","396","8600000US90042","ZCTA5 90042"
"45873","1783","32001","1786","2082","349","27623","1715","101","98","614","235","89","81","349","204","1143","310","48","51","1095","303","13872","1319","7285","1114","312","133","188","136","43","50","0","26","5649","1001","395","224","118","87","277","213","8600000US90043","ZCTA5 90043"
"99443","2733","34778","1891","937","236","32064","1790","176","130","648","228","35","44","259","137","659","337","261","297","398","163","64665","2360","26859","2057","457","188","393","179","60","82","34","52","35608","2286","1254","778","521","356","733","567","8600000US90044","ZCTA5 90044"
"40567","1516","33272","1304","20330","1035","4760","983","136","129","5682","670","78","84","219","168","2067","397","63","46","2004","394","7295","783","4782","726","112","62","52","42","26","28","0","26","1792","466","531","184","201","133","330","139","8600000US90045","ZCTA5 90045"
"50900","1242","45200","1156","37185","1152","2397","531","78","84","3097","564","80","91","61","38","2302","616","62","61","2240","614","5700","668","3079","535","53","61","75","80","41","35","0","29","1974","481","478","200","193","93","285","179","8600000US90046","ZCTA5 90046"
"51411","1984","33132","1958","1073","266","30388","1884","57","75","223","115","80","67","112","113","1199","593","18","22","1181","596","18279","1739","9235","1428","400","249","134","177","87","85","0","29","8239","1332","184","113","133","106","51","58","8600000US90047","ZCTA5 90047"
"21489","947","19624","922","15991","910","733","214","91","86","1707","291","13","20","41","30","1048","290","56","57","992","290","1865","443","1033","319","35","41","0","23","5","7","0","23","567","237","225","119","138","95","87","64","8600000US90048","ZCTA5 90048"
"36418","1151","34377","1190","29433","1244","584","287","52","72","2874","454","0","26","81","77","1353","337","35","33","1318","340","2041","394","1570","406","25","26","66","83","12","15","0","26","237","119","131","71","51","47","80","60","8600000US90049","ZCTA5 90049"
"7649","782","6962","649","871","252","5237","682","0","17","361","165","0","17","0","17","493","245","0","17","493","245","687","397","410","277","100","99","35","57","0","17","0","17","37","43","105","127","18","28","87","123","8600000US90056","ZCTA5 90056"
"50152","1599","15284","732","3492","426","1930","383","139","167","8979","671","121","131","89","65","534","171","90","97","444","138","34868","1580","13821","1441","231","187","583","309","109","55","0","29","19721","1737","403","178","227","111","176","142","8600000US90057","ZCTA5 90057"
"2718","775","266","141","63","33","184","129","0","12","3","6","7","15","0","12","9","19","0","12","9","19","2452","743","1791","712","6","9","0","12","0","12","0","12","651","279","4","7","4","7","0","12","8600000US90058","ZCTA5 90058"
"46185","1939","13967","1218","458","178","12823","1147","2","5","118","88","0","26","123","106","443","300","54","58","389","292","32218","1801","15654","1506","149","96","252","167","0","26","63","101","15430","1678","670","298","368","235","302","189","8600000US90059","ZCTA5 90059"
"27873","1316","9196","808","369","158","7959","820","28","29","190","136","13","17","117","99","520","322","152","178","368","254","18677","1405","12308","1626","115","83","583","404","0","23","0","23","5506","950","165","120","43","52","122","106","8600000US90061","ZCTA5 90061"
"35916","1756","13287","1162","777","248","11053","1134","43","70","766","332","0","26","250","164","398","157","113","79","285","129","22629","1688","8692","1417","535","322","202","149","0","26","0","26","12913","1752","287","193","185","158","102","84","8600000US90062","ZCTA5 90062"
"53980","1875","2303","434","1440","384","147","84","26","23","561","199","18","17","45","45","66","49","0","29","66","49","51677","1930","19640","2069","83","50","112","63","97","66","10","16","30962","1998","773","238","507","210","266","142","8600000US90063","ZCTA5 90063"
"25925","1135","22327","1042","15792","955","738","347","72","104","4684","424","35","28","13","20","993","313","79","64","914","299","3598","530","2218","574","50","58","79","103","56","49","3","7","1024","318","168","103","85","56","83","89","8600000US90064","ZCTA5 90064"
"46461","1281","19444","817","10159","683","931","265","0","26","7215","534","4","7","146","136","989","239","25","29","964","236","27017","1172","12338","1218","152","77","798","296","273","145","0","26","12093","1184","1363","409","573","220","790","323","8600000US90065","ZCTA5 90065"
"59167","1465","42273","1247","28510","1113","2475","533","163","81","7987","725","130","89","291","154","2717","416","145","112","2572","382","16894","1216","8900","959","67","62","869","448","100","61","3","8","5656","1177","1299","391","729","254","570","289","8600000US90066","ZCTA5 90066"
"2428","244","2352","242","1806","252","35","32","0","12","440","188","0","12","32","48","39","67","0","12","39","67","76","94","11","16","0","12","0","12","0","12","0","12","55","88","10","16","0","12","10","16","8600000US90067","ZCTA5 90067"
"21092","1007","18870","963","15798","807","789","320","0","23","1307","275","11","19","147","123","818","212","10","16","808","213","2222","388","1144","276","0","23","14","23","77","76","0","23","720","284","267","124","193","107","74","60","8600000US90068","ZCTA5 90068"
"20230","1064","18447","1036","15279","873","656","261","12","20","1453","362","49","77","60","51","938","393","10","15","928","392","1783","383","1051","300","0","23","41","50","20","32","0","23","397","217","274","158","109","99","165","125","8600000US90069","ZCTA5 90069"
"126","75","112","64","40","43","32","49","0","12","40","49","0","12","0","12","0","12","0","12","0","12","14","35","14","35","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","8600000US90071","ZCTA5 90071"
"953","364","746","287","365","157","237","137","0","12","106","60","0","12","0","12","38","49","0","12","38","49","207","151","114","102","10","24","14","25","3","6","0","12","55","60","11","25","11","25","0","12","8600000US90073","ZCTA5 90073"
"8382","635","8068","646","6696","658","229","189","0","17","713","238","0","17","0","17","430","143","22","26","408","140","314","137","209","116","0","17","0","17","0","17","0","17","69","65","36","47","30","46","6","11","8600000US90077","ZCTA5 90077"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","8600000US90079","ZCTA5 90079"
"3786","333","3225","321","1616","218","260","107","0","12","1190","206","20","19","34","28","105","55","2","5","103","55","561","125","313","125","19","25","0","12","7","13","0","12","207","74","15","20","8","15","7","12","8600000US90089","ZCTA5 90089"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","8600000US90090","ZCTA5 90090"
"9827","841","8612","739","5045","678","646","332","0","17","2553","647","0","17","0","17","368","191","0","17","368","191","1215","479","452","170","303","495","0","17","0","17","0","17","318","288","142","125","21","36","121","116","8600000US90094","ZCTA5 90094"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","8600000US90095","ZCTA5 90095"
"101965","63","5811","606","3639","522","1071","312","113","66","565","212","112","87","72","60","239","173","0","29","239","173","96154","617","77335","1705","181","95","250","161","35","40","0","29","17191","1653","1162","296","783","238","379","173","8600000US90201","ZCTA5 90201"
"19314","1042","18515","1005","16117","973","229","142","17","25","1383","544","0","19","113","176","656","345","15","24","641","344","799","306","555","267","0","19","9","15","0","19","0","19","208","144","27","30","15","25","12","17","8600000US90210","ZCTA5 90210"
"8019","530","7299","525","5724","502","360","264","0","17","924","258","0","17","29","44","262","106","0","17","262","106","720","293","460","226","0","17","0","17","0","17","0","17","236","192","24","27","24","27","0","17","8600000US90211","ZCTA5 90211"
"13314","1009","12565","1035","10206","1039","193","120","45","51","1327","476","0","19","0","19","794","564","17","29","777","565","749","289","586","313","0","19","0","19","0","19","0","19","110","70","53","73","32","46","21","67","8600000US90212","ZCTA5 90212"
"52817","1571","20491","1255","1306","336","17356","1058","32","44","426","229","206","225","529","580","636","396","20","23","616","395","32326","1569","15965","1406","269","143","205","124","7","10","0","29","15368","1509","512","276","442","286","70","45","8600000US90220","ZCTA5 90220"
"51688","1386","12222","808","620","188","10640","779","54","72","453","230","102","163","34","56","319","155","22","25","297","155","39466","1502","18920","1692","321","211","92","62","4","9","0","29","19726","1685","403","165","307","120","96","89","8600000US90221","ZCTA5 90221"
"33200","1573","8966","1019","406","205","7756","997","222","324","362","222","20","25","0","26","200","108","55","73","145","77","24234","1512","12928","1667","102","77","49","73","42","55","0","26","10812","1801","301","161","247","153","54","54","8600000US90222","ZCTA5 90222"
"32687","1099","21856","811","11810","675","3277","635","0","26","5120","515","38","62","244","140","1367","318","32","35","1335","312","10831","888","7800","858","39","40","61","48","38","44","5","7","2309","526","579","207","261","150","318","176","8600000US90230","ZCTA5 90230"
"14780","747","11158","568","7045","500","742","299","8","17","2582","425","0","19","0","19","781","217","15","30","766","214","3622","439","2567","534","0","19","21","24","27","26","0","19","847","430","160","104","104","88","56","52","8600000US90232","ZCTA5 90232"
"26413","1111","6899","638","4372","565","321","177","14","22","1787","319","0","23","39","53","366","204","12","21","354","202","19514","1141","13385","1214","44","55","208","255","22","29","0","23","5378","1062","477","192","298","167","179","114","8600000US90240","ZCTA5 90240"
"43215","1307","10648","744","6052","639","1004","365","27","41","3173","530","38","36","0","26","354","179","4","9","350","180","32567","1398","20997","1971","39","45","129","128","48","33","23","35","10211","1525","1120","364","752","304","368","175","8600000US90241","ZCTA5 90241"
"42694","1153","10793","836","5247","628","2333","740","42","51","2653","391","92","104","139","98","287","118","32","35","255","117","31901","1236","18607","1582","59","46","155","143","53","57","21","24","12431","1491","575","178","436","146","139","81","8600000US90242","ZCTA5 90242"
"16731","66","14022","501","10375","772","626","473","0","19","1701","336","9","13","70","68","1241","496","0","19","1241","496","2709","502","1630","393","0","19","37","36","0","19","0","19","686","306","356","210","231","184","125","90","8600000US90245","ZCTA5 90245"
"48293","1105","24470","865","3258","413","8564","754","74","75","11538","901","18","31","281","166","737","198","83","64","654","187","23823","1095","9198","1030","193","185","273","195","100","60","0","26","13109","1198","950","304","495","210","455","215","8600000US90247","ZCTA5 90247"
"11607","802","6391","485","1097","258","1644","379","7","11","3162","346","30","25","97","106","354","152","5","7","349","151","5216","873","2535","495","58","44","17","17","29","31","17","25","2387","789","173","117","139","107","34","32","8600000US90248","ZCTA5 90248"
"26429","1261","15822","981","3329","550","6763","774","0","23","4051","552","646","622","144","90","889","335","22","26","867","331","10607","1144","4271","837","53","70","609","571","70","53","42","63","4850","1058","712","334","344","237","368","202","8600000US90249","ZCTA5 90249"
"97072","1194","43782","1636","11397","926","21613","1319","132","137","7358","668","538","320","452","206","2292","539","61","53","2231","527","53290","1830","25092","2096","667","258","489","424","162","105","93","82","25092","1681","1695","415","871","342","824","273","8600000US90250","ZCTA5 90250"
"19539","32","17708","371","15235","527","192","140","119","73","1013","309","0","19","63","63","1086","314","7","11","1079","314","1831","368","1291","371","0","19","1","2","0","19","0","19","265","109","274","149","115","112","159","113","8600000US90254","ZCTA5 90254"
"75019","1060","2082","382","1082","270","461","214","86","82","298","158","13","22","88","76","54","40","4","6","50","40","72937","1058","50219","1911","241","192","336","263","27","25","107","104","21266","1605","741","298","543","286","198","88","8600000US90255","ZCTA5 90255"
"34827","559","14629","856","5794","671","3131","611","57","53","4417","626","393","329","220","180","617","232","73","84","544","211","20198","899","9565","1226","171","134","0","26","67","76","2","4","9545","1277","848","329","547","222","301","219","8600000US90260","ZCTA5 90260"
"70536","129","8321","977","1681","350","5588","920","227","167","479","206","95","111","73","57","178","129","0","29","178","129","62215","990","40166","1743","43","38","258","157","91","86","0","29","20836","1575","821","324","592","257","229","168","8600000US90262","ZCTA5 90262"
"1838","235","1475","223","826","165","105","59","0","12","412","91","9","17","0","12","123","57","9","17","114","54","363","81","252","64","5","11","0","12","4","7","0","12","57","35","45","35","11","19","34","30","8600000US90263","ZCTA5 90263"
"17954","603","16211","728","14382","703","271","123","38","38","691","237","27","41","0","19","802","263","15","24","787","256","1743","447","1505","425","0","19","27","42","0","19","0","19","172","95","39","38","6","10","33","36","8600000US90265","ZCTA5 90265"
"35500","70","32662","457","26018","668","155","112","64","63","4763","472","34","40","47","61","1581","312","59","73","1522","315","2838","453","1748","327","36","40","15","24","24","39","0","26","620","260","395","174","193","134","202","97","8600000US90266","ZCTA5 90266"
"27287","94","449","124","284","89","72","53","8","13","67","44","0","23","13","15","5","8","0","23","5","8","26838","155","19833","976","169","245","39","62","6","8","0","23","6676","983","115","72","80","54","35","54","8600000US90270","ZCTA5 90270"
"21629","742","20620","717","18041","766","86","71","20","21","1235","260","6","9","43","41","1189","343","35","27","1154","344","1009","293","931","286","0","23","0","23","16","24","0","23","36","34","26","28","23","26","3","6","8600000US90272","ZCTA5 90272"
"25061","353","22906","480","15645","559","252","149","8","10","6060","526","0","23","39","33","902","219","36","43","866","198","2155","365","1614","283","7","20","0","23","28","30","0","23","284","226","222","139","112","68","110","115","8600000US90274","ZCTA5 90274"
"42146","58","37786","649","21213","882","771","474","71","68","13109","690","367","260","54","75","2201","547","42","34","2159","546","4360","656","2438","466","14","21","32","74","70","70","0","26","1382","504","424","191","209","145","215","141","8600000US90275","ZCTA5 90275"
"34827","1121","30050","1230","23132","1080","954","299","84","73","3728","464","1","2","156","91","1995","432","100","93","1895","417","4777","856","3033","729","95","106","68","53","31","43","0","26","910","333","640","239","290","159","350","185","8600000US90277","ZCTA5 90277"
"40252","766","33530","963","22819","994","1374","503","113","97","6165","685","62","56","375","228","2622","456","16","26","2606","457","6722","767","4621","689","122","103","48","58","7","11","0","26","1504","436","420","207","154","123","266","181","8600000US90278","ZCTA5 90278"
"94642","54","4183","456","2735","367","471","215","90","57","510","266","177","131","14","22","186","90","43","38","143","79","90459","454","56769","2282","175","92","481","225","10","17","6","11","31720","2161","1298","392","729","320","569","243","8600000US90280","ZCTA5 90280"
"5681","647","5345","592","4705","580","127","90","0","17","358","146","0","17","0","17","155","124","0","17","155","124","336","250","332","240","0","17","0","17","0","17","0","17","4","73","0","17","0","17","0","17","8600000US90290","ZCTA5 90290"
"26950","964","21692","911","18305","935","1395","421","50","44","963","237","0","23","76","65","903","285","6","10","897","285","5258","696","3809","524","130","125","135","158","0","23","0","23","894","407","290","94","92","51","198","81","8600000US90291","ZCTA5 90291"
"23549","1410","21580","1318","16341","1158","1703","904","0","23","2475","560","56","85","205","152","800","284","124","120","676","259","1969","656","1247","571","79","101","0","23","0","23","0","23","511","249","132","97","58","73","74","56","8600000US90292","ZCTA5 90292"
